complex,name,genes,source
SPED-MONOMER,default_name,b0120(1),M_recon
PDXH-CPLX,default_name,b1638(2),M_recon
FORMATEDEHYDROGO-CPLX,default_name,b3892(1) AND b3893(1) AND b3894(1),M_recon
ABC-18-CPLX,default_name,b2150(1) AND b2148(2) AND b2149(2),M_recon
CITC-MONOMER,default_name,b0618(1),M_recon
EG11426-MONOMER,default_name,b3624(1),M_recon
NITRATREDUCTA-CPLX,default_name,b1227(1) AND b1225(1) AND b1224(1),M_recon
G7496-MONOMER,default_name,b2877(1),M_recon
CPLX0-7631,default_name,b2802(6),M_recon
EG12712-MONOMER,default_name,b2687(1),M_recon
FHLMULTI-CPLX,default_name,b2719(1) AND b2722(1) AND b2720(1) AND b4079(1) AND b2724(1) AND b2723(1) AND b2721(1),M_recon
CPLX0-1666,default_name,b2341(1),M_recon
ATPSYN-CPLX_EG10106-MONOMER,default_name,b3736(2) AND b3731(1) AND b3735(1) AND b3739(1) AND b3734(3) AND b3733(1) AND b3738(1) AND b3737(10) AND b3732(3),M_recon
Def_mono,peptide deformylase (EC:3.5.1.88),b3287(1),2011_Updated_E_recon
DMK-MONOMER,default_name,b3930(1),M_recon
NRFMULTI-CPLX,default_name,b4071(1) AND b4070(1) AND b4073(1) AND b4072(1),M_recon
CPLX0-254,default_name,b2919(6),M_recon
EG11957-MONOMER,default_name,b4085(1),M_recon
G6439-MONOMER,default_name,b0841(1),M_recon
GltX_mono,glutamyl-tRNA synthetase (EC:6.1.1.17),b2400(1),2011_Updated_E_recon
CPLX0-7415,default_name,b0182(2),M_recon
YhhP_mono,conserved protein required for cell growth,b3470(1),2011_Updated_E_recon
OROTPDECARB-CPLX,default_name,b1281(2),M_recon
HISTPHOSTRANS-CPLX,default_name,b2021(2),M_recon
GreA_mono,transcription elongation factor greA,b3181(1),2011_Updated_E_recon
EG12666-MONOMER,default_name,b0524(1),M_recon
SIROHEMESYN-CPLX,default_name,b3368(2),M_recon
URACIL-PRIBOSYLTRANS-CPLX,default_name,b2498(3),M_recon
GRXB-MONOMER,default_name,b1064(1),M_recon
ENTE-CPLX,default_name,b0594(2),M_recon
FABA-CPLX,default_name,b0954(2),M_recon
RpsL_mono,30S ribosomal subunit protein S12,b3342(1),2011_Updated_E_recon
RsmG_mono,16S rRNA m7G527 methyltransferase,b3740(1),2011_Updated_E_recon
B0612-MONOMER,default_name,b0612(1),M_recon
PHENPRODIOLDEHYDROG-MONOMER,default_name,b2541(1),M_recon
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER,default_name,b3018(1),M_recon
NACGLCTRANS-MONOMER,default_name,b0090(1),M_recon
1-PFK,default_name,b2168(2),M_recon
GTP-CYCLOHYDRO-II-CPLX,default_name,b1277(2),M_recon
BETT-MONOMER,default_name,b0314(1),M_recon
CPLX0-7674,default_name,b1250(4),M_recon
ABC-49-CPLX,default_name,b0831(1) AND b0830(1) AND b0829(2) AND b0832(1),M_recon
ABC-15-CPLX,default_name,b3460(1) AND b3456(1) AND b3457(1) AND b3454(1) AND b3455(1),M_recon
NUCLEOSIDE-DIP-KIN-CPLX,default_name,b2518(4),M_recon
UHPT-MONOMER,default_name,b3666(1),M_recon
EG12384-MONOMER,default_name,b0521(1),M_recon
FABZ-CPLX,default_name,b0180(1),M_recon
CPLX0-7906,default_name,b0040(3),M_recon
RpsR_mono,30S ribosomal subunit protein S18,b4202(1),2011_Updated_E_recon
DXPREDISOM-CPLX,default_name,b0173(2),M_recon
PITA-MONOMER,default_name,b3493(1),M_recon
RsmB_mono,"16S rRNA m(5)C967 methyltransferase,",b3289(1),2011_Updated_E_recon
RpmD_mono,50S ribosomal subunit protein L30,b3302(1),2011_Updated_E_recon
DSBBPROT-MONOMER,default_name,b1185(1),M_recon
CPLX0-3976_edit,default_name,b3785(1) AND b3793(1),M_recon
RIBULP3EPIM-MONOMER,default_name,b3386(1),M_recon
FGAMSYN-MONOMER,default_name,b2557(1),M_recon
TSA-REDUCT-MONOMER,default_name,b3125(1),M_recon
GCVMULTI-CPLX,default_name,b2904(1) AND b0116(2) AND b2905(1) AND b2903(2),M_recon
CPLX0-3948,default_name,b4394(2),M_recon
RpoZ_mono,"RNA polymerase, omega subunit (EC:2.7.7.6)",b3649(1),2011_Updated_E_recon
MHPF-MONOMER,default_name,b0351(1),M_recon
DIHYDROFOLATEREDUCT-MONOMER,default_name,b0048(1),M_recon
RplI_mono,50S ribosomal subunit protein L9,b4203(1),2011_Updated_E_recon
CPLX0-3201,default_name,b2328(2),M_recon
RNase_G_dim,ribonuclease G (EC:3.1.4.-),b3247(2),2011_Updated_E_recon
YRBG-MONOMER,default_name,b3196(1),M_recon
METHYLENETHFREDUCT-CPLX,default_name,b3941(4),M_recon
B0260-MONOMER,default_name,b0260(1),M_recon
EG10153-MONOMER,default_name,b0827(1),M_recon
CPLX0-7,default_name,b2415(1) AND b2429(1) AND b2417(1) AND b2416(1),M_recon
CPLX-169,default_name,b2415(1) AND b2704(1) AND b2416(1) AND b2703(1) AND b2702(1),M_recon
IscU,scaffold protein iscU,b2529(2),2011_Updated_E_recon
RluB_mono,23S rRNA pseudouridylate synthase (EC:4.2.1.70),b1269(1),2011_Updated_E_recon
FORMHYDROGI-CPLX,default_name,b0974(1) AND b0972(1) AND b0973(1),M_recon
MYRISTOYLACYLTRAN-MONOMER,default_name,b1855(1),M_recon
PHOSPHAGLYPSYN-MONOMER,default_name,b1912(1),M_recon
RumB_mono,23S rRNA m(5)U747 methyltransferase (EC:2.1.1.-),b0859(1),2011_Updated_E_recon
ABC-24-CPLX,default_name,b1124(1) AND b1125(1) AND b1126(2) AND b1123(1),M_recon
XYLE-MONOMER,default_name,b4031(1),M_recon
GLUTAMATESYN-CPLX,default_name,b3213(4) AND b3212(4),M_recon
THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER,default_name,b3990(1) AND b4407(1) AND b0423(1) AND b3992(1),M_recon
ADCLY-CPLX,default_name,b1096(2),M_recon
TrmU_mono,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,b1133(1),2011_Updated_E_recon
PGK-CPLX,default_name,b2926(1),M_recon
NANT-MONOMER,default_name,b3224(1),M_recon
EG11639-MONOMER,default_name,b1533(1),M_recon
CPLX0-7838_CPLX0-7839,default_name,b2810(2) AND b2811(2),M_recon
GLYCPDIESTER-CYTO-MONOMER,default_name,b3449(1),M_recon
GreB_mono,transcription elongation factor greB,b3406(1),2011_Updated_E_recon
RlmL_dim,23S rRNA m2G2445 methyltransferase,b0948(2),2011_Updated_E_recon
CPLX0-1622,default_name,b1489(2),M_recon
G7914-MONOMER,default_name,b4301(1),M_recon
DSBG-CPLX,default_name,b0604(2),M_recon
CPLX0-7525,default_name,b2264(2),M_recon
SHIA-MONOMER,default_name,b1981(1),M_recon
CPLX0-7824,default_name,b1684(2),M_recon
PYRUVOXID-CPLX,default_name,b0871(4),M_recon
MALSYNG-MONOMER,default_name,b2976(1),M_recon
LACTALDREDUCT-CPLX,default_name,b2799(2),M_recon
ABC-42-CPLX,default_name,b4088(1) AND b4087(2) AND b4086(2),M_recon
ACETOLACTSYNI-CPLX,default_name,b3671(2) AND b3670(2),M_recon
EG10108-MONOMER,default_name,b2480(1),M_recon
CPLX0-7720,default_name,b2258(1) AND b4544(1),M_recon
BADH-CPLX,default_name,b0312(4),M_recon
LYSP-MONOMER,default_name,b2156(1),M_recon
G7860-MONOMER,default_name,b4198(1),M_recon
EG11591-MONOMER,default_name,b0630(1),M_recon
ALTRODEHYDRAT-MONOMER,default_name,b3091(1),M_recon
FUMARASE-A,default_name,b1612(2),M_recon
RpsS_mono,30S ribosomal subunit protein S19,b3316(1),2011_Updated_E_recon
ABC-2-CPLX,default_name,b1900(2) AND b1901(1) AND b4460(2),M_recon
YAAJ-MONOMER,default_name,b0007(1),M_recon
CPLX0-7616,default_name,b0509(4),M_recon
CPLX0-231,default_name,b2415(1) AND b2416(2) AND b2093(1) AND b2092(2) AND b2094(1),M_recon
ABC-20-CPLX,default_name,b3476(1) AND b3477(1) AND b3478(1) AND b3479(1) AND b3480(1),M_recon
Thr_RS_dim,threonyl-tRNA synthetase (EC:6.1.1.3),b1719(2),2011_Updated_E_recon
CPLX0-3141,default_name,b3029(2),M_recon
NIRC-MONOMER,default_name,b3367(1),M_recon
CPLX0-7811,default_name,b3850(4),M_recon
EG11822-MONOMER,default_name,b1301(1),M_recon
CPLX0-1942,default_name,b1252(1) AND b0150(1) AND b3005(1) AND b3006(1),M_recon
ADENYLATECYC-MONOMER,default_name,b3806(1),M_recon
GLPT-MONOMER,default_name,b2240(1),M_recon
GALACTITOLPDEHYD-MONOMER,default_name,b2091(1),M_recon
PDXY-MONOMER,default_name,b1636(1),M_recon
RimM_mono,"16S rRNA processing protein, rimM",b2608(1),2011_Updated_E_recon
RpsB_mono,30S ribosomal subunit protein S2,b0169(1),2011_Updated_E_recon
CPLX0-7744,default_name,b4196(2),M_recon
MANNPISOM-MONOMER,default_name,b1613(1),M_recon
ACSERLYB-CPLX,default_name,b2421(2),M_recon
ARGSUCCINLYA-MONOMER,default_name,b3960(1),M_recon
Tgt_hexa,tRNA-guanine transglycosylase (EC:2.4.2.29),b0406(6),2011_Updated_E_recon
CPLX0-240,default_name,b3137(1) AND b3132(1),M_recon
CPLX0-7535,default_name,b4115(2),M_recon
G6782-MONOMER,default_name,b1488(1),M_recon
DEOA-CPLX,default_name,b4382(2),M_recon
ETHAMLY-CPLX,default_name,b2441(6) AND b2440(6),M_recon
GLUCONOKINI-MONOMER,default_name,b4268(1),M_recon
RHAMNULPALDOL-CPLX,default_name,b3902(4),M_recon
PHEP-MONOMER,default_name,b0576(1),M_recon
HEMX-MONOMER,default_name,b3803(1),M_recon
CHAA-MONOMER,default_name,b1216(1),M_recon
CPLX0-3001,default_name,b0237(2),M_recon
InfB_mono,"fused protein chain initiation factor 2, IF2: membrane",b3168(1),2011_Updated_E_recon
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX,default_name,b2676(2) AND b2675(2),M_recon
EG11984-MONOMER,default_name,b2033(1),M_recon
ABC-12-CPLX,default_name,b0809(2) AND b0811(1) AND b0810(2),M_recon
EG11189-MONOMER,default_name,b3621(1),M_recon
APHA-CPLX,default_name,b4055(4),M_recon
PGMI-MONOMER,default_name,b3612(1),M_recon
ACETOACETYL-COA-TRANSFER-CPLX,default_name,b2222(2) AND b2221(2),M_recon
CPLX0-7643,default_name,b3774(4),M_recon
EG11470-MONOMER,default_name,b3826(1),M_recon
ADHP-MONOMER,default_name,b1478(1),M_recon
ASL-MONOMER,default_name,b1131(1),M_recon
CPLX0-3741,default_name,b1210(2),M_recon
PANTOTHENATE-KIN-CPLX,default_name,b3974(2),M_recon
CPLX0-7776,default_name,b2930(2),M_recon
APO-ENTB,default_name,b0595(5),M_recon
FOLXTET-CPLX,default_name,b2303(8),M_recon
RpmE_mono,50S ribosomal subunit protein L31,b3936(1),2011_Updated_E_recon
CPLX0-7653,default_name,b0875(4),M_recon
RpsO_mono,30S ribosomal subunit protein S15,b3165(1),2011_Updated_E_recon
B0070-MONOMER,default_name,b0070(1),M_recon
G7410-MONOMER,default_name,b2701(1),M_recon
UDPNACETYLMURAMATEDEHYDROG-MONOMER,default_name,b3972(1),M_recon
G7167-MONOMER,default_name,b2254(1),M_recon
MALDEXPHOSPHORYL-CPLX,default_name,b3417(2),M_recon
GABP-MONOMER,default_name,b2663(1),M_recon
CPLX0-1721,default_name,b0572(3) AND b0573(1) AND b0574(1) AND b0575(3),M_recon
Fmt_mono,10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase,b3288(1),2011_Updated_E_recon
CPLX0-250_FORMATEDEHYDROGH-MONOMER,default_name,b2487(1) AND b2484(1) AND b2488(1) AND b2481(1) AND b2486(1) AND b2485(1) AND b2482(1) AND b2489(1) AND b4079(1) AND b2490(1) AND b2483(1),M_recon
RHAT-MONOMER,default_name,b3907(1),M_recon
G7431-MONOMER,default_name,b2765(1),M_recon
LYSDECARBOX-CPLX,default_name,b4131(10),M_recon
DHPDIOXYGEN-CPLX,default_name,b0348(4),M_recon
ADHE-CPLX,default_name,b1241(40),M_recon
NHAB-MONOMER,default_name,b1186(1),M_recon
RlmH_dim,23S rRNA m3Ψ1915 methyltransferase,b0636(2),2011_Updated_E_recon
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,default_name,b2234(2) AND b2235(2),M_recon
CARNDEHYDRA-CPLX,default_name,b0038(2),M_recon
RpmH_mono,50S ribosomal subunit protein L34,b3703(1),2011_Updated_E_recon
CPLX0-7520,default_name,b0340(10),M_recon
CPLX0-252,default_name,b1091(2),M_recon
FRUCBISALD-CLASSII,default_name,b2925(2),M_recon
B2170-MONOMER,default_name,b2170(1),M_recon
EG11597-MONOMER,default_name,b0784(1),M_recon
THIOREDOXIN-REDUCT-NADPH-CPLX,default_name,b0888(1),M_recon
RHTC-MONOMER,default_name,b3823(1),M_recon
ATPASE-1-CPLX_no_MONOMER0-12,default_name,b0698(1) AND b0697(1) AND b0696(1),M_recon
RlmF_mono,23S rRNA m6A1618 methyltransferase,b0807(1),2011_Updated_E_recon
ABC-11-CPLX,default_name,b0152(1) AND b0151(2) AND b0153(2),M_recon
ABC-14-CPLX,default_name,b2309(1) AND b2308(1) AND b2307(1) AND b2306(2),M_recon
Rho_hexa,transcription termination factor Rho,b3783(6),2011_Updated_E_recon
EG10983-MONOMER,default_name,b2533(1),M_recon
Tig_mono,peptidyl-prolyl cis/trans isomerase (trigger factor),b0436(1),2011_Updated_E_recon
CPLX0-251,default_name,b0333(2),M_recon
CPLX0-7819,default_name,b0047(2),M_recon
EG10626-MONOMER,default_name,b0099(1),M_recon
Asp_RS_dim,aspartyl-tRNA synthetase (EC:6.1.1.12),b1866(2),2011_Updated_E_recon
CPLX0-3721,default_name,b3034(2),M_recon
RNase_E_tetra,ribonucleaseE,b1084(4),2011_Updated_E_recon
AIRS-CPLX,default_name,b2499(2),M_recon
EG10299-MONOMER,default_name,b0585(1),M_recon
YCHM-MONOMER,default_name,b1206(1),M_recon
RpmG_mono,50S ribosomal subunit protein L33,b3636(1),2011_Updated_E_recon
ABC-27-CPLX,default_name,b3725(2) AND b3728(1) AND b3726(1) AND b3727(1),M_recon
CPLX0-7717,default_name,b3396(2),M_recon
CPLX0-1923_EG10306-MONOMER,default_name,b1102(1) AND b3005(1) AND b1252(1) AND b3006(1),M_recon
THYMIDYLATESYN-CPLX,default_name,b2827(2),M_recon
B1296-MONOMER,default_name,b1296(1),M_recon
EG12312-MONOMER,default_name,b0103(1),M_recon
ABC-56-CPLX,default_name,b0934(2) AND b0933(2) AND b0936(1),M_recon
RFBX-MONOMER,default_name,b2037(1),M_recon
B0709-MONOMER,default_name,b0709(1),M_recon
THIG-MONOMER,default_name,b3991(1),M_recon
G7493-MONOMER,default_name,b2874(1),M_recon
SPOT-MONOMER,default_name,b3650(1),M_recon
NAG1P-URIDYLTRANS-CPLX,default_name,b3730(3),M_recon
MALONYL-COA-ACP-TRANSACYL-MONOMER,default_name,b1092(1),M_recon
ASPKINIII-CPLX,default_name,b4024(2),M_recon
CPLX0-1581,default_name,b0622(2),M_recon
MALIC-NAD-CPLX,default_name,b1479(4),M_recon
GMP-SYN-CPLX,default_name,b2507(2),M_recon
GLUCDEHYDROG-MONOMER,default_name,b0124(1),M_recon
CPLX0-1669,default_name,b1701(2),M_recon
EG11339-MONOMER,default_name,b3631(1),M_recon
GLYCOPHOSPHORYL-CPLX,default_name,b3428(2),M_recon
GLUTSEMIALDEHYDROG-CPLX,default_name,b0243(4),M_recon
6PFK-2-CPX,default_name,b1723(2),M_recon
HCAMULTI-CPLX,default_name,b2542(1) AND b2540(1) AND b2538(1) AND b2539(1),M_recon
CPLX0-2081,default_name,b1199(1) AND b1198(2) AND b1200(2),M_recon
LSERINEDEAM2-MONOMER,default_name,b2797(1),M_recon
GNTT-MONOMER,default_name,b3415(1),M_recon
MONOMER0-341,default_name,b3821(1),M_recon
IscS,"cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent, iscS",b2530(2),2011_Updated_E_recon
HYDROPEROXIDI-CPLX,default_name,b3942(4),M_recon
CPLX0-7717_G6561-MONOMER,default_name,b1069(1) AND b3396(2),M_recon
EG12438-MONOMER,default_name,b2263(1),M_recon
QueA_mono,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC:5.-.-.-),b0405(1),2011_Updated_E_recon
DCTA-MONOMER,default_name,b3528(1),M_recon
ADENYLYLSULFKIN-CPLX,default_name,b2750(2),M_recon
CPLX0-7847,default_name,b0052(2),M_recon
MALTODEXGLUCOSID-MONOMER,default_name,b0403(1),M_recon
Rrf_mono,ribosome recycling factor,b0172(1),2011_Updated_E_recon
CPLX-157,default_name,b2415(1) AND b2417(1) AND b1101(2) AND b2416(2),M_recon
3-OXOACYL-ACP-REDUCT-MONOMER,default_name,b1093(1),M_recon
CPLX0-253,default_name,b3028(2),M_recon
NICOTINATEPRIBOSYLTRANS-MONOMER,default_name,b0931(1),M_recon
GLUTAREDOXIN-MONOMER,default_name,b0849(1),M_recon
CPLX-163,default_name,b2415(1) AND b0731(2) AND b2416(2),M_recon
CPLX0-1221,default_name,b3397(2),M_recon
CPLX0-7878,default_name,b2373(4),M_recon
GALP-MONOMER,default_name,b2943(1),M_recon
G7859-MONOMER,default_name,b4197(1),M_recon
UDPGLCNACEPIM-MONOMER,default_name,b3786(1),M_recon
CPLX0-236,default_name,b1463(2),M_recon
ALDOSE1EPIM-MONOMER,default_name,b0756(1),M_recon
AMINEOXID-CPLX,default_name,b1386(2),M_recon
YggJ_dim,"16S rRNA m(3)U1498 methyltransferase, SAM-dependent",b2946(2),2011_Updated_E_recon
G6519-MONOMER,default_name,b1008(1),M_recon
RplE_mono,50S ribosomal subunit protein L5,b3308(1),2011_Updated_E_recon
CPLX0-7843,default_name,b0904(5),M_recon
Eno_dim,"enolase (EC:4.2.1.11), eno",b2779(2),2011_Updated_E_recon
CPLX0-7882,default_name,b2262(6),M_recon
GLUCONREDUCT-MONOMER,default_name,b4266(1),M_recon
CPLX-168,default_name,b2415(1) AND b2417(1) AND b2416(2) AND b4240(2),M_recon
ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX,default_name,b3433(2),M_recon
EG12130-MONOMER_EG12131-MONOMER,default_name,b2527(1) AND b2526(1),M_recon
FusA_mono,"protein chain elongation factor EF-G, GTP-binding",b3340(1),2011_Updated_E_recon
CPLX0-7761,default_name,b0118(2),M_recon
CYSTATHIONINE-BETA-LYASE-CPLX,default_name,b3008(4),M_recon
GLUTAMINESYN-OLIGOMER,default_name,b3870(12),M_recon
RpsT_mono,30S ribosomal subunit protein S20,b0023(1),2011_Updated_E_recon
EG10606-MONOMER,default_name,b0635(1),M_recon
MHPHYDROXY-MONOMER,default_name,b0347(1),M_recon
CPLX0-246_CPLX0-1342,default_name,b1679(2) AND b1680(2),M_recon
CPLX0-201,default_name,b0825(12),M_recon
L-LACTDEHYDROGFMN-MONOMER,default_name,b3605(1),M_recon
CPLX0-3161,default_name,b2472(4),M_recon
ABC-34-CPLX,default_name,b3452(1) AND b3453(1) AND b3451(1) AND b3450(2),M_recon
AMYLOMALT-MONOMER,default_name,b3416(1),M_recon
TDK-MONOMER,default_name,b1238(1),M_recon
2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER,default_name,b3833(1),M_recon
PURK-CPLX,default_name,b0522(2),M_recon
CPLX0-3971,default_name,b2467(3),M_recon
RpsU_mono,30S ribosomal subunit protein S21,b3065(1),2011_Updated_E_recon
Pro_RS_dim,prolyl-tRNA synthetase (EC:6.1.1.15),b0194(2),2011_Updated_E_recon
YccK_mono,predicted sulfite reductase subunit,b0969(1),2011_Updated_E_recon
CPLX0-1683,default_name,b3665(2),M_recon
EG11110-MONOMER,default_name,b0736(1),M_recon
AMP-NUCLEOSID-CPLX,default_name,b1982(6),M_recon
RplB_mono,50S ribosomal subunit protein L2,b3317(1),2011_Updated_E_recon
RsmF_mono,16S rRNA m5C1407 methyltransferase,b1835(1),2011_Updated_E_recon
G6567-MONOMER,default_name,b1107(1),M_recon
TRANS-CPLX-203,default_name,b3577(1) AND b3579(1) AND b3578(1),M_recon
G6716-MONOMER,default_name,b1395(1),M_recon
RplW_mono,50S ribosomal subunit protein L23,b3318(1),2011_Updated_E_recon
NUPC-MONOMER,default_name,b2393(1),M_recon
ABC-26-CPLX,default_name,b2678(2) AND b2677(2) AND b2679(1),M_recon
G6622-MONOMER,default_name,b1193(1),M_recon
DSBC-CPLX,default_name,b2893(2),M_recon
6PGLUCONDEHYDROG-CPLX,default_name,b2029(2),M_recon
CAIC-MONOMER,default_name,b0037(1),M_recon
CPLX0-227,default_name,b0368(2),M_recon
PYRNUTRANSHYDROGEN-CPLX,default_name,b1602(2) AND b1603(2),M_recon
CITRATE-SI-SYNTHASE,default_name,b0720(6),M_recon
YEAV-MONOMER,default_name,b1801(1),M_recon
ACETYLORNDEACET-CPLX,default_name,b3957(2),M_recon
DTDPDEHYRHAMREDUCT-MONOMER,default_name,b2040(1),M_recon
EG11702-MONOMER,default_name,b3996(1),M_recon
EG12407-MONOMER,default_name,b0828(1),M_recon
CPLX0-301,default_name,b3843(6),M_recon
UROGENDECARBOX-MONOMER,default_name,b3997(1),M_recon
RlmM_mono,23S rRNA 2'-O-ribose C2498 methyltransferase,b2806(1),2011_Updated_E_recon
CPLX0-7732,default_name,b2428(2),M_recon
YheN_mono,predicted intracellular sulfur oxidation protein,b3345(1),2011_Updated_E_recon
THREDEHYDCAT-CPLX,default_name,b3117(4),M_recon
HOMOCYSMETB12-MONOMER,default_name,b4019(1),M_recon
GLYOXII-MONOMER,default_name,b0212(1),M_recon
ThiI_mono,sulfurtransferase required for thiamine and 4-thiouridine<br,b0423(1),2011_Updated_E_recon
ABC-25-CPLX,default_name,b0857(1) AND b0856(1) AND b0854(1) AND b0855(2),M_recon
ABC-33-CPLX,default_name,b3566(1) AND b3567(2) AND b3568(2),M_recon
GrpE_dim,molecular chaperone GrpE,b2614(2),2011_Updated_E_recon
G7841-MONOMER,default_name,b4161(1),M_recon
AROA-MONOMER,default_name,b0908(1),M_recon
transGroES_hepta,transGroES_hepta,b4142(7),2011_Updated_E_recon
DCTP-DEAM-CPLX,default_name,b2065(3),M_recon
RpoS_mono,"RNA polymerase, sigma S (sigma 38) factor",b2741(1),2011_Updated_E_recon
EG10048-MONOMER,default_name,b0049(1),M_recon
FUMARATE-REDUCTASE,default_name,b4154(1) AND b4152(1) AND b4153(1) AND b4151(1),M_recon
ENTA-CPLX,default_name,b0596(8),M_recon
FUCULOKIN-MONOMER,default_name,b2803(1),M_recon
DLACTDEHYDROGFAD-MONOMER,default_name,b2133(1),M_recon
POTE-MONOMER,default_name,b0692(1),M_recon
RplR_mono,50S ribosomal subunit protein L18,b3304(1),2011_Updated_E_recon
ALARACEBIOSYN-MONOMER,default_name,b4053(1),M_recon
LCTP-MONOMER,default_name,b3603(1),M_recon
G6522-MONOMER,default_name,b1011(1),M_recon
7KAPSYN-CPLX,default_name,b0776(2),M_recon
3-ISOPROPYLMALDEHYDROG-CPLX,default_name,b0073(2),M_recon
HISTDEHYD-CPLX,default_name,b2020(2),M_recon
G6521-MONOMER,default_name,b1010(1),M_recon
RbfA_mono,"30S ribosome binding factor, rbfA",b3167(1),2011_Updated_E_recon
METHGLYSYN-CPLX,default_name,b0963(6),M_recon
EG11653-MONOMER,default_name,b3807(1),M_recon
ANSA-CPLX,default_name,b1767(2),M_recon
EG11817-MONOMER,default_name,b2744(1),M_recon
EG11829-MONOMER,default_name,b3857(1),M_recon
ADENPRIBOSYLTRAN-CPLX,default_name,b0469(2),M_recon
MHPELY-MONOMER,default_name,b0352(1),M_recon
GDPMANDEHYDRA-CPLX,default_name,b2053(2),M_recon
EG10534-MONOMER,default_name,b2411(1),M_recon
EG10564-MONOMER,default_name,b1622(1),M_recon
G6886-MONOMER,default_name,b1646(1),M_recon
CPLX0-7466,default_name,b3564(2),M_recon
MANNPGUANYLTRANGDP-MONOMER,default_name,b2049(1),M_recon
CPLX0-238,default_name,b3172(4),M_recon
CPLX0-7877,default_name,b4025(2),M_recon
TRANSALDOLA-MONOMER,default_name,b2464(1),M_recon
CPLX0-7462,default_name,b1692(2),M_recon
ADENYLOSUCCINATE-SYN-DIMER,default_name,b4177(2),M_recon
GUANYL-KIN-CPLX,default_name,b3648(2),M_recon
CMR-MONOMER,default_name,b0842(1),M_recon
EG50003-MONOMER,default_name,b1094(1),M_recon
ALPHA-AMYL-CYTO-MONOMER,default_name,b1927(1),M_recon
MANNONDEHYDRAT-MONOMER,default_name,b4322(1),M_recon
CPLX0-7887,default_name,b2379(2),M_recon
CPLX-164,default_name,b2415(1) AND b2417(1) AND b2416(2) AND b1621(2),M_recon
DALADALALIGA-MONOMER,default_name,b0381(1),M_recon
PGPPHOSPHAB-MONOMER,default_name,b1278(1),M_recon
NAP-CPLX,default_name,b2202(1) AND b2203(1) AND b2204(1) AND b2205(1) AND b2206(1),M_recon
ABC-5-CPLX,default_name,b1709(2) AND b0158(1) AND b1711(2),M_recon
GLYCPDIESTER-PERI-CPLX,default_name,b2239(2),M_recon
GALACTOKIN-MONOMER,default_name,b0757(1),M_recon
EG10723-MONOMER,default_name,b4094(1),M_recon
THIE-MONOMER,default_name,b3993(1),M_recon
UDPACYLGLCNACDEACETYL-MONOMER,default_name,b0096(1),M_recon
CPLX0-2061,default_name,b3575(2),M_recon
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER,default_name,b1865(1),M_recon
SPERMIDINESYN-CPLX,default_name,b0121(2),M_recon
MANNPDEHYDROG-MONOMER,default_name,b3600(1),M_recon
GAPDH-A-CPLX,default_name,b1779(4),M_recon
TRANSKETOI-CPLX,default_name,b2935(2),M_recon
KsgA_mono,"S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase",b0051(1),2011_Updated_E_recon
GLTS-MONOMER,default_name,b3653(1),M_recon
Asn_RS_dim,asparaginyl tRNA synthetase (EC:6.1.1.22),b0930(2),2011_Updated_E_recon
G6646-MONOMER,default_name,b1302(1),M_recon
Map_mono,methionine aminopeptidase (EC:3.4.11.18),b0168(1),2011_Updated_E_recon
HMP-P-KIN-CPLX,default_name,b2103(4),M_recon
CPLX0-7660,default_name,b0222(4),M_recon
EG12015-MONOMER,default_name,b2134(1),M_recon
EG11600-MONOMER,default_name,b2521(1),M_recon
G7446-MONOMER,default_name,b2788(1),M_recon
EG12318-MONOMER,default_name,b0123(1),M_recon
