Transcription-Units	Genes of transcription unit	Direction
TU1OEB-1774	USA300HOU_RS06740	+
TU1OEB-410	USA300HOU_RS03580 // USA300HOU_RS03575	+
TU1OEB-547	USA300HOU_RS04680 // USA300HOU_RS04675	+
TU1OEB-1453	USA300HOU_RS13850	-
TU1OEB-1088	USA300HOU_RS10270 // USA300HOU_RS10265	-
TU1OEB-734	USA300HOU_RS06545	+
TU1OEB-1135	USA300HOU_RS10845 // USA300HOU_RS10840 // USA300HOU_RS10835	+
TU1OEB-55	USA300HOU_RS14945	+
TU1OEB-816	USA300HOU_RS07390	-
TU1OEB-785	USA300HOU_RS07065 // USA300HOU_RS07060	-
TU1OEB-657	USA300HOU_RS05785 // USA300HOU_RS05780	-
TU1OEB-673	USA300HOU_RS05875	+
TU1OEB-1341	USA300HOU_RS12865	+
TU1OEB-548	USA300HOU_RS04685	-
TU1OEB-866	USA300HOU_RS08015	-
TU1OEB-556	USA300HOU_RS04750	+
TU1OEB-611	USA300HOU_RS05245	-
TU1OEB-507	USA300HOU_RS04285	+
TU1OEB-1276	USA300HOU_RS12240	-
TU1OEB-1191	USA300HOU_RS11345	-
TU1OEB-208	USA300HOU_RS01810	+
TU1OEB-1417	USA300HOU_RS13560 // USA300HOU_RS13555	-
TU1OEB-1123	USA300HOU_RS15450	-
TU1OEB-697	USA300HOU_RS06195	+
TU1OEB-1474	USA300HOU_RS14005	-
TU1OEB-778	USA300HOU_RS06990 // USA300HOU_RS06985 // USA300HOU_RS06980 // USA300HOU_RS06975 // USA300HOU_RS06970 // USA300HOU_RS06965 // USA300HOU_RS06960	+
TU1OEB-1914	USA300HOU_RS00400	-
TU1OEB-853	USA300HOU_RS07775	-
TU1OEB-1464	USA300HOU_RS13935	-
TU1OEB-1048	USA300HOU_RS15395	+
TU1OEB-1242	USA300HOU_RS11845	-
TU1OEB-387	USA300HOU_RS03315 // USA300HOU_RS03310 // USA300HOU_RS03305 // USA300HOU_RS03300	-
TU1OEB-769	USA300HOU_RS06870	+
TU1OEB-1620	USA300HOU_RS12915	-
TU1OEB-94	USA300HOU_RS00645 // USA300HOU_RS00640 // USA300HOU_RS00635	+
TU1OEB-1243	USA300HOU_RS11850	-
TU1OEB-926	USA300HOU_RS08760 // USA300HOU_RS08755 // USA300HOU_RS08750	-
TU1OEB-543	USA300HOU_RS04635 // USA300HOU_RS04630 // USA300HOU_RS04625 // USA300HOU_RS04620 // USA300HOU_RS04615	+
TU1OEB-1107	USA300HOU_RS15425	-
TU1OEB-216	USA300HOU_RS15020	+
TU1OEB-761	USA300HOU_RS06795	+
TU1OEB-777	USA300HOU_RS06955	+
TU1OEB-62	USA300HOU_RS00420 // USA300HOU_RS00415	-
TU1OEB-971	USA300HOU_RS09155	-
TU1OEB-1931	USA300HOU_RS14785	-
TU1OEB-233	USA300HOU_RS02045	-
TU1OEB-1169	USA300HOU_RS15485 // USA300HOU_RS11130 // USA300HOU_RS11125	-
TU1OEB-737	USA300HOU_RS06580 // USA300HOU_RS06575	+
TU1OEB-291	USA300HOU_RS02560	+
TU1OEB-607	USA300HOU_RS05220	-
TU1OEB-224	USA300HOU_RS01965	+
TU1OEB-1200	USA300HOU_RS11470	-
TU1OEB-1111	USA300HOU_RS10500 // USA300HOU_RS10495 // USA300HOU_RS10490 // USA300HOU_RS10485 // USA300HOU_RS10480	-
TU1OEB-858	USA300HOU_RS07915 // USA300HOU_RS07910 // USA300HOU_RS07905	-
TU1OEB-721	USA300HOU_RS06420	+
TU1OEB-935	USA300HOU_RS08845 // USA300HOU_RS08840 // USA300HOU_RS08835	-
TU1OEB-1937	USA300HOU_RS14735	-
TU1OEB-1477	USA300HOU_RS14030 // USA300HOU_RS14025 // USA300HOU_RS14020	-
TU1OEB-87	USA300HOU_RS00575	+
TU1OEB-373	USA300HOU_RS03220	+
TU1OEB-461	USA300HOU_RS03955	+
TU1OEB-320	USA300HOU_RS02855	+
TU1OEB-616	USA300HOU_RS05365 // USA300HOU_RS05360 // USA300HOU_RS05355	-
TU1OEB-1867	USA300HOU_RS02565	-
TU1OEB-108	USA300HOU_RS00770	+
TU1OEB-620	USA300HOU_RS05415 // USA300HOU_RS05410	+
TU1OEB-1527	USA300HOU_RS14435 // USA300HOU_RS14430	+
TU1OEB-1162	USA300HOU_RS11010	-
TU1OEB-756	USA300HOU_RS06770	-
TU1OEB-859	USA300HOU_RS07945 // USA300HOU_RS07940 // USA300HOU_RS07935 // USA300HOU_RS07930	+
TU1OEB-1196	USA300HOU_RS11445	-
TU1OEB-1565	USA300HOU_RS14895	+
TU1OEB-1311	USA300HOU_RS12590	-
TU1OEB-1618	USA300HOU_RS13065	+
TU1OEB-1912	USA300HOU_RS00485	-
TU1OEB-861	USA300HOU_RS07970 // USA300HOU_RS15325 // USA300HOU_RS15320	-
TU1OEB-36	USA300HOU_RS00200 // USA300HOU_RS00195	-
TU1OEB-1667	USA300HOU_RS11030	+
TU1OEB-1109	USA300HOU_RS10465 // USA300HOU_RS10460	-
TU1OEB-665	USA300HOU_RS05825	-
TU1OEB-1756	USA300HOU_RS07085	-
TU1OEB-50	USA300HOU_RS14935	-
TU1OEB-1636	USA300HOU_RS12575	-
TU1OEB-1830	USA300HOU_RS04640	-
TU1OEB-388	USA300HOU_RS03335 // USA300HOU_RS03330 // USA300HOU_RS03325 // USA300HOU_RS03320	-
TU1OEB-1572	USA300HOU_RS14590	-
TU1OEB-1057	USA300HOU_RS09890	-
TU1OEB-1313	USA300HOU_RS12600	-
TU1OEB-1240	USA300HOU_RS11830	-
TU1OEB-805	USA300HOU_RS07295 // USA300HOU_RS07290 // USA300HOU_RS07285	-
TU1OEB-1562	USA300HOU_RS14720	-
TU1OEB-150	USA300HOU_RS01240	+
TU1OEB-1558	USA300HOU_RS14695	-
TU1OEB-1633	USA300HOU_RS12635	+
TU1OEB-551	USA300HOU_RS04725	-
TU1OEB-1906	USA300HOU_RS01000	-
TU1OEB-1151	USA300HOU_RS10930	-
TU1OEB-179	USA300HOU_RS01540 // USA300HOU_RS01535 // USA300HOU_RS01530 // USA300HOU_RS01525 // USA300HOU_RS01520 // USA300HOU_RS01515 // USA300HOU_RS01510 // USA300HOU_RS01505 // USA300HOU_RS01500 // USA300HOU_RS01495 // USA300HOU_RS01490	+
TU1OEB-214	USA300HOU_RS01885	-
TU1OEB-969	USA300HOU_RS09145 // USA300HOU_RS09140	+
TU1OEB-1622	USA300HOU_RS12855	-
TU1OEB-1679	USA300HOU_RS10555	+
TU1OEB-130	USA300HOU_RS01020 // USA300HOU_RS01015 // USA300HOU_RS01010 // USA300HOU_RS01005	+
TU1OEB-1326	USA300HOU_RS12735	-
TU1OEB-378	USA300HOU_RS03245	+
TU1OEB-939	USA300HOU_RS08870	-
TU1OEB-980	USA300HOU_RS09220	-
TU1OEB-636	USA300HOU_RS05560	+
TU1OEB-1439	USA300HOU_RS13750	-
TU1OEB-1339	USA300HOU_RS12845	-
TU1OEB-38	USA300HOU_RS00215	+
TU1OEB-1555	USA300HOU_RS14680	+
TU1OEB-437	USA300HOU_RS03780 // USA300HOU_RS03775 // USA300HOU_RS03770	+
TU1OEB-1014	USA300HOU_RS09515 // USA300HOU_RS09510	-
TU1OEB-1525	USA300HOU_RS14420	-
TU1OEB-1615	USA300HOU_RS13190	-
TU1OEB-1768	USA300HOU_RS06865	+
TU1OEB-732	USA300HOU_RS06535 // USA300HOU_RS06530 // USA300HOU_RS06525	+
TU1OEB-1401	USA300HOU_RS13420 // USA300HOU_RS13415	-
TU1OEB-771	USA300HOU_RS06880 // USA300HOU_RS15280	-
TU1OEB-170	USA300HOU_RS15000	+
TU1OEB-1589	USA300HOU_RS13830	+
TU1OEB-727	USA300HOU_RS06480	+
TU1OEB-1008	USA300HOU_RS09470 // USA300HOU_RS09465	+
TU1OEB-435	USA300HOU_RS03760	+
TU1OEB-661	USA300HOU_RS15255	-
TU1OEB-1899	USA300HOU_RS01215	+
TU1OEB-1231	USA300HOU_RS11740	-
TU1OEB-39	USA300HOU_RS00220	+
TU1OEB-1020	USA300HOU_RS09560	+
TU1OEB-312	USA300HOU_RS15075	+
TU1OEB-873	USA300HOU_RS08095 // USA300HOU_RS08090	-
TU1OEB-1285	USA300HOU_RS12370	-
TU1OEB-492	USA300HOU_RS04180	+
TU1OEB-280	USA300HOU_RS15065	+
TU1OEB-1833	USA300HOU_RS04540	+
TU1OEB-1817	USA300HOU_RS05175	+
TU1OEB-844	USA300HOU_RS07640	-
