Transcription-Units,Genes of transcription unit,Direction
TU271D-682,CLJU_RS05830,+
TU271D-557,CLJU_RS04625,+
TU271D-2172,CLJU_RS18385,+
TU271D-2690,CLJU_RS12635,+
TU271D-1535,CLJU_RS13130,-
TU271D-2476,CLJU_RS20995 // CLJU_RS20990 // CLJU_RS20985,-
TU271D-1507,CLJU_RS12845 // CLJU_RS12840 // CLJU_RS12835,-
TU271D-1922,CLJU_RS21835,+
TU271D-2768,CLJU_RS08775,-
TU271D-2283,CLJU_RS19300,-
TU271D-2847,CLJU_RS03885,-
TU271D-681,CLJU_RS05825,+
TU271D-2857,CLJU_RS22140,-
TU271D-153,CLJU_RS01160 // CLJU_RS01155,+
TU271D-924,CLJU_RS21280,+
TU271D-2224,CLJU_RS18820,-
TU271D-1354,CLJU_RS11500 // CLJU_RS11495,-
TU271D-895,CLJU_RS07685,+
TU271D-1128,CLJU_RS09625 // CLJU_RS09620,-
TU271D-2351,CLJU_RS19870,-
TU271D-1192,CLJU_RS10120 // CLJU_RS10115,-
TU271D-2475,CLJU_RS20980 // CLJU_RS20975,-
TU271D-1086,CLJU_RS21615 // CLJU_RS09275,+
TU271D-1609,CLJU_RS13670 // CLJU_RS13665,-
TU271D-1764,CLJU_RS14940,-
TU271D-680,CLJU_RS05820,-
TU271D-6,CLJU_RS00060 // CLJU_RS00055 // CLJU_RS00050,+
TU271D-1816,CLJU_RS21430,-
TU271D-935,CLJU_RS08040,+
TU271D-556,CLJU_RS04620,+
TU271D-488,CLJU_RS21520,+
TU271D-1818,CLJU_RS15435 // CLJU_RS15430 // CLJU_RS15425,-
TU271D-2546,CLJU_RS17805,-
TU271D-2474,CLJU_RS20970,-
TU271D-429,CLJU_RS03605 // CLJU_RS03600,+
TU271D-313,CLJU_RS02490,+
TU271D-1739,CLJU_RS14680,-
TU271D-679,CLJU_RS05815,-
TU271D-2004,CLJU_RS16970 // CLJU_RS16965,-
TU271D-894,CLJU_RS07680 // CLJU_RS07675 // CLJU_RS07670 // CLJU_RS07665,+
TU271D-377,CLJU_RS03145,+
TU271D-88,CLJU_RS00700 // CLJU_RS00695 // CLJU_RS00690 // CLJU_RS00685,+
TU271D-2350,CLJU_RS19865,-
TU271D-2473,CLJU_RS20965,-
TU271D-255,CLJU_RS02035,-
TU271D-205,CLJU_RS01625 // CLJU_RS01620 // CLJU_RS01615 // CLJU_RS01610,+
TU271D-1046,CLJU_RS08945,-
TU271D-1720,CLJU_RS14545,-
TU271D-974,CLJU_RS22570 // CLJU_RS08360,+
TU271D-1175,CLJU_RS09950,+
TU271D-1558,CLJU_RS13340 // CLJU_RS13335,-
TU271D-2795,CLJU_RS07660,-
TU271D-555,CLJU_RS04610,+
TU271D-170,CLJU_RS01310,+
TU271D-1871,CLJU_RS15930,+
TU271D-2062,CLJU_RS22665,-
TU271D-1790,CLJU_RS15110 // CLJU_RS15105,+
TU271D-2142,CLJU_RS18200,-
TU271D-2688,CLJU_RS12640,+
TU271D-2472,CLJU_RS20960,+
TU271D-1099,CLJU_RS09395,-
TU271D-2282,CLJU_RS19295 // CLJU_RS19290,-
TU271D-1313,CLJU_RS11085 // CLJU_RS11080,-
TU271D-1616,CLJU_RS13735 // CLJU_RS13730 // CLJU_RS13720 // CLJU_RS13715 // CLJU_RS13710,-
TU271D-677,CLJU_RS05805,+
TU271D-2223,CLJU_RS18815 // CLJU_RS18810 // CLJU_RS18805,+
TU271D-893,CLJU_RS21590 // CLJU_RS07655,+
TU271D-138,CLJU_RS01065,+
TU271D-1999,CLJU_RS16930,-
TU271D-1889,CLJU_RS16065,-
TU271D-2349,CLJU_RS19860,+
TU271D-2471,CLJU_RS20955,+
TU271D-1608,CLJU_RS13660 // CLJU_RS13655,-
TU271D-1989,CLJU_RS16865 // CLJU_RS16860 // CLJU_RS16855,-
TU271D-2127,CLJU_RS17930,-
TU271D-676,CLJU_RS05800 // CLJU_RS05795 // CLJU_RS05790,+
TU271D-5,CLJU_RS00045,+
TU271D-1066,CLJU_RS09130,+
TU271D-1000,CLJU_RS08580,+
TU271D-1662,CLJU_RS21745,-
TU271D-554,CLJU_RS04605,+
TU271D-487,CLJU_RS04070,+
TU271D-1247,CLJU_RS10575 // CLJU_RS10570 // CLJU_RS10565 // CLJU_RS10560,-
TU271D-1402,CLJU_RS11945 // CLJU_RS11940,-
TU271D-1817,CLJU_RS15420 // CLJU_RS15415 // CLJU_RS15410 // CLJU_RS15405 // CLJU_RS15400,-
TU271D-950,CLJU_RS08195,+
TU271D-2687,CLJU_RS21665,+
TU271D-2470,CLJU_RS20950,-
TU271D-428,CLJU_RS03595 // CLJU_RS03590,+
TU271D-2422,CLJU_RS20555,-
TU271D-58,CLJU_RS00460 // CLJU_RS00455,+
TU271D-1275,CLJU_RS21645 // CLJU_RS22225,-
TU271D-1363,CLJU_RS11550,-
TU271D-280,CLJU_RS02240 // CLJU_RS02235,-
TU271D-675,CLJU_RS05785,+
TU271D-1724,CLJU_RS14565,-
TU271D-2066,CLJU_RS17470,+
TU271D-1542,CLJU_RS13195,+
TU271D-892,CLJU_RS07650 // CLJU_RS07645 // CLJU_RS07640,+
TU271D-1954,CLJU_RS16545,+
TU271D-2348,CLJU_RS19855,+
TU271D-2469,CLJU_RS20945,-
TU271D-2872,CLJU_RS02285,+
TU271D-674,CLJU_RS05780 // CLJU_RS05775 // CLJU_RS05770,+
TU271D-190,CLJU_RS01475,+
TU271D-2157,CLJU_RS18290,-
TU271D-117,CLJU_RS00915,+
TU271D-553,CLJU_RS04600,+
TU271D-2015,CLJU_RS17075,-
TU271D-1687,CLJU_RS14255,-
TU271D-2862,CLJU_RS02935,-
TU271D-2794,CLJU_RS07760,-
TU271D-1264,CLJU_RS10700,-
TU271D-1113,CLJU_RS09485 // CLJU_RS09480,+
TU271D-1921,CLJU_RS16325,+
TU271D-2281,CLJU_RS19285,-
TU271D-673,CLJU_RS05765 // CLJU_RS05760 // CLJU_RS05755 // CLJU_RS05750 // CLJU_RS05745 // CLJU_RS05740 // CLJU_RS05735 // CLJU_RS05730 // CLJU_RS05725 // CLJU_RS05720,+
TU271D-2194,CLJU_RS18590 // CLJU_RS18585 // CLJU_RS18580,-
TU271D-2888,CLJU_RS00970,-
TU271D-2222,CLJU_RS18800,+
TU271D-1975,CLJU_RS16710,-
TU271D-1333,CLJU_RS11265 // CLJU_RS11260,+
TU271D-891,CLJU_RS07635,+
TU271D-1294,CLJU_RS22235,-
TU271D-1215,CLJU_RS10330,+
TU271D-2347,CLJU_RS19850,+
TU271D-347,CLJU_RS02885 // CLJU_RS02880,+
TU271D-2887,CLJU_RS00995,-
TU271D-2467,CLJU_RS20935,-
TU271D-1607,CLJU_RS13650 // CLJU_RS13645 // CLJU_RS13640,-
TU271D-1433,CLJU_RS21360,-
TU271D-4,CLJU_RS00040,+
TU271D-672,CLJU_RS05715,+
TU271D-1697,CLJU_RS14330,-
TU271D-1605,CLJU_RS22330,-
TU271D-552,CLJU_RS04590,+
TU271D-486,CLJU_RS04065 // CLJU_RS04060 // CLJU_RS04055,+
TU271D-1860,CLJU_RS15840 // CLJU_RS15835,-
TU271D-144,CLJU_RS01105,+
TU271D-1370,CLJU_RS11610 // CLJU_RS11605 // CLJU_RS11600,-
TU271D-2685,CLJU_RS22280,-
TU271D-1492,CLJU_RS12690,+
TU271D-427,CLJU_RS03585 // CLJU_RS03580 // CLJU_RS03575,+
TU271D-312,CLJU_RS02485 // CLJU_RS02480,+
TU271D-671,CLJU_RS05710,+
TU271D-1161,CLJU_RS09855,+
TU271D-1915,CLJU_RS16275,-
TU271D-2074,CLJU_RS17560,-
TU271D-1541,CLJU_RS13185,-
TU271D-1303,CLJU_RS11030,-
TU271D-890,CLJU_RS07630 // CLJU_RS07625,+
TU271D-376,CLJU_RS03140 // CLJU_RS03135,+
TU271D-87,CLJU_RS00680 // CLJU_RS00675,+
TU271D-2346,CLJU_RS19845,+
TU271D-2014,CLJU_RS17070,-
TU271D-254,CLJU_RS02030,-
TU271D-1502,CLJU_RS21365 // CLJU_RS12805,-
TU271D-1684,CLJU_RS14235 // CLJU_RS14230 // CLJU_RS14225 // CLJU_RS14220,-
TU271D-332,CLJU_RS02720 // CLJU_RS02715 // CLJU_RS02710 // CLJU_RS02705 // CLJU_RS02700 // CLJU_RS02695 // CLJU_RS02690 // CLJU_RS02685 // CLJU_RS02680 // CLJU_RS02675 // CLJU_RS02670,+
TU271D-670,CLJU_RS05705 // CLJU_RS05700 // CLJU_RS05695,+
TU271D-2731,CLJU_RS10230,-
TU271D-1540,CLJU_RS13180,-
TU271D-551,CLJU_RS04585 // CLJU_RS04580,+
TU271D-2684,CLJU_RS12780,+
TU271D-2464,CLJU_RS20920 // CLJU_RS20915,+
TU271D-1636,CLJU_RS13870,-
TU271D-2895,CLJU_RS00740,-
TU271D-2280,CLJU_RS19280,-
TU271D-1477,CLJU_RS12580,+
TU271D-669,CLJU_RS05690,+
TU271D-2221,CLJU_RS18795,-
TU271D-2699,CLJU_RS12195,+
TU271D-1194,CLJU_RS10145 // CLJU_RS10140 // CLJU_RS10135,+
TU271D-1998,CLJU_RS16925 // CLJU_RS16920,-
TU271D-889,CLJU_RS07620,+
TU271D-1214,CLJU_RS10325,+
TU271D-107,CLJU_RS00845,+
TU271D-2345,CLJU_RS19840,+
TU271D-2012,CLJU_RS17060 // CLJU_RS17055,+
TU271D-1321,CLJU_RS21345 // CLJU_RS21340 // CLJU_RS11175,-
TU271D-3,CLJU_RS00035 // CLJU_RS00030 // CLJU_RS00025 // CLJU_RS00020,+
TU271D-239,CLJU_RS01915,+
TU271D-1001,CLJU_RS08585,+
TU271D-550,CLJU_RS04575 // CLJU_RS04570,+
TU271D-2463,CLJU_RS20895 // CLJU_RS20890,+
TU271D-485,CLJU_RS04050 // CLJU_RS04045,+
TU271D-1815,CLJU_RS15390 // CLJU_RS15385 // CLJU_RS15380 // CLJU_RS15375 // CLJU_RS15370 // CLJU_RS15365 // CLJU_RS15360 // CLJU_RS21425,-
TU271D-2683,CLJU_RS22285,-
TU271D-426,CLJU_RS03570 // CLJU_RS03565 // CLJU_RS03560 // CLJU_RS03555 // CLJU_RS03550 // CLJU_RS03545 // CLJU_RS03540,+
TU271D-57,CLJU_RS00450,+
TU271D-282,CLJU_RS02255 // CLJU_RS02250,+
TU271D-1583,CLJU_RS13525,+
TU271D-668,CLJU_RS05685,+
TU271D-888,CLJU_RS07615,+
TU271D-1953,CLJU_RS16540,+
TU271D-1187,CLJU_RS10085,+
TU271D-1065,CLJU_RS09125,+
TU271D-85,CLJU_RS00665 // CLJU_RS00660,-
TU271D-2344,CLJU_RS19835,+
TU271D-2748,CLJU_RS09390,+
TU271D-2026,CLJU_RS21850,-
TU271D-1144,CLJU_RS09750,+
TU271D-549,CLJU_RS04565,+
TU271D-2170,CLJU_RS18380 // CLJU_RS18375,-
TU271D-2462,CLJU_RS20880 // CLJU_RS20875,+
TU271D-2682,CLJU_RS12785,+
TU271D-1603,CLJU_RS13620,-
TU271D-2097,CLJU_RS21875,-
TU271D-2279,CLJU_RS19275 // CLJU_RS19270 // CLJU_RS19265 // CLJU_RS19260 // CLJU_RS19255,-
TU271D-1652,CLJU_RS13985,-
TU271D-152,CLJU_RS01150 // CLJU_RS01145,+
TU271D-667,CLJU_RS05680 // CLJU_RS05675,+
TU271D-1896,CLJU_RS16125,-
TU271D-2220,CLJU_RS18790,-
TU271D-2894,CLJU_RS00745,+
TU271D-887,CLJU_RS07605,+
TU271D-2343,CLJU_RS19830 // CLJU_RS19825,-
TU271D-2042,CLJU_RS17295,-
TU271D-1776,CLJU_RS15020,-
TU271D-1517,CLJU_RS12955 // CLJU_RS12950 // CLJU_RS12945 // CLJU_RS12940,-
TU271D-2,CLJU_RS00015 // CLJU_RS00010,+
TU271D-997,CLJU_RS08560 // CLJU_RS08555,+
TU271D-548,CLJU_RS04560,+
TU271D-2461,CLJU_RS20870,+
TU271D-484,CLJU_RS04040,-
TU271D-1814,CLJU_RS21420 // CLJU_RS15350 // CLJU_RS15345 // CLJU_RS15340 // CLJU_RS15335,-
TU271D-2681,CLJU_RS12850,+
TU271D-425,CLJU_RS03535,+
TU271D-311,CLJU_RS22125,-
TU271D-1604,CLJU_RS13625,-
TU271D-1033,CLJU_RS08835,+
TU271D-666,CLJU_RS05670,+
TU271D-886,CLJU_RS07600,+
TU271D-375,CLJU_RS03130 // CLJU_RS03125 // CLJU_RS03120 // CLJU_RS03115,+
TU271D-86,CLJU_RS00670,+
TU271D-2342,CLJU_RS19820,-
TU271D-2141,CLJU_RS18195,-
TU271D-204,CLJU_RS01605,+
TU271D-124,CLJU_RS00955,+
TU271D-1664,CLJU_RS14080,-
TU271D-547,CLJU_RS04555,+
TU271D-164,CLJU_RS01270 // CLJU_RS01265,+
TU271D-1869,CLJU_RS22655,+
TU271D-2460,CLJU_RS20865,-
TU271D-1330,CLJU_RS11245,-
TU271D-2861,CLJU_RS02990,-
TU271D-2680,CLJU_RS12895,+
TU271D-1920,CLJU_RS16320,+
TU271D-1097,CLJU_RS09360,+
TU271D-2278,CLJU_RS19250,-
TU271D-1476,CLJU_RS12575,+
TU271D-665,CLJU_RS05660,+
TU271D-2219,CLJU_RS18785,-
TU271D-2620,CLJU_RS14805,+
TU271D-885,CLJU_RS07595 // CLJU_RS07590,+
TU271D-137,CLJU_RS01060,+
TU271D-1213,CLJU_RS10310 // CLJU_RS10305 // CLJU_RS10300,-
TU271D-105,CLJU_RS00835,+
TU271D-2341,CLJU_RS19810 // CLJU_RS19805 // CLJU_RS19800 // CLJU_RS19795,-
TU271D-1346,CLJU_RS11435 // CLJU_RS11430,-
TU271D-1127,CLJU_RS09610,-
TU271D-2126,CLJU_RS17925,-
TU271D-1,CLJU_RS00005,+
TU271D-177,CLJU_RS01385 // CLJU_RS01380,-
TU271D-2790,CLJU_RS07925,+
TU271D-1246,CLJU_RS10555,-
TU271D-546,CLJU_RS04550,+
TU271D-2459,CLJU_RS20860,-
TU271D-483,CLJU_RS22150 // CLJU_RS04035,-
TU271D-2679,CLJU_RS12915,+
TU271D-424,CLJU_RS03530,+
TU271D-56,CLJU_RS00445 // CLJU_RS00440,+
TU271D-281,CLJU_RS02245,-
TU271D-1723,CLJU_RS14560,-
TU271D-664,CLJU_RS05655,+
TU271D-1667,CLJU_RS14095,-
TU271D-2040,CLJU_RS21460,-
TU271D-884,CLJU_RS07585,+
TU271D-1952,CLJU_RS16535 // CLJU_RS16530,-
TU271D-2340,CLJU_RS19790,-
TU271D-1925,CLJU_RS16345,-
TU271D-189,CLJU_RS01470,+
TU271D-2871,CLJU_RS02380,-
TU271D-404,CLJU_RS03370,+
TU271D-545,CLJU_RS04545,+
TU271D-2458,CLJU_RS20845 // CLJU_RS20840,-
TU271D-2169,CLJU_RS18370 // CLJU_RS18365,-
TU271D-1526,CLJU_RS13060 // CLJU_RS13055,+
TU271D-2678,CLJU_RS12920,-
TU271D-162,CLJU_RS01255 // CLJU_RS01250 // CLJU_RS01245 // CLJU_RS01240 // CLJU_RS01235,+
TU271D-1901,CLJU_RS16150,-
TU271D-1976,CLJU_RS16715,-
TU271D-2277,CLJU_RS19245 // CLJU_RS19240,-
TU271D-1473,CLJU_RS12560,-
TU271D-663,CLJU_RS05650,-
TU271D-1196,CLJU_RS10170 // CLJU_RS10165,+
TU271D-2899,CLJU_RS00545,-
TU271D-2218,CLJU_RS18780,-
TU271D-1309,CLJU_RS11060,-
TU271D-1332,CLJU_RS11255,+
TU271D-883,CLJU_RS07580 // CLJU_RS07575,+
TU271D-1293,CLJU_RS21315,-
TU271D-2339,CLJU_RS19785,-
TU271D-346,CLJU_RS02875,+
TU271D-1173,CLJU_RS09940,+
TU271D-2457,CLJU_RS20835 // CLJU_RS20830 // CLJU_RS20825 // CLJU_RS20820 // CLJU_RS20815 // CLJU_RS20810 // CLJU_RS20805,-
TU271D-42,CLJU_RS00335,-
TU271D-1695,CLJU_RS14315,-
TU271D-662,CLJU_RS05645,-
TU271D-544,CLJU_RS21545 // CLJU_RS04540,+
TU271D-482,CLJU_RS04030,+
TU271D-1537,CLJU_RS13140,+
TU271D-1491,CLJU_RS12685,+
TU271D-2677,CLJU_RS12935,-
TU271D-310,CLJU_RS02475,-
TU271D-423,CLJU_RS03525,+
TU271D-79,CLJU_RS00630,+
TU271D-1361,CLJU_RS11540,-
TU271D-882,CLJU_RS07570 // CLJU_RS07565,+
TU271D-374,CLJU_RS03110,+
TU271D-2456,CLJU_RS20800 // CLJU_RS20795,+
TU271D-2338,CLJU_RS22500,-
TU271D-2084,CLJU_RS22455 // CLJU_RS22450,-
TU271D-253,CLJU_RS02025,+
TU271D-1387,CLJU_RS11810 // CLJU_RS11805 // CLJU_RS11800 // CLJU_RS11795 // CLJU_RS11790,-
TU271D-184,CLJU_RS01440,+
TU271D-331,CLJU_RS02665,+
TU271D-2845,CLJU_RS04075,-
TU271D-1143,CLJU_RS09745,+
TU271D-1748,CLJU_RS14780 // CLJU_RS14775,-
TU271D-661,CLJU_RS05635 // CLJU_RS05630,-
TU271D-1649,CLJU_RS13955,-
TU271D-1384,CLJU_RS11770,-
TU271D-1868,CLJU_RS15910,+
TU271D-543,CLJU_RS04535,+
TU271D-1050,CLJU_RS08985,+
TU271D-2676,CLJU_RS12980,+
TU271D-1635,CLJU_RS13865,-
TU271D-2719,CLJU_RS10730,-
TU271D-1096,CLJU_RS09355,+
TU271D-2276,CLJU_RS19235 // CLJU_RS19230 // CLJU_RS19225 // CLJU_RS19220 // CLJU_RS19215,+
TU271D-2078,CLJU_RS17610 // CLJU_RS17605,-
TU271D-2050,CLJU_RS17360,-
TU271D-2217,CLJU_RS18775 // CLJU_RS22700,+
TU271D-1524,CLJU_RS13045 // CLJU_RS13040 // CLJU_RS13035,-
TU271D-881,CLJU_RS07560,-
TU271D-1679,CLJU_RS14180,-
TU271D-106,CLJU_RS00840,+
TU271D-2337,CLJU_RS19770,-
TU271D-2082,CLJU_RS17630,-
TU271D-1088,CLJU_RS22020,+
TU271D-1602,CLJU_RS21720,-
TU271D-1104,CLJU_RS09425,+
TU271D-238,CLJU_RS01910,+
TU271D-660,CLJU_RS05625 // CLJU_RS05620,+
TU271D-1075,CLJU_RS22580,+
TU271D-542,CLJU_RS04530,+
TU271D-481,CLJU_RS04025,+
TU271D-1811,CLJU_RS15315,-
TU271D-2675,CLJU_RS12985,-
TU271D-2188,CLJU_RS18530 // CLJU_RS18525 // CLJU_RS18520 // CLJU_RS18515,-
TU271D-422,CLJU_RS03520,+
TU271D-55,CLJU_RS00435,+
TU271D-1366,CLJU_RS11575 // CLJU_RS11570 // CLJU_RS11565,-
TU271D-1325,CLJU_RS11205,-
TU271D-2454,CLJU_RS21965 // CLJU_RS20730,-
TU271D-880,CLJU_RS07555 // CLJU_RS07550 // CLJU_RS07545 // CLJU_RS07540,-
TU271D-1951,CLJU_RS21840,-
TU271D-1141,CLJU_RS09735,-
TU271D-2336,CLJU_RS19765,+
TU271D-131,CLJU_RS01015,+
TU271D-1123,CLJU_RS09585 // CLJU_RS09580 // CLJU_RS09575 // CLJU_RS09570 // CLJU_RS09565,+
TU271D-2095,CLJU_RS17730 // CLJU_RS17725,-
TU271D-403,CLJU_RS03365,-
TU271D-659,CLJU_RS05615,-
TU271D-541,CLJU_RS04525 // CLJU_RS04520,+
TU271D-2168,CLJU_RS18360,-
TU271D-2788,CLJU_RS08120,-
TU271D-2674,CLJU_RS12990,+
TU271D-2275,CLJU_RS19210,+
TU271D-1432,CLJU_RS12185 // CLJU_RS12180,-
TU271D-2216,CLJU_RS22695,-
TU271D-1353,CLJU_RS11490,+
TU271D-2453,CLJU_RS20725,+
TU271D-879,CLJU_RS07535 // CLJU_RS07530,+
TU271D-2335,CLJU_RS19760,+
TU271D-1379,CLJU_RS11735,+
TU271D-1763,CLJU_RS14935 // CLJU_RS14930,+
TU271D-1694,CLJU_RS14310,-
TU271D-1006,CLJU_RS08620,-
TU271D-993,CLJU_RS08535 // CLJU_RS08530,+
TU271D-658,CLJU_RS05610,-
TU271D-540,CLJU_RS04515 // CLJU_RS04510 // CLJU_RS04505,+
TU271D-480,CLJU_RS04020,+
TU271D-269,CLJU_RS02160,+
TU271D-1810,CLJU_RS15300,+
TU271D-2673,CLJU_RS13010,+
TU271D-309,CLJU_RS02470 // CLJU_RS02465 // CLJU_RS02460,-
TU271D-421,CLJU_RS03515,+
TU271D-1737,CLJU_RS14670,+
TU271D-2850,CLJU_RS03800,-
TU271D-1032,CLJU_RS08825,+
TU271D-1376,CLJU_RS11700 // CLJU_RS11695,-
TU271D-1966,CLJU_RS16635 // CLJU_RS16630,-
TU271D-1543,CLJU_RS13205 // CLJU_RS13200,+
TU271D-878,CLJU_RS07525 // CLJU_RS07520 // CLJU_RS07515,+
TU271D-2452,CLJU_RS20720,+
TU271D-373,CLJU_RS03105 // CLJU_RS03100,+
TU271D-84,CLJU_RS00655,+
TU271D-2140,CLJU_RS18190 // CLJU_RS18185 // CLJU_RS18180 // CLJU_RS18175,-
TU271D-1963,CLJU_RS16615 // CLJU_RS16610 // CLJU_RS16605,-
TU271D-203,CLJU_RS01600,+
TU271D-1501,CLJU_RS12800 // CLJU_RS12795,-
TU271D-2844,CLJU_RS04080,+
TU271D-1834,CLJU_RS15575 // CLJU_RS15570,-
TU271D-657,CLJU_RS05605 // CLJU_RS05600,-
TU271D-169,CLJU_RS01300,+
TU271D-1867,CLJU_RS15905,+
TU271D-539,CLJU_RS04500 // CLJU_RS04495,+
TU271D-1995,CLJU_RS16905,-
TU271D-2880,CLJU_RS01420,+
TU271D-1789,CLJU_RS15100,+
TU271D-2672,CLJU_RS13015,-
TU271D-1095,CLJU_RS09350,+
TU271D-2274,CLJU_RS19205 // CLJU_RS19200,+
TU271D-1474,CLJU_RS12565,-
TU271D-2197,CLJU_RS18610,-
TU271D-2215,CLJU_RS18770,-
TU271D-1997,CLJU_RS16915,-
TU271D-877,CLJU_RS07510,+
TU271D-1600,CLJU_RS21715,-
TU271D-2451,CLJU_RS20715,+
TU271D-136,CLJU_RS01050,+
TU271D-1888,CLJU_RS16060,+
TU271D-1211,CLJU_RS10290,+
TU271D-1189,CLJU_RS10100 // CLJU_RS10095,+
TU271D-2786,CLJU_RS08130,-
TU271D-2333,CLJU_RS19750,+
TU271D-2125,CLJU_RS17920,-
TU271D-992,CLJU_RS08525,+
TU271D-656,CLJU_RS05595 // CLJU_RS05590 // CLJU_RS05585 // CLJU_RS05580 // CLJU_RS05575 // CLJU_RS05570,+
TU271D-1319,CLJU_RS11160,-
TU271D-1245,CLJU_RS10545 // CLJU_RS10540 // CLJU_RS10535,-
TU271D-538,CLJU_RS04490 // CLJU_RS04485 // CLJU_RS04480,-
TU271D-479,CLJU_RS04010,+
TU271D-1401,CLJU_RS11935 // CLJU_RS11930,+
TU271D-2080,CLJU_RS17620,-
TU271D-1809,CLJU_RS15295,+
TU271D-1266,CLJU_RS10715 // CLJU_RS10710,-
TU271D-1606,CLJU_RS13635,-
TU271D-2671,CLJU_RS13150,-
TU271D-2000,CLJU_RS16940,-
TU271D-420,CLJU_RS03510,+
TU271D-54,CLJU_RS00430,+
TU271D-2022,CLJU_RS17145 // CLJU_RS17140,+
TU271D-279,CLJU_RS02230,-
TU271D-1131,CLJU_RS09665 // CLJU_RS09660,-
TU271D-2450,CLJU_RS20710,+
TU271D-876,CLJU_RS07505,+
TU271D-83,CLJU_RS22115,+
TU271D-991,CLJU_RS08520,+
TU271D-345,CLJU_RS02865 // CLJU_RS02860 // CLJU_RS02855,+
TU271D-1656,CLJU_RS14025 // CLJU_RS14020,-
TU271D-402,CLJU_RS03360,-
TU271D-655,CLJU_RS05565,+
TU271D-116,CLJU_RS00905,+
TU271D-2019,CLJU_RS17110,-
TU271D-1579,CLJU_RS13505,-
TU271D-2670,CLJU_RS13155,+
TU271D-1182,CLJU_RS10025 // CLJU_RS10020 // CLJU_RS10015 // CLJU_RS10010 // CLJU_RS10005,+
TU271D-2860,CLJU_RS03005,-
TU271D-1063,CLJU_RS09115 // CLJU_RS09110,-
TU271D-1112,CLJU_RS09475,+
TU271D-2332,CLJU_RS19745,+
TU271D-1286,CLJU_RS10895,+
TU271D-1326,CLJU_RS11220 // CLJU_RS11215,-
TU271D-2273,CLJU_RS19195 // CLJU_RS19190 // CLJU_RS19185,+
TU271D-2024,CLJU_RS17155,+
TU271D-1261,CLJU_RS10675 // CLJU_RS10670,-
TU271D-1783,CLJU_RS15065,-
TU271D-2214,CLJU_RS18765 // CLJU_RS18760 // CLJU_RS18755 // CLJU_RS18750,-
TU271D-1973,CLJU_RS16700,-
TU271D-1331,CLJU_RS11250,-
TU271D-2449,CLJU_RS20705,+
TU271D-875,CLJU_RS07500 // CLJU_RS07495,+
TU271D-252,CLJU_RS02020,+
TU271D-1693,CLJU_RS14305,-
TU271D-654,CLJU_RS05550,-
TU271D-537,CLJU_RS04475 // CLJU_RS04470 // CLJU_RS04465 // CLJU_RS04460,+
TU271D-1912,CLJU_RS16250 // CLJU_RS16245 // CLJU_RS16240 // CLJU_RS22425 // CLJU_RS16235,-
TU271D-478,CLJU_RS04005,+
TU271D-978,CLJU_RS08400,+
TU271D-1808,CLJU_RS15290,+
TU271D-135,CLJU_RS01045,+
TU271D-1490,CLJU_RS12680 // CLJU_RS12675,-
TU271D-2669,CLJU_RS13160,-
TU271D-308,CLJU_RS02455,-
TU271D-2018,CLJU_RS17105,-
TU271D-2487,CLJU_RS21080 // CLJU_RS21075 // CLJU_RS21070,-
TU271D-1160,CLJU_RS09850,+
TU271D-874,CLJU_RS07490 // CLJU_RS07485,+
TU271D-2448,CLJU_RS20700,+
TU271D-372,CLJU_RS03095 // CLJU_RS03090 // CLJU_RS03085 // CLJU_RS03080,+
TU271D-1675,CLJU_RS14160,-
TU271D-2038,CLJU_RS17265,+
TU271D-2109,CLJU_RS17835 // CLJU_RS17830,+
TU271D-330,CLJU_RS02660,+
TU271D-419,CLJU_RS03505,+
TU271D-2843,CLJU_RS04085,-
TU271D-1142,CLJU_RS09740,-
TU271D-653,CLJU_RS05545,-
TU271D-1669,CLJU_RS14110 // CLJU_RS14105,-
TU271D-2785,CLJU_RS08355,-
TU271D-1866,CLJU_RS15900,+
TU271D-1510,CLJU_RS12870 // CLJU_RS12865,-
TU271D-2196,CLJU_RS18605,-
TU271D-2668,CLJU_RS13165,+
TU271D-1475,CLJU_RS12570,-
TU271D-2331,CLJU_RS19740,-
TU271D-1428,CLJU_RS12150,-
TU271D-2272,CLJU_RS19180,-
TU271D-1577,CLJU_RS13485,-
TU271D-1753,CLJU_RS14845 // CLJU_RS14840 // CLJU_RS14835,+
TU271D-1996,CLJU_RS16910,-
TU271D-2447,CLJU_RS20695,+
TU271D-873,CLJU_RS07480,-
TU271D-1210,CLJU_RS10285 // CLJU_RS10280 // CLJU_RS10275 // CLJU_RS10270 // CLJU_RS10265 // CLJU_RS10260,+
TU271D-1770,CLJU_RS14975,-
TU271D-2011,CLJU_RS17050,+
TU271D-1598,CLJU_RS13595 // CLJU_RS13590,+
TU271D-277,CLJU_RS02220,+
TU271D-237,CLJU_RS01905,+
TU271D-998,CLJU_RS08565,+
TU271D-990,CLJU_RS08515 // CLJU_RS08510,+
TU271D-228,CLJU_RS01840 // CLJU_RS01835,+
TU271D-652,CLJU_RS05540 // CLJU_RS05535 // CLJU_RS05530,+
TU271D-536,CLJU_RS04455,+
TU271D-1683,CLJU_RS14215,-
TU271D-2734,CLJU_RS10075,-
TU271D-2060,CLJU_RS17445,+
TU271D-477,CLJU_RS04000 // CLJU_RS03995,+
TU271D-1807,CLJU_RS15285,+
TU271D-2667,CLJU_RS13170,-
