Transcription-Units,Genes of transcription unit,Direction
TU1SOZ-782,ABAYE_RS06665 // ABAYE_RS06660 // ABAYE_RS06655 // ABAYE_RS06650 // ABAYE_RS06645,+
TU1SOZ-1378,ABAYE_RS12320,-
TU1SOZ-2676,ABAYE_RS00760,+
TU1SOZ-987,ABAYE_RS08515 // ABAYE_RS08510 // ABAYE_RS08505 // ABAYE_RS08500 // ABAYE_RS08495,-
TU1SOZ-1430,ABAYE_RS12680,-
TU1SOZ-2113,ABAYE_RS18550 // ABAYE_RS18545,-
TU1SOZ-762,ABAYE_RS06450,+
TU1SOZ-1599,ABAYE_RS14110 // ABAYE_RS19840,+
TU1SOZ-191,ABAYE_RS01515,+
TU1SOZ-2355,ABAYE_RS13375,-
TU1SOZ-2324,ABAYE_RS14505,-
TU1SOZ-444,ABAYE_RS03850,+
TU1SOZ-2401,ABAYE_RS11475,+
TU1SOZ-1975,ABAYE_RS17355 // ABAYE_RS17350,-
TU1SOZ-2221,ABAYE_RS18750,-
TU1SOZ-1831,ABAYE_RS16210 // ABAYE_RS16205 // ABAYE_RS16200,+
TU1SOZ-122,ABAYE_RS00900,+
TU1SOZ-1217,ABAYE_RS10700,+
TU1SOZ-1673,ABAYE_RS14730,-
TU1SOZ-902,ABAYE_RS19640,-
TU1SOZ-1444,ABAYE_RS12775,-
TU1SOZ-1351,ABAYE_RS19740,-
TU1SOZ-2283,ABAYE_RS16145,+
TU1SOZ-1899,ABAYE_RS16740,+
TU1SOZ-274,ABAYE_RS02235,-
TU1SOZ-918,ABAYE_RS07920,-
TU1SOZ-1797,ABAYE_RS15930,+
TU1SOZ-861,ABAYE_RS07450,-
TU1SOZ-162,ABAYE_RS01270,+
TU1SOZ-1704,ABAYE_RS15020 // ABAYE_RS15015 // ABAYE_RS15010,-
TU1SOZ-2511,ABAYE_RS07470,-
TU1SOZ-1987,ABAYE_RS17475 // ABAYE_RS17470,+
TU1SOZ-1984,ABAYE_RS17455 // ABAYE_RS17450 // ABAYE_RS17445 // ABAYE_RS17440 // ABAYE_RS17435,-
TU1SOZ-1407,ABAYE_RS12525,+
TU1SOZ-1084,ABAYE_RS09410,-
TU1SOZ-1843,ABAYE_RS16315 // ABAYE_RS16310,-
TU1SOZ-2487,ABAYE_RS19650,+
TU1SOZ-1602,ABAYE_RS14140,-
TU1SOZ-2685,ABAYE_RS00155,-
TU1SOZ-222,ABAYE_RS01810,-
TU1SOZ-906,ABAYE_RS07830,+
TU1SOZ-577,ABAYE_RS04845,+
TU1SOZ-1811,ABAYE_RS16035,+
TU1SOZ-1211,ABAYE_RS10640 // ABAYE_RS10635 // ABAYE_RS10630,-
TU1SOZ-223,ABAYE_RS01820 // ABAYE_RS01815,-
TU1SOZ-1377,ABAYE_RS12315,-
TU1SOZ-1038,ABAYE_RS09015,-
TU1SOZ-2593,ABAYE_RS19580,+
TU1SOZ-2239,ABAYE_RS18030,-
TU1SOZ-1497,ABAYE_RS13140,-
TU1SOZ-2366,ABAYE_RS12955,+
TU1SOZ-899,ABAYE_RS07780,+
TU1SOZ-2665,ABAYE_RS01180,+
TU1SOZ-2483,ABAYE_RS08430,+
TU1SOZ-1626,ABAYE_RS14385 // ABAYE_RS14380 // ABAYE_RS14375 // ABAYE_RS14370,-
TU1SOZ-2488,ABAYE_RS08280,-
TU1SOZ-448,ABAYE_RS03880 // ABAYE_RS03875,+
TU1SOZ-190,ABAYE_RS01510,+
TU1SOZ-1406,ABAYE_RS12520 // ABAYE_RS12515 // ABAYE_RS12510 // ABAYE_RS12505 // ABAYE_RS12500,-
TU1SOZ-692,ABAYE_RS05855,-
TU1SOZ-481,ABAYE_RS04135,+
TU1SOZ-1617,ABAYE_RS14320 // ABAYE_RS14315,+
TU1SOZ-2569,ABAYE_RS04910,-
TU1SOZ-1098,ABAYE_RS09555 // ABAYE_RS09550,-
TU1SOZ-1272,ABAYE_RS11255,-
TU1SOZ-2641,ABAYE_RS01700,-
TU1SOZ-1682,ABAYE_RS14805 // ABAYE_RS14800,-
TU1SOZ-1365,ABAYE_RS12195 // ABAYE_RS12190,+
TU1SOZ-1713,ABAYE_RS15085,-
TU1SOZ-1422,ABAYE_RS12635,-
TU1SOZ-2492,ABAYE_RS08125,-
TU1SOZ-1461,ABAYE_RS12885,+
TU1SOZ-766,ABAYE_RS06475,+
TU1SOZ-1902,ABAYE_RS16755,-
TU1SOZ-259,ABAYE_RS02150,+
TU1SOZ-1007,ABAYE_RS08740 // ABAYE_RS08735,+
TU1SOZ-124,ABAYE_RS00910,+
TU1SOZ-2514,ABAYE_RS07280,+
TU1SOZ-165,ABAYE_RS01300,+
TU1SOZ-458,ABAYE_RS03965 // ABAYE_RS03960 // ABAYE_RS03955 // ABAYE_RS03950 // ABAYE_RS03945 // ABAYE_RS03940,+
TU1SOZ-1128,ABAYE_RS09800,-
TU1SOZ-1147,ABAYE_RS10040 // ABAYE_RS10035 // ABAYE_RS10030 // ABAYE_RS10025 // ABAYE_RS10020,-
TU1SOZ-225,ABAYE_RS01830,+
TU1SOZ-160,ABAYE_RS01260,-
TU1SOZ-2688,ABAYE_RS00140,+
TU1SOZ-797,ABAYE_RS06850 // ABAYE_RS06845,-
TU1SOZ-437,ABAYE_RS03815,+
TU1SOZ-1237,ABAYE_RS10910,+
TU1SOZ-1243,ABAYE_RS10985,-
TU1SOZ-2179,ABAYE_RS19150,-
TU1SOZ-1311,ABAYE_RS11665 // ABAYE_RS11660,+
TU1SOZ-736,ABAYE_RS06225,+
TU1SOZ-248,ABAYE_RS02060,+
TU1SOZ-746,ABAYE_RS06300,+
TU1SOZ-57,ABAYE_RS00500,-
TU1SOZ-2333,ABAYE_RS14135,+
TU1SOZ-449,ABAYE_RS03885,+
TU1SOZ-611,ABAYE_RS05195,+
TU1SOZ-92,ABAYE_RS00675 // ABAYE_RS00670,-
TU1SOZ-260,ABAYE_RS02155,-
TU1SOZ-2605,ABAYE_RS03480,-
TU1SOZ-1983,ABAYE_RS17430,-
TU1SOZ-2067,ABAYE_RS18235,-
TU1SOZ-1759,ABAYE_RS15535 // ABAYE_RS15530,-
TU1SOZ-1359,ABAYE_RS12120 // ABAYE_RS12115 // ABAYE_RS12110 // ABAYE_RS12105 // ABAYE_RS12100 // ABAYE_RS12095,-
TU1SOZ-30,ABAYE_RS19510,+
TU1SOZ-1400,ABAYE_RS12455,+
TU1SOZ-756,ABAYE_RS06395,+
TU1SOZ-2025,ABAYE_RS19930 // ABAYE_RS19925,+
TU1SOZ-425,ABAYE_RS03730,-
TU1SOZ-1870,ABAYE_RS16525,-
TU1SOZ-685,ABAYE_RS05810,+
TU1SOZ-1781,ABAYE_RS15745,+
TU1SOZ-134,ABAYE_RS01025,-
TU1SOZ-1518,ABAYE_RS13335,+
TU1SOZ-916,ABAYE_RS07910,-
TU1SOZ-2268,ABAYE_RS16800,+
TU1SOZ-1349,ABAYE_RS12030,-
TU1SOZ-1487,ABAYE_RS13055 // ABAYE_RS13050,-
TU1SOZ-559,ABAYE_RS04700,+
TU1SOZ-2362,ABAYE_RS13095,-
TU1SOZ-1158,ABAYE_RS10110,-
TU1SOZ-149,ABAYE_RS01165 // ABAYE_RS01160,+
TU1SOZ-23,ABAYE_RS00255,+
TU1SOZ-357,ABAYE_RS03075,+
TU1SOZ-2591,ABAYE_RS04250,-
TU1SOZ-175,ABAYE_RS01380,+
TU1SOZ-491,ABAYE_RS04190,-
TU1SOZ-1828,ABAYE_RS16185,-
TU1SOZ-2096,ABAYE_RS18415,+
TU1SOZ-1761,ABAYE_RS15570 // ABAYE_RS15565 // ABAYE_RS15560 // ABAYE_RS15555,-
TU1SOZ-1019,ABAYE_RS08860,+
TU1SOZ-1621,ABAYE_RS14350,+
TU1SOZ-2322,ABAYE_RS14535,-
TU1SOZ-1654,ABAYE_RS14620,+
TU1SOZ-1112,ABAYE_RS09655,-
TU1SOZ-202,ABAYE_RS01605,-
TU1SOZ-2570,ABAYE_RS04905,+
TU1SOZ-1861,ABAYE_RS16455,+
TU1SOZ-919,ABAYE_RS07935,+
TU1SOZ-1807,ABAYE_RS16010 // ABAYE_RS16005,-
TU1SOZ-158,ABAYE_RS01245,-
TU1SOZ-2198,ABAYE_RS19295,+
TU1SOZ-1949,ABAYE_RS17180 // ABAYE_RS17175,+
TU1SOZ-1111,ABAYE_RS09650,-
TU1SOZ-1955,ABAYE_RS17230,-
TU1SOZ-133,ABAYE_RS01020 // ABAYE_RS01015 // ABAYE_RS01010 // ABAYE_RS01005,-
TU1SOZ-1525,ABAYE_RS13410 // ABAYE_RS13405 // ABAYE_RS13400,-
TU1SOZ-644,ABAYE_RS05510 // ABAYE_RS05505 // ABAYE_RS05500 // ABAYE_RS05495 // ABAYE_RS05490 // ABAYE_RS05485,+
TU1SOZ-1449,ABAYE_RS12800,-
TU1SOZ-1209,ABAYE_RS10560,-
TU1SOZ-676,ABAYE_RS05740 // ABAYE_RS05735 // ABAYE_RS05730,-
TU1SOZ-1257,ABAYE_RS11130 // ABAYE_RS11125 // ABAYE_RS11120,+
TU1SOZ-2392,ABAYE_RS11685,+
TU1SOZ-284,ABAYE_RS02320,-
TU1SOZ-2561,ABAYE_RS05255,+
TU1SOZ-1527,ABAYE_RS13425 // ABAYE_RS13420,+
TU1SOZ-1467,ABAYE_RS12915,-
TU1SOZ-1631,ABAYE_RS14420 // ABAYE_RS14415,-
TU1SOZ-339,ABAYE_RS02890,+
TU1SOZ-103,ABAYE_RS00740,+
TU1SOZ-1335,ABAYE_RS11875,-
TU1SOZ-353,ABAYE_RS03050 // ABAYE_RS03045 // ABAYE_RS03040,-
TU1SOZ-812,ABAYE_RS06970,-
TU1SOZ-2258,ABAYE_RS17315,+
TU1SOZ-404,ABAYE_RS03565,-
TU1SOZ-2254,ABAYE_RS17800,+
TU1SOZ-1844,ABAYE_RS16325 // ABAYE_RS16320,-
TU1SOZ-188,ABAYE_RS19560,-
TU1SOZ-2085,ABAYE_RS18340,-
TU1SOZ-2609,ABAYE_RS03155,+
TU1SOZ-1657,ABAYE_RS14635,+
TU1SOZ-1502,ABAYE_RS13170,+
TU1SOZ-2506,ABAYE_RS07590,-
TU1SOZ-773,ABAYE_RS06525,+
TU1SOZ-2194,ABAYE_RS19255,+
TU1SOZ-2233,ABAYE_RS18225,-
TU1SOZ-964,ABAYE_RS08320,-
TU1SOZ-1116,ABAYE_RS09700,-
TU1SOZ-568,ABAYE_RS04780,+
TU1SOZ-1550,ABAYE_RS13640,-
TU1SOZ-1908,ABAYE_RS16815 // ABAYE_RS16810,+
TU1SOZ-601,ABAYE_RS05095,-
TU1SOZ-2172,ABAYE_RS19110,+
TU1SOZ-1493,ABAYE_RS13105,+
TU1SOZ-1486,ABAYE_RS13045,-
TU1SOZ-1196,ABAYE_RS10460,+
TU1SOZ-518,ABAYE_RS04395,+
TU1SOZ-479,ABAYE_RS04125,-
TU1SOZ-1561,ABAYE_RS13780,-
TU1SOZ-2082,ABAYE_RS18320,-
TU1SOZ-2282,ABAYE_RS19900,-
TU1SOZ-1161,ABAYE_RS10130,-
TU1SOZ-2585,ABAYE_RS04470,-
TU1SOZ-999,ABAYE_RS08635,+
TU1SOZ-26,ABAYE_RS00270,+
TU1SOZ-2444,ABAYE_RS10305,+
TU1SOZ-1375,ABAYE_RS12305 // ABAYE_RS12300 // ABAYE_RS12295 // ABAYE_RS12290 // ABAYE_RS12285,-
TU1SOZ-841,ABAYE_RS07250,-
TU1SOZ-1091,ABAYE_RS09470 // ABAYE_RS09465 // ABAYE_RS09460,-
TU1SOZ-1200,ABAYE_RS10495,-
TU1SOZ-433,ABAYE_RS03785,+
TU1SOZ-2136,ABAYE_RS18785,-
TU1SOZ-198,ABAYE_RS01570 // ABAYE_RS01565,+
TU1SOZ-99,ABAYE_RS00710,-
TU1SOZ-688,ABAYE_RS05825,-
TU1SOZ-421,ABAYE_RS03705,+
TU1SOZ-1911,ABAYE_RS16835,+
TU1SOZ-2084,ABAYE_RS18335,+
TU1SOZ-657,ABAYE_RS05605,+
TU1SOZ-2265,ABAYE_RS16895,+
TU1SOZ-1071,ABAYE_RS09310 // ABAYE_RS09305,+
TU1SOZ-1723,ABAYE_RS15160,-
TU1SOZ-2319,ABAYE_RS14765,+
TU1SOZ-1330,ABAYE_RS11845,-
TU1SOZ-241,ABAYE_RS02000 // ABAYE_RS01995 // ABAYE_RS01990 // ABAYE_RS01985,+
TU1SOZ-1564,ABAYE_RS13795,+
TU1SOZ-789,ABAYE_RS06780 // ABAYE_RS06775 // ABAYE_RS06770,+
TU1SOZ-1149,ABAYE_RS10055,-
TU1SOZ-1027,ABAYE_RS08935,-
TU1SOZ-525,ABAYE_RS04480 // ABAYE_RS04475,+
TU1SOZ-2321,ABAYE_RS14540,+
TU1SOZ-713,ABAYE_RS06080,+
TU1SOZ-2005,ABAYE_RS17630,+
TU1SOZ-434,ABAYE_RS03795 // ABAYE_RS03790,-
TU1SOZ-388,ABAYE_RS03410,-
TU1SOZ-1962,ABAYE_RS17280,+
TU1SOZ-457,ABAYE_RS03935,+
TU1SOZ-496,ABAYE_RS04225,-
TU1SOZ-1482,ABAYE_RS13020,-
TU1SOZ-1622,ABAYE_RS19845,+
TU1SOZ-43,ABAYE_RS00420,-
TU1SOZ-1342,ABAYE_RS11925 // ABAYE_RS11920,-
TU1SOZ-2277,ABAYE_RS16600,+
TU1SOZ-2482,ABAYE_RS08435,-
TU1SOZ-1813,ABAYE_RS16055 // ABAYE_RS16050 // ABAYE_RS16045,+
TU1SOZ-1999,ABAYE_RS17570 // ABAYE_RS17565,+
TU1SOZ-1362,ABAYE_RS12180 // ABAYE_RS12175 // ABAYE_RS12170,-
TU1SOZ-1735,ABAYE_RS15310,+
TU1SOZ-1951,ABAYE_RS17210 // ABAYE_RS17205,-
TU1SOZ-325,ABAYE_RS02760,+
TU1SOZ-20,ABAYE_RS19495,+
TU1SOZ-1000,ABAYE_RS08645 // ABAYE_RS08640,+
TU1SOZ-1950,ABAYE_RS17195 // ABAYE_RS17190 // ABAYE_RS17185,-
TU1SOZ-289,ABAYE_RS02360 // ABAYE_RS02355,-
TU1SOZ-213,ABAYE_RS01720,-
TU1SOZ-2406,ABAYE_RS11410,+
TU1SOZ-1039,ABAYE_RS09030 // ABAYE_RS09025 // ABAYE_RS09020,+
TU1SOZ-2058,ABAYE_RS20050 // ABAYE_RS20045,-
TU1SOZ-2678,ABAYE_RS00655,-
TU1SOZ-1827,ABAYE_RS16180,-
TU1SOZ-2664,ABAYE_RS01240,+
TU1SOZ-16,ABAYE_RS19490,+
TU1SOZ-840,ABAYE_RS07245,-
TU1SOZ-647,ABAYE_RS05525,+
TU1SOZ-2574,ABAYE_RS04755,+
TU1SOZ-52,ABAYE_RS19540 // ABAYE_RS00460,-
TU1SOZ-1957,ABAYE_RS17240,-
TU1SOZ-1709,ABAYE_RS15055,-
TU1SOZ-1919,ABAYE_RS16890,-
TU1SOZ-2222,ABAYE_RS18745,+
TU1SOZ-1933,ABAYE_RS16980,-
TU1SOZ-1593,ABAYE_RS14050 // ABAYE_RS14045,+
TU1SOZ-200,ABAYE_RS01585,+
TU1SOZ-653,ABAYE_RS19605,-
TU1SOZ-1321,ABAYE_RS11745,-
TU1SOZ-359,ABAYE_RS03085,-
TU1SOZ-337,ABAYE_RS02875,+
TU1SOZ-389,ABAYE_RS03420 // ABAYE_RS03415,+
TU1SOZ-2095,ABAYE_RS18410 // ABAYE_RS18405,+
TU1SOZ-1958,ABAYE_RS17250 // ABAYE_RS17245,+
TU1SOZ-827,ABAYE_RS07105 // ABAYE_RS07100,+
TU1SOZ-2534,ABAYE_RS06160,+
TU1SOZ-364,ABAYE_RS03160,-
TU1SOZ-1932,ABAYE_RS16975,-
TU1SOZ-1727,ABAYE_RS15245 // ABAYE_RS15240 // ABAYE_RS15235 // ABAYE_RS15230 // ABAYE_RS15225 // ABAYE_RS15220 // ABAYE_RS15215 // ABAYE_RS15210 // ABAYE_RS15205 // ABAYE_RS15200 // ABAYE_RS15195,-
TU1SOZ-553,ABAYE_RS04675,+
TU1SOZ-1484,ABAYE_RS13035,-
TU1SOZ-745,ABAYE_RS06295,+
TU1SOZ-1292,ABAYE_RS11485,+
TU1SOZ-1101,ABAYE_RS09570,+
TU1SOZ-675,ABAYE_RS05725,+
TU1SOZ-1765,ABAYE_RS15615,-
TU1SOZ-2204,ABAYE_RS00025 // ABAYE_RS00020,+
TU1SOZ-2445,ABAYE_RS10300,-
TU1SOZ-144,ABAYE_RS01110,-
TU1SOZ-1100,ABAYE_RS09565,+
TU1SOZ-2272,ABAYE_RS16680,+
TU1SOZ-2624,ABAYE_RS02765,-
TU1SOZ-424,ABAYE_RS03725,+
TU1SOZ-1396,ABAYE_RS12425,-
TU1SOZ-439,ABAYE_RS03825,-
TU1SOZ-2358,ABAYE_RS13240,-
TU1SOZ-1164,ABAYE_RS10165 // ABAYE_RS10160 // ABAYE_RS10155,+
TU1SOZ-2021,ABAYE_RS17745 // ABAYE_RS17740,-
TU1SOZ-399,ABAYE_RS03530 // ABAYE_RS03525,-
TU1SOZ-2509,ABAYE_RS07525,+
TU1SOZ-610,ABAYE_RS05190,+
TU1SOZ-1297,ABAYE_RS11510,+
TU1SOZ-1597,ABAYE_RS14090 // ABAYE_RS14085 // ABAYE_RS14080,-
TU1SOZ-1716,ABAYE_RS15105,-
TU1SOZ-2236,ABAYE_RS20055,+
TU1SOZ-714,ABAYE_RS06085,+
TU1SOZ-2281,ABAYE_RS16295,-
TU1SOZ-536,ABAYE_RS04555,+
TU1SOZ-1540,ABAYE_RS13525,-
TU1SOZ-935,ABAYE_RS08050,-
TU1SOZ-2230,ABAYE_RS18380,+
TU1SOZ-268,ABAYE_RS02200,+
TU1SOZ-2525,ABAYE_RS06495,+
TU1SOZ-385,ABAYE_RS03360 // ABAYE_RS03355 // ABAYE_RS03350 // ABAYE_RS03345 // ABAYE_RS03340,-
TU1SOZ-1320,ABAYE_RS11740,-
TU1SOZ-1703,ABAYE_RS15005,-
TU1SOZ-2094,ABAYE_RS18400 // ABAYE_RS18395,-
TU1SOZ-1336,ABAYE_RS11880,-
TU1SOZ-1203,ABAYE_RS10510,+
TU1SOZ-1678,ABAYE_RS14770,-
TU1SOZ-1997,ABAYE_RS17555,+
TU1SOZ-1851,ABAYE_RS16365,-
TU1SOZ-45,ABAYE_RS00430,-
TU1SOZ-1697,ABAYE_RS14955,+
TU1SOZ-986,ABAYE_RS08490,+
TU1SOZ-1093,ABAYE_RS09490 // ABAYE_RS09485,-
TU1SOZ-1883,ABAYE_RS16615,+
TU1SOZ-412,ABAYE_RS03645,+
TU1SOZ-1768,ABAYE_RS15630,-
TU1SOZ-1054,ABAYE_RS09125,+
TU1SOZ-960,ABAYE_RS08300 // ABAYE_RS08295,-
TU1SOZ-2165,ABAYE_RS19060 // ABAYE_RS19055 // ABAYE_RS19050 // ABAYE_RS19045,+
TU1SOZ-1651,ABAYE_RS14600 // ABAYE_RS14595,+
TU1SOZ-1432,ABAYE_RS12695,-
TU1SOZ-2336,ABAYE_RS14105,-
TU1SOZ-126,ABAYE_RS00950 // ABAYE_RS00945 // ABAYE_RS00940 // ABAYE_RS00935 // ABAYE_RS00930,+
TU1SOZ-1886,ABAYE_RS16630,-
TU1SOZ-431,ABAYE_RS03775,+
TU1SOZ-1043,ABAYE_RS09060,+
TU1SOZ-304,ABAYE_RS02505,+
TU1SOZ-1960,ABAYE_RS17260,-
TU1SOZ-297,ABAYE_RS02425,+
TU1SOZ-164,ABAYE_RS01295,+
TU1SOZ-1763,ABAYE_RS15580,-
TU1SOZ-1719,ABAYE_RS15135 // ABAYE_RS15130 // ABAYE_RS15125,+
TU1SOZ-1082,ABAYE_RS09400 // ABAYE_RS09395,+
TU1SOZ-70,ABAYE_RS00045 // ABAYE_RS00040,+
TU1SOZ-97,ABAYE_RS00700,-
TU1SOZ-480,ABAYE_RS04130,+
TU1SOZ-2140,ABAYE_RS20080,-
TU1SOZ-396,ABAYE_RS03500,+
TU1SOZ-1596,ABAYE_RS14070,-
TU1SOZ-1410,ABAYE_RS12540,+
TU1SOZ-1874,ABAYE_RS16550,-
TU1SOZ-783,ABAYE_RS06685 // ABAYE_RS06680 // ABAYE_RS06675 // ABAYE_RS06670,+
TU1SOZ-330,ABAYE_RS02840 // ABAYE_RS02835 // ABAYE_RS02830,-
TU1SOZ-2191,ABAYE_RS19235,+
TU1SOZ-1435,ABAYE_RS12710,-
TU1SOZ-732,ABAYE_RS06205,-
TU1SOZ-187,ABAYE_RS01475,-
TU1SOZ-185,ABAYE_RS01465,+
TU1SOZ-2654,ABAYE_RS01495,-
TU1SOZ-62,ABAYE_RS00535 // ABAYE_RS00530,+
TU1SOZ-1045,ABAYE_RS09070,+
TU1SOZ-333,ABAYE_RS02855,+
TU1SOZ-31,ABAYE_RS00305 // ABAYE_RS00300 // ABAYE_RS00295,+
TU1SOZ-177,ABAYE_RS01400 // ABAYE_RS01395,+
TU1SOZ-1816,ABAYE_RS16075,-
TU1SOZ-1064,ABAYE_RS09250 // ABAYE_RS09245,+
TU1SOZ-1075,ABAYE_RS19675,+
TU1SOZ-1968,ABAYE_RS17310,-
TU1SOZ-1016,ABAYE_RS08810,-
TU1SOZ-1728,ABAYE_RS15255 // ABAYE_RS15250,-
TU1SOZ-2054,ABAYE_RS18070 // ABAYE_RS20035,-
TU1SOZ-215,ABAYE_RS01750 // ABAYE_RS01745 // ABAYE_RS01740,+
TU1SOZ-442,ABAYE_RS03840,+
TU1SOZ-1077,ABAYE_RS09360,-
TU1SOZ-870,ABAYE_RS07555,+
TU1SOZ-1138,ABAYE_RS09930,-
TU1SOZ-1166,ABAYE_RS10175,+
TU1SOZ-1343,ABAYE_RS11975 // ABAYE_RS11970 // ABAYE_RS11965 // ABAYE_RS11960 // ABAYE_RS11955 // ABAYE_RS11950 // ABAYE_RS11945 // ABAYE_RS11940 // ABAYE_RS11935 // ABAYE_RS11930,-
TU1SOZ-825,ABAYE_RS07085,+
TU1SOZ-152,ABAYE_RS01200 // ABAYE_RS01195 // ABAYE_RS01190,-
TU1SOZ-1848,ABAYE_RS16350,-
TU1SOZ-2661,ABAYE_RS01340,-
TU1SOZ-1096,ABAYE_RS09535 // ABAYE_RS09530 // ABAYE_RS09525,-
TU1SOZ-621,ABAYE_RS05305,+
TU1SOZ-178,ABAYE_RS01405,-
TU1SOZ-1817,ABAYE_RS16080,-
TU1SOZ-1409,ABAYE_RS12535,+
TU1SOZ-1674,ABAYE_RS14735,-
TU1SOZ-2398,ABAYE_RS11540,-
TU1SOZ-2600,ABAYE_RS03600,-
TU1SOZ-1383,ABAYE_RS19765,-
TU1SOZ-2432,ABAYE_RS10815,-
TU1SOZ-1024,ABAYE_RS08920 // ABAYE_RS08915 // ABAYE_RS08910 // ABAYE_RS08905 // ABAYE_RS08900,-
TU1SOZ-2357,ABAYE_RS13290,+
TU1SOZ-2261,ABAYE_RS17200,+
TU1SOZ-429,ABAYE_RS03765 // ABAYE_RS03760,-
TU1SOZ-2446,ABAYE_RS10145,-
TU1SOZ-1012,ABAYE_RS08775,-
TU1SOZ-2202,ABAYE_RS00035,+
TU1SOZ-1332,ABAYE_RS11855,-
TU1SOZ-1749,ABAYE_RS15420,-
TU1SOZ-44,ABAYE_RS00425,-
TU1SOZ-172,ABAYE_RS01350,+
TU1SOZ-627,ABAYE_RS05360 // ABAYE_RS05355,+
TU1SOZ-715,ABAYE_RS06090,-
TU1SOZ-1192,ABAYE_RS10410,-
TU1SOZ-1418,ABAYE_RS12605 // ABAYE_RS12600,-
TU1SOZ-1088,ABAYE_RS09435,+
TU1SOZ-2121,ABAYE_RS18620 // ABAYE_RS18615,+
TU1SOZ-355,ABAYE_RS03065 // ABAYE_RS03060,+
TU1SOZ-2167,ABAYE_RS19070,-
TU1SOZ-1250,ABAYE_RS11065,+
TU1SOZ-3,ABAYE_RS19485,-
TU1SOZ-1642,ABAYE_RS14515 // ABAYE_RS14510,+
TU1SOZ-646,ABAYE_RS05520,+
TU1SOZ-2671,ABAYE_RS00915,-
TU1SOZ-1574,ABAYE_RS13885,-
TU1SOZ-2668,ABAYE_RS01045,-
TU1SOZ-2549,ABAYE_RS05580,-
TU1SOZ-1204,ABAYE_RS10515,-
TU1SOZ-993,ABAYE_RS08580 // ABAYE_RS08575,+
TU1SOZ-2649,ABAYE_RS01645,+
TU1SOZ-1236,ABAYE_RS10905,+
TU1SOZ-1186,ABAYE_RS10365,-
TU1SOZ-2123,ABAYE_RS18660 // ABAYE_RS18655 // ABAYE_RS18650 // ABAYE_RS18645 // ABAYE_RS18640 // ABAYE_RS18635,-
TU1SOZ-2479,ABAYE_RS08450,+
TU1SOZ-74,ABAYE_RS00555,+
TU1SOZ-858,ABAYE_RS07425,+
TU1SOZ-883,ABAYE_RS07640,+
TU1SOZ-22,ABAYE_RS00245 // ABAYE_RS00240,+
TU1SOZ-1612,ABAYE_RS14285,-
TU1SOZ-2020,ABAYE_RS17735,-
TU1SOZ-348,ABAYE_RS02985 // ABAYE_RS02980,-
TU1SOZ-1554,ABAYE_RS13695,-
TU1SOZ-2427,ABAYE_RS19710,-
TU1SOZ-2342,ABAYE_RS13955,-
TU1SOZ-2109,ABAYE_RS18510 // ABAYE_RS18505,+
TU1SOZ-2626,ABAYE_RS02500,-
TU1SOZ-1623,ABAYE_RS19850,+
TU1SOZ-2304,ABAYE_RS15365,-
TU1SOZ-941,ABAYE_RS08145 // ABAYE_RS08140 // ABAYE_RS08135,-
TU1SOZ-2356,ABAYE_RS13295,-
TU1SOZ-1504,ABAYE_RS13190 // ABAYE_RS13185 // ABAYE_RS13180,+
TU1SOZ-1586,ABAYE_RS13985,-
TU1SOZ-472,ABAYE_RS04075 // ABAYE_RS04070 // ABAYE_RS04065 // ABAYE_RS04060,+
TU1SOZ-2006,ABAYE_RS17650 // ABAYE_RS17645 // ABAYE_RS17640 // ABAYE_RS17635,-
TU1SOZ-1317,ABAYE_RS11705,+
TU1SOZ-1132,ABAYE_RS09825,+
TU1SOZ-2429,ABAYE_RS10840,-
TU1SOZ-2531,ABAYE_RS06370,-
TU1SOZ-153,ABAYE_RS01205,-
TU1SOZ-2424,ABAYE_RS10920,-
TU1SOZ-315,ABAYE_RS02660 // ABAYE_RS02655 // ABAYE_RS02650 // ABAYE_RS02645 // ABAYE_RS02640 // ABAYE_RS02635 // ABAYE_RS02630 // ABAYE_RS02625 // ABAYE_RS02620 // ABAYE_RS02615 // ABAYE_RS02610 // ABAYE_RS02605,+
TU1SOZ-1097,ABAYE_RS09545 // ABAYE_RS09540,-
TU1SOZ-1667,ABAYE_RS14695 // ABAYE_RS14690,+
TU1SOZ-1930,ABAYE_RS16965 // ABAYE_RS16960,+
TU1SOZ-2517,ABAYE_RS07190,+
TU1SOZ-181,ABAYE_RS01435,-
TU1SOZ-1301,ABAYE_RS11550,-
TU1SOZ-2650,ABAYE_RS01620,-
TU1SOZ-2164,ABAYE_RS19040,+
TU1SOZ-1947,ABAYE_RS17165,-
TU1SOZ-128,ABAYE_RS00965 // ABAYE_RS00960,+
TU1SOZ-1262,ABAYE_RS11165,-
TU1SOZ-764,ABAYE_RS06465,+
TU1SOZ-1298,ABAYE_RS11515,+
TU1SOZ-1300,ABAYE_RS11525,-
TU1SOZ-1785,ABAYE_RS15790,-
TU1SOZ-2447,ABAYE_RS10140,+
TU1SOZ-2151,ABAYE_RS18950,+
TU1SOZ-2141,ABAYE_RS18805 // ABAYE_RS18800,-
TU1SOZ-2192,ABAYE_RS19245 // ABAYE_RS19240,+
TU1SOZ-1927,ABAYE_RS16945,+
TU1SOZ-2339,ABAYE_RS14015,-
TU1SOZ-1714,ABAYE_RS15095,-
