Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Interrupted?,"Gene products (complexes, polypeptides, and RNAs)",replicon
G6984,b1798,1878144,1878783,G6984-MONOMER,,G6984-MONOMER,NC_000913.2
EG12173,b3334,3463103,3463565,EG12173-MONOMER,,CPLX0-3382,NC_000913.2
EG10510,b2741,2864580,2865573,EG10510-MONOMER,,RNAPS-CPLX,NC_000913.2
G6859,b1601,1671936,1672971,G6859-MONOMER,,G6859-MONOMER,NC_000913.2
G7172,b2259,2371293,2371560,G7172-MONOMER,,G7172-MONOMER,NC_000913.2
G7745,b3402,3528736,3530461,G7745-MONOMER,,G7745-MONOMER,NC_000913.2
EG12867,b0376,394353,395511,EG12867-MONOMER,,EG12867-MONOMER,NC_000913.2
G7526,b2950,3092121,3093102,G7526-MONOMER,,G7526-MONOMER,NC_000913.2
EG11884,b1430,1499585,1500179,EG11884-MONOMER,,CPLX0-7913,NC_000913.2
G6445,b0847,887356,889042,G6445-MONOMER,,G6445-MONOMER,NC_000913.2
EG11081,b0029,26276,27227,EG11081-MONOMER,,CPLX0-7564,NC_000913.2
G7710,b3332,3460945,3461929,G7710-MONOMER,,CPLX0-3382,NC_000913.2
G7166,b2253,2363949,2365089,G7166-MONOMER,,G7166-MONOMER,NC_000913.2
G7233,b2368,2480197,2481361,G7233-MONOMER,,CPLX0-2161,NC_000913.2
EG11158,b2912,3054262,3054811,EG11158-MONOMER,,EG11158-MONOMER,NC_000913.2
G7707,b3329,3459489,3459999,G7707-MONOMER,,CPLX0-3382,NC_000913.2
G7168,b2255,2366060,2368043,G7168-MONOMER,,CPLX0-7718,NC_000913.2
G6262,b0486,511799,513092,G6262-MONOMER,,B0486-MONOMER,NC_000913.2
G7578,b3031,3173446,3174028,G7578-MONOMER,,G7578-MONOMER,NC_000913.2
EG11466,b3819,4001310,4002201,EG11466-MONOMER,,EG11466-MONOMER,NC_000913.2
G6183,b0318,334503,335109,G6183-MONOMER,,G6183-MONOMER,NC_000913.2
G7704,b3326,3456360,3457842,G7704-MONOMER,,CPLX0-3382,NC_000913.2
G6156,b0285,300154,301111,G6156-MONOMER,,CPLX0-7805,NC_000913.2
G7701,b3323,3451950,3453420,G7701-MONOMER,,G7701-MONOMER,NC_000913.2
EG11758,b4167,4392088,4393636,EG11758-MONOMER,,EG11758-MONOMER,NC_000913.2
G7867,b4210,4430113,4431079,G7867-MONOMER,,G7867-MONOMER,NC_000913.2
EG10511,b3942,4131857,4134038,EG10511-MONOMER,,HYDROPEROXIDI-CPLX,NC_000913.2
G7534,b2966,3107574,3108282,G7534-MONOMER,,G7534-MONOMER,NC_000913.2
G7758,b3441,3579160,3579649,G7758-MONOMER,,G7758-MONOMER,NC_000913.2
G6458,b0874,913180,914080,G6458-MONOMER,,G6458-MONOMER,NC_000913.2
G6487,b0947,1005713,1006823,G6487-MONOMER,,G6487-MONOMER,NC_000913.2
G7711,b3333,3461943,3463107,G7711-MONOMER,,CPLX0-3382,NC_000913.2
EG11310,b1407,1473167,1475474,EG11310-MONOMER,,EG11310-MONOMER,NC_000913.2
G6431,b0831,870189,871110,G6431-MONOMER,,ABC-49-CPLX,NC_000913.2
G7558,b3001,3145918,3146959,G7558-MONOMER,,G7558-MONOMER,NC_000913.2
EG11671,b2223,2322777,2324100,EG11671-MONOMER,,EG11671-MONOMER,NC_000913.2
G6381,b0712,743465,744398,G6381-MONOMER,,CPLX0-8249,NC_000913.2
G7708,b3330,3459995,3460373,G7708-MONOMER,,CPLX0-3382,NC_000913.2
EG10954,b1656,1733401,1733983,EG10954-MONOMER,,SUPEROX-DISMUTFE-CPLX,NC_000913.2
G7186,b2292,2407541,2409374,G7186-MONOMER,,G7186-MONOMER,NC_000913.2
G7139,b2107,2184981,2185320,G7139-MONOMER,,G7139-MONOMER,NC_000913.2
EG11536,b3685,3862634,3864296,EG11536-MONOMER,,EG11536-MONOMER,NC_000913.2
G6157,b0286,301107,301797,G6157-MONOMER,,CPLX0-7805,NC_000913.2
G7107,b2062,2134127,2135267,G7107-MONOMER,,CPLX0-7529,NC_000913.2
G6932,b1727,1807403,1808072,G6932-MONOMER,,G6932-MONOMER,NC_000913.2
EG12376,b2410,2524967,2525966,EG12376-MONOMER,,EG12376-MONOMER,NC_000913.2
EG12600,b4394,4631255,4631768,EG12600-MONOMER,,CPLX0-3948,NC_000913.2
G6878,b1635,1712400,1713006,G6878-MONOMER,,GST-CPLX,NC_000913.2
G6417,b0808,842477,844703,G6417-MONOMER,,CPLX0-7983,NC_000913.2
EG12237,b3503,3648259,3648685,EG12237-MONOMER,,EG12237-MONOMER,NC_000913.2
G7921,b4311,4536807,4537524,G7921-MONOMER,,G7921-MONOMER,NC_000913.2
G6660,b1324,1386328,1386835,G6660-MONOMER,,CPLX0-7747,NC_000913.2
G6543,b1037,1100073,1100907,G6543-MONOMER,,CPLX-3945,NC_000913.2
EG11384,b0605,638167,638731,EG11384-MONOMER,,CPLX0-245,NC_000913.2
G7587,b3048,3188653,3189718,G7587-MONOMER,,G7587-MONOMER,NC_000913.2
G6382,b0713,744387,745122,G6382-MONOMER,,CPLX0-8249,NC_000913.2
EG10788,b2415,2531785,2532043,EG10788-MONOMER,,PTSH-PHOSPHORYLATED,NC_000913.2
EG12026,b2154,2241931,2242768,EG12026-MONOMER,,CPLX0-3954,NC_000913.2
G6545,b1039,1101374,1101764,G6545-MONOMER,,G6545-MONOMER,NC_000913.2
G6208,b0355,376758,377592,G6208-MONOMER,,G6208-MONOMER,NC_000913.2
EG12240,b3513,3657254,3658412,EG12240-MONOMER,,TRANS-CPLX-204,NC_000913.2
EG11852,b3887,4075037,4075475,EG11852-MONOMER,,CPLX0-3581,NC_000913.2
EG10789,b2416,2532087,2533815,EG10789-MONOMER,,CPLX0-7938,NC_000913.2
G6155,b0284,297959,300158,G6155-MONOMER,,CPLX0-7805,NC_000913.2
G6322,b0574,596701,597925,G6322-MONOMER,,CPLX0-1721,NC_000913.2
EG11723,b3713,3892674,3893241,EG11723-MONOMER,,CPLX0-3121,NC_000913.2
EG11019,b3290,3434539,3435916,EG11019-MONOMER,,TRKA-MONOMER,NC_000913.2
EG10509,b1732,1811890,1814152,EG10509-MONOMER,,HYDROPEROXIDII-CPLX,NC_000913.2
EG11906,b3947,4137742,4140244,EG11906-MONOMER,,CPLX-160,NC_000913.2
G6886,b1646,1722157,1722679,G6886-MONOMER,,G6886-MONOMER,NC_000913.2
EG11579,b0798,831690,832173,EG11579-MONOMER,,EG11579-MONOMER,NC_000913.2
EG10108,b2480,2598499,2598970,EG10108-MONOMER,,EG10108-MONOMER,NC_000913.2
EG11167,b3040,3180571,3181345,EG11167-MONOMER,,EG11167-MONOMER,NC_000913.2
EG11385,b0606,638975,640541,EG11385-MONOMER,,CPLX0-245,NC_000913.2
G7875,b4221,4442134,4445914,G7875-MONOMER,,CPLX0-7976,NC_000913.2
G7622,b4470,3253362,3254673,G7622-MONOMER,,G7622-MONOMER,NC_000913.2
EG12101,b3408,3538184,3538412,EG12101-MONOMER,,EG12101-MONOMER,NC_000913.2
G6438,b0838,879076,879703,G6438-MONOMER,,G6438-MONOMER,NC_000913.2
G7874,b4220,4440404,4442138,G7874-MONOMER,,CPLX0-7976,NC_000913.2
G7312,b2495,2615599,2615959,G7312-MONOMER,,G7312-MONOMER,NC_000913.2
G6380,b0711,742815,743472,G6380-MONOMER,,CPLX0-8249,NC_000913.2
EG11870,b3910,4100844,4101519,EG11870-MONOMER,,CPLX0-8259,NC_000913.2
EG10603,b2684,2808791,2809322,EG10603-MONOMER,,CPLX0-8579 // CPLX0-7743 // CPLX0-7742,NC_000913.2
EG10953,b3908,4098832,4099453,EG10953-MONOMER,,SUPEROX-DISMUTMN-CPLX,NC_000913.2
G7769,b3505,3650204,3651221,G7769-MONOMER,,MONOMER0-4241,NC_000913.2
G0-9563,b4412,16750,16903,G0-9563-MONOMER,,CPLX0-2621,NC_000913.2
G7074,b1994,2064328,2065345,G7074-MONOMER,,G7074-MONOMER,NC_000913.2
G6110,b0226,246241,246502,G6110-MONOMER,,CPLX0-7787,NC_000913.2
G6112,b0228,247636,248134,G6112-MONOMER,,G6112-MONOMER,NC_000913.2
G0-9610,b4428,1489945,1490095,G0-9610-MONOMER,,MONOMER0-1604,NC_000913.2
G0-9602,b4419,1268390,1268498,G0-9602-MONOMER,,MONOMER0-1601,NC_000913.2
G7672,b3218,3363723,3364740,G7672-MONOMER,,MONOMER0-4240,NC_000913.2
G6619,b1182,1228705,1229617,G6619-MONOMER,,G6619-MONOMER,NC_000913.2
G6725,b1404,1467381,1468533,G6725-MONOMER,,G6725-MONOMER,NC_000913.2
G6117,b0233,252300,252699,G6117-MONOMER,,G6117-MONOMER,NC_000913.2
G6296,b0540,566064,566364,G6296-MONOMER,,MONOMER0-4243,NC_000913.2
G0-9613,b4455,3718470,3718623,G0-9613-MONOMER,,MONOMER0-1605,NC_000913.2
G6083,b0016,15444,16557,G6083-MONOMER,,G6083-MONOMER,NC_000913.2
G0-9605,b4421,1268925,1269033,G0-9605-MONOMER,,MONOMER0-1602,NC_000913.2
G0-9041,b4453,3698002,3698110,G0-9041-MONOMER,,MONOMER0-921,NC_000913.2
G7548,b2982,3128199,3129216,G7548-MONOMER,,MONOMER0-4239,NC_000913.2
G7358,b2619,2752309,2752786,G7358-MONOMER,,G7358-MONOMER,NC_000913.2
G6213,b0361,380897,381803,G6213-MONOMER,,G7480-MONOMER,NC_000913.2
EG10373,b0018,16750,16960,EG10373-MONOMER,,EG10373-MONOMER,NC_000913.2
G6109,b0225,245960,246239,G6109-MONOMER,,CPLX0-7787,NC_000913.2
G0-9607,b4423,1269460,1269568,G0-9607-MONOMER,,MONOMER0-1603,NC_000913.2
G7905,b4284,4505488,4506640,G7905-MONOMER,,MONOMER0-4233,NC_000913.2
EG10290,b4287,4508712,4509480,EG10290-MONOMER,,ABC-9-CPLX,NC_000913.2
G7255,b2394,2512352,2513465,G7255-MONOMER,,G7255-MONOMER,NC_000913.2
EG10921,b1905,1986739,1987237,EG10921-MONOMER,,CPLX0-3969,NC_000913.2
G6534,b1027,1094360,1094660,G6534-MONOMER,,MONOMER0-4244,NC_000913.2
EG10304,b0151,169777,170575,EG10304-MONOMER,,ABC-11-CPLX,NC_000913.2
G6168,b0298,314514,314814,G6168-MONOMER,,G6534-MONOMER,NC_000913.2
G7033,b1902,1984948,1985452,G7033-MONOMER,,G7033-MONOMER,NC_000913.2
G6266,b0490,515142,515820,G6266-MONOMER,,YBBL-MONOMER,NC_000913.2
EG11750,b3411,3541188,3542067,EG11750-MONOMER,,EG11750-MONOMER,NC_000913.2
EG10295,b0588,618606,619422,EG10295-MONOMER,,ABC-10-CPLX,NC_000913.2
G7895,b4273,4496617,4497523,G7895-MONOMER,,MONOMER0-4451,NC_000913.2
EG10287,b4290,4511428,4512331,EG10287-MONOMER,,ABC-9-CPLX,NC_000913.2
G7125,b2088,2168259,2168559,G7125-MONOMER,,MONOMER0-4245,NC_000913.2
EG10305,b0152,170574,171465,EG10305-MONOMER,,ABC-11-CPLX,NC_000913.2
G6139,b0265,278823,279099,G6139-MONOMER,,G6139-MONOMER,NC_000913.2
G7593,b3070,3213748,3214513,G7593-MONOMER,,G7593-MONOMER,NC_000913.2
EG11105,b0597,628522,628936,EG11105-MONOMER,,CPLX0-7766,NC_000913.2
G7776,b3557,3718702,3719224,G7776-MONOMER,,G7776-MONOMER,NC_000913.2
G7949,b4367,4602897,4603686,G7949-MONOMER,,G7949-MONOMER,NC_000913.2
G7076,b1996,2066975,2067881,G7076-MONOMER,,MONOMER0-4446,NC_000913.2
EG10113,b3336,3464270,3464747,EG10113-MONOMER,,CPLX0-1421,NC_000913.2
G6327,b0582,607287,608400,G6327-MONOMER,,MONOMER0-4232,NC_000913.2
G0-10437,b4511,613164,613383,G0-10437-MONOMER,,MONOMER0-2659,NC_000913.2
EG10294,b0592,622776,623733,EG10294-MONOMER,,ABC-10-CPLX,NC_000913.2
G7761,b3444,3581505,3581781,G7761-MONOMER,,MONOMER0-4226,NC_000913.2
G6855,b1597,1669399,1669708,G6855-MONOMER,,G6855-MONOMER,NC_000913.2
G7029,b1893,1976541,1977045,G7029-MONOMER,,MONOMER0-4445,NC_000913.2
EG11422,b2237,2346843,2347494,EG11422-MONOMER,,EG11422-MONOMER,NC_000913.2
G6297,b0541,566360,567227,G6297-MONOMER,,MONOMER0-4442,NC_000913.2
G6555,b1058,1118529,1118670,G6555-MONOMER,,G6555-MONOMER,NC_000913.2
G6085,b0021,19810,20314,G6085-MONOMER,,G7762-MONOMER,NC_000913.2
EG50009,b3517,3664202,3665603,EG50009-MONOMER,,GLUTDECARBOXA-CPLX,NC_000913.2
G7521,b2939,3083941,3084073,G7521-MONOMER,,G7521-MONOMER,NC_000913.2
G7583,b3044,3184208,3184574,G7583-MONOMER,,MONOMER0-4253,NC_000913.2
G7000,b1824,1905471,1905615,G7000-MONOMER,,G7000-MONOMER,NC_000913.2
G6723,b1402,1465944,1466850,G6723-MONOMER,,MONOMER0-4444,NC_000913.2
EG11490,b1493,1568668,1570069,EG11490-MONOMER,,GLUTDECARBOXB-CPLX,NC_000913.2
G6223,b0372,390962,391829,G6223-MONOMER,,MONOMER0-4441,NC_000913.2
G6158,b0287,302214,302829,G6158-MONOMER,,G6158-MONOMER,NC_000913.2
EG12228,b3491,3632863,3633916,EG12228-MONOMER,,MONOMER0-2489,NC_000913.2
EG10131,b4131,4354492,4356640,EG10131-MONOMER,,LYSDECARBOX-CPLX,NC_000913.2
G7908,b4294,4516549,4516825,G7908-MONOMER,,G7908-MONOMER,NC_000913.2
G7607,b3088,3236601,3237567,G7607-MONOMER,,G7607-MONOMER,NC_000913.2
G7480,b2860,2994393,2995299,G7480-MONOMER,,MONOMER0-4448,NC_000913.2
G7002,b1826,1906646,1906790,G7002-MONOMER,,G7002-MONOMER,NC_000913.2
G6667,b1331,1394099,1395116,G6667-MONOMER,,MONOMER0-4236,NC_000913.2
EG11495,b3511,3655017,3655590,EG11495-MONOMER,,EG11495-MONOMER,NC_000913.2
G6169,b0299,314810,315677,G6169-MONOMER,,G7126-MONOMER,NC_000913.2
EG11399,b3509,3653988,3654315,EG11399-MONOMER,,CPLX0-8207,NC_000913.2
EG11501,b4117,4336276,4338544,EG11501-MONOMER,,ARGDECARBOXDEG-CPLX,NC_000913.2
G0-10430,b4516,1049055,1049331,G0-10430-MONOMER,,MONOMER0-4228,NC_000913.2
EG10680,b1482,1554648,1555080,EG10680-MONOMER,,CPLX0-8157,NC_000913.2
G7900,b4278,4500125,4501454,G7900-MONOMER,,G7900-MONOMER,NC_000913.2
EG11391,b4376,4609418,4610024,EG11391-MONOMER,,EG11391-MONOMER,NC_000913.2
G7126,b2089,2168555,2169422,G7126-MONOMER,,MONOMER0-4447,NC_000913.2
G0-9562,b4411,4374575,4374722,G0-9562-MONOMER,,MONOMER0-1563,NC_000913.2
G6509,b0988,1049249,1049753,G6509-MONOMER,,G6509-MONOMER,NC_000913.2
EG10771,b2677,2802836,2804039,EG10771-MONOMER,,ABC-26-CPLX,NC_000913.2
G6145,b0274,289872,290376,G6145-MONOMER,,MONOMER0-4440,NC_000913.2
G7395,b2665,2794358,2794808,G7395-MONOMER,,G7395-MONOMER,NC_000913.2
EG10679,b1283,1341133,1341352,EG10679-MONOMER,,EG10679-MONOMER,NC_000913.2
G7777,b3558,3719220,3720072,G7777-MONOMER,,G7777-MONOMER,NC_000913.2
G7528,b2952,3093841,3094408,G7528-MONOMER,,G7528-MONOMER,NC_000913.2
G7077,b1997,2067838,2068204,G7077-MONOMER,,MONOMER0-4251,NC_000913.2
G0-41,b4410,4374339,4374465,G0-41-MONOMER,,MONOMER0-1562,NC_000913.2
G6360,b0656,687219,688236,G6360-MONOMER,,MONOMER0-4235,NC_000913.2
EG10773,b2679,2805153,2806146,EG10773-MONOMER,,ABC-26-CPLX,NC_000913.2
G7743,b3400,3527369,3527771,G7743-MONOMER,,G7743-MONOMER,NC_000913.2
G7762,b3445,3581699,3582203,G7762-MONOMER,,MONOMER0-4450,NC_000913.2
EG10157,b2592,2729621,2732195,EG10157-MONOMER,,MONOMER0-4519,NC_000913.2
G7030,b1894,1976963,1977239,G7030-MONOMER,,MONOMER0-4225,NC_000913.2
G6511,b0990,1050683,1050896,G6511-MONOMER,,G6511-MONOMER,NC_000913.2
G6086,b0022,20232,20508,G6086-MONOMER,,G6086-MONOMER,NC_000913.2
EG11592,b0631,661601,661865,EG11592-MONOMER,,EG11592-MONOMER,NC_000913.2
G7574,b3024,3167305,3167698,G7574-MONOMER,,G7574-MONOMER,NC_000913.2
G7584,b3045,3184531,3185437,G7584-MONOMER,,MONOMER0-4449,NC_000913.2
EG11404,b1203,1255943,1257035,EG11404-MONOMER,,CPLX0-8240,NC_000913.2
G6724,b1403,1466807,1467173,G6724-MONOMER,,MONOMER0-4250,NC_000913.2
G7193,b2301,2417862,2418507,G7193-MONOMER,,CPLX0-8573,NC_000913.2
G6224,b0373,391825,392125,G6224-MONOMER,,MONOMER0-4242,NC_000913.2
G58,b0459,478590,479142,G58-MONOMER,,MALTACETYLTRAN-CPLX,NC_000913.2
G7852,b4189,4414463,4414793,G7852-MONOMER,,G7852-MONOMER,NC_000913.2
G7046,b1953,2023009,2023237,G7046-MONOMER,,G7046-MONOMER,NC_000913.2
G7481,b2861,2995256,2995622,G7481-MONOMER,,MONOMER0-4252,NC_000913.2
EG11534,b3687,3865031,3865445,EG11534-MONOMER,,CPLX0-8108,NC_000913.2
G6212,b0360,380574,380940,G6212-MONOMER,,CPLX0-7417,NC_000913.2
EG10452,b2306,2421757,2422531,EG10452-MONOMER,,ABC-3-CPLX // ABC-14-CPLX,NC_000913.2
G7647,b3153,3296995,3297514,G7647-MONOMER,,G7647-MONOMER,NC_000913.2
EG10129,b1710,1791581,1792133,EG10129-MONOMER,,BTUE-MONOMER,NC_000913.2
G7150,b2192,2287086,2288103,G7150-MONOMER,,MONOMER0-4238,NC_000913.2
EG12177,b4137,4363040,4363379,EG12177-MONOMER,,CPLX0-3938,NC_000913.2
G6533,b1026,1093497,1094364,G6533-MONOMER,,MONOMER0-4443,NC_000913.2
EG12124,b2309,2424027,2424810,EG12124-MONOMER,,ABC-14-CPLX,NC_000913.2
G6146,b0275,290294,290570,G6146-MONOMER,,MONOMER0-4227,NC_000913.2
G7194,b2302,2418642,2419290,G7194-MONOMER,,CPLX0-7806,NC_000913.2
G7059,b1971,2037501,2038506,G7059-MONOMER,,CPLX0-8213,NC_000913.2
G7894,b4272,4496294,4496660,G7894-MONOMER,,MONOMER0-4254,NC_000913.2
EG11535,b3686,3864491,3864920,EG11535-MONOMER,,CPLX0-8107,NC_000913.2
G7092,b2030,2099918,2100935,G7092-MONOMER,,MONOMER0-4237,NC_000913.2
G7683,b3238,3383559,3383823,G7683-MONOMER,,G7683-MONOMER,NC_000913.2
G6138,b0264,278401,278905,G6138-MONOMER,,G6138-MONOMER,NC_000913.2
EG11470,b3826,4008222,4009023,EG11470-MONOMER,,EG11470-MONOMER,NC_000913.2
G7532,b2962,3102114,3102390,G7532-MONOMER,,G7532-MONOMER,NC_000913.2
EG11727,b3717,3896044,3896632,EG11727-MONOMER,,EG11727-MONOMER,NC_000913.2
EG10011,b0006,5682,6459,EG10011-MONOMER,,EG10011-MONOMER,NC_000913.2
EG10293,b0584,609476,611717,EG10293-MONOMER,,CPLX0-1941,NC_000913.2
G6756,b1445,1515412,1515586,G6756-MONOMER,,G6756-MONOMER,NC_000913.2
EG10155,b2155,2242799,2244791,EG10155-MONOMER,,CPLX0-8553,NC_000913.2
EG11206,b4011,4211256,4211640,EG11206-MONOMER,,EG11206-MONOMER,NC_000913.2
G7368,b2633,2766686,2767508,G7368-MONOMER,,G7368-MONOMER,NC_000913.2
G7060,b1972,2038506,2039142,G7060-MONOMER,,CPLX0-8213,NC_000913.2
G7274,b2444,2559389,2559635,G7274-MONOMER,,G7274-MONOMER,NC_000913.2
EG11644,b1536,1622128,1622521,EG11644-MONOMER,,EG11644-MONOMER,NC_000913.2
G7119,b2082,2165325,2165544,G7119-MONOMER,,G7119-MONOMER,NC_000913.2
EG12657,b3029,3171163,3171478,EG12657-MONOMER,,CPLX0-3141,NC_000913.2
G6829,b1556,1638393,1638609,G6829-MONOMER,,G6829-MONOMER,NC_000913.2
EG11533,b1205,1258013,1258292,EG11533-MONOMER,,EG11533-MONOMER,NC_000913.2
G6693,b1370,1425769,1426750,G6693-MONOMER,,G6693-MONOMER,NC_000913.2
EG11734,b1020,1084214,1085279,EG11734-MONOMER,,EG11734-MONOMER,NC_000913.2
G6595,b1151,1204953,1205365,G6595-MONOMER,,G6595-MONOMER,NC_000913.2
EG10572,b2781,2907915,2908707,EG10572-MONOMER,,CPLX0-7692,NC_000913.2
G6314,b0559,579102,579309,G6314-MONOMER,,G6314-MONOMER,NC_000913.2
G6839,b1581,1651950,1653165,G6839-MONOMER,,G6839-MONOMER,NC_000913.2
G6151,b0280,294362,294803,G6151-MONOMER,,G6151-MONOMER,NC_000913.2
EG11890,b3506,3651983,3652550,EG11890-MONOMER,,EG11890-MONOMER,NC_000913.2
G6128,b0253,267320,268184,G6128-MONOMER,,G6128-MONOMER,NC_000913.2
EG10978,b3228,3374300,3374798,EG10978-MONOMER,,CPLX0-2681,NC_000913.2
EG12370,b1140,1198901,1200029,EG12370-MONOMER,,EG12370-MONOMER,NC_000913.2
G7872,b4217,4437609,4437816,G7872-MONOMER,,G7872-MONOMER,NC_000913.2
EG10898,b3202,3342738,3344172,EG10898-MONOMER,,RNAP54-CPLX,NC_000913.2
EG10713,b4106,4322399,4323188,EG10713-MONOMER,,ABC-23-CPLX,NC_000913.2
EG10436,b4174,4400060,4401320,EG10436-MONOMER,,CPLX0-2982,NC_000913.2
G6838,b1580,1650919,1651939,G6838-MONOMER,,G6838-MONOMER,NC_000913.2
G7910,b4297,4520149,4522117,G7910-MONOMER,,G7910-MONOMER,NC_000913.2
G6407,b0790,822958,823720,G6407-MONOMER,,G6407-MONOMER,NC_000913.2
G7365,b2630,2763939,2765013,G7365-MONOMER,,CPLX0-8095 // CPLX0-7909,NC_000913.2
EG10612,b4351,4584971,4585886,EG10612-MONOMER,,EG10612-MONOMER,NC_000913.2
G7232,b2363,2473894,2474200,G7232-MONOMER,,G7232-MONOMER,NC_000913.2
EG10460,b4348,4578090,4579485,EG10460-MONOMER,,CPLX0-3958,NC_000913.2
G7084,b2004,2075135,2075504,G7084-MONOMER,,G7084-MONOMER,NC_000913.2
EG10211,b1961,2028922,2030341,EG10211-MONOMER,,EG10211-MONOMER,NC_000913.2
G6826,b1553,1637053,1637551,G6826-MONOMER,,G6826-MONOMER,NC_000913.2
EG10668,b1335,1397744,1398260,EG10668-MONOMER,,EG10668-MONOMER,NC_000913.2
G6688,b1365,1423400,1423664,G6688-MONOMER,,G6688-MONOMER,NC_000913.2
EG10458,b4349,4579481,4581071,EG10458-MONOMER,,CPLX0-3958,NC_000913.2
G6311,b0556,577329,577791,G6311-MONOMER,,G6311-MONOMER,NC_000913.2
EG11071,b2894,3036868,3037765,EG11071-MONOMER,,CPLX0-3959,NC_000913.2
G6148,b0277,291545,292172,G6148-MONOMER,,G6148-MONOMER,NC_000913.2
EG10651,b2159,2248861,2249719,EG10651-MONOMER,,EG10651-MONOMER,NC_000913.2
G6124,b0249,264527,264767,G6124-MONOMER,,G6124-MONOMER,NC_000913.2
EG11619,b1114,1169740,1173187,EG11619-MONOMER,,EG11619-MONOMER,NC_000913.2
EG12339,b0266,279650,279959,EG12339-MONOMER,,EG12339-MONOMER,NC_000913.2
EG10925,b1863,1944878,1945400,EG10925-MONOMER,,RUVABC-CPLX,NC_000913.2
EG11303,b1576,1647817,1648009,EG11303-MONOMER,,EG11303-MONOMER,NC_000913.2
EG10624,b2831,2967683,2968373,EG10624-MONOMER,,MUTHLS-CPLX,NC_000913.2
EG10779,b1307,1367416,1367638,EG10779-MONOMER,,EG10779-MONOMER,NC_000913.2
EG11296,b4389,4623934,4625317,EG11296-MONOMER,,EG11296-MONOMER,NC_000913.2
EG10302,b0150,167483,169727,EG10302-MONOMER,,CPLX0-1942,NC_000913.2
EG10832,b2565,2699762,2700491,EG10832-MONOMER,,EG10832-MONOMER,NC_000913.2
G7362,b2627,2759372,2761562,G7362-MONOMER,,G7362-MONOMER,NC_000913.2
EG10329,b3635,3808365,3809175,EG10329-MONOMER,,EG10329-MONOMER,NC_000913.2
G7229,b2360,2472053,2472878,G7229-MONOMER,,G7229-MONOMER,NC_000913.2
EG11193,b3645,3815782,3816607,EG11193-MONOMER,,EG11193-MONOMER,NC_000913.2
G7081,b2001,2072802,2074335,G7081-MONOMER,,G7081-MONOMER,NC_000913.2
EG11068,b1960,2028471,2028942,EG11068-MONOMER,,EG11068-MONOMER,NC_000913.2
G6823,b1550,1635632,1635806,G6823-MONOMER,,G6823-MONOMER,NC_000913.2
EG10662,b1633,1709546,1710182,EG10662-MONOMER,,EG10662-MONOMER,NC_000913.2
G6683,b1359,1419142,1420000,G6683-MONOMER,,G6683-MONOMER,NC_000913.2
EG10625,b2733,2855114,2857676,EG10625-MONOMER,,MUTHLS-CPLX,NC_000913.2
G6589,b1145,1201481,1202156,G6589-MONOMER,,G6589-MONOMER,NC_000913.2
G7117,b2080,2163212,2163545,G7117-MONOMER,,G7117-MONOMER,NC_000913.2
G6308,b0552,573959,574976,G6308-MONOMER,,MONOMER0-4234,NC_000913.2
EG11222,b2068,2144715,2145564,EG11222-MONOMER,,EG11222-MONOMER,NC_000913.2
G6143,b0271,286012,287623,G6143-MONOMER,,G6143-MONOMER,NC_000913.2
EG10037,b2212,2306712,2307363,EG10037-MONOMER,,EG10037-MONOMER,NC_000913.2
G6121,b0246,262913,263231,G6121-MONOMER,,G6121-MONOMER,NC_000913.2
EG11073,b1749,1830451,1831258,EG11073-MONOMER,,EG11073-MONOMER,NC_000913.2
EG12203,b1557,1639362,1639578,EG12203-MONOMER,,EG12203-MONOMER,NC_000913.2
EG12717,b3068,3212988,3213495,EG12717-MONOMER,,EG12717-MONOMER,NC_000913.2
EG11300,b1571,1646531,1646687,EG11300-MONOMER,,EG11300-MONOMER,NC_000913.2
EG10736,b0708,738729,740148,EG10736-MONOMER,,EG10736-MONOMER,NC_000913.2
EG10776,b1304,1366102,1366771,EG10776-MONOMER,,EG10776-MONOMER,NC_000913.2
EG11871,b3385,3511652,3512411,EG11871-MONOMER,,GPH-MONOMER,NC_000913.2
G7379,b2644,2774407,2774890,G7379-MONOMER,,G7379-MONOMER,NC_000913.2
EG11058,b2580,2714775,2715465,EG11058-MONOMER,,EG11058-MONOMER,NC_000913.2
G7359,b2623,2755665,2756622,G7359-MONOMER,,G7359-MONOMER,NC_000913.2
EG10627,b2961,3101034,3102087,EG10627-MONOMER,,EG10627-MONOMER,NC_000913.2
G7226,b2357,2470408,2470903,G7226-MONOMER,,G7226-MONOMER,NC_000913.2
EG10986,b3549,3711114,3711678,EG10986-MONOMER,,EG10986-MONOMER,NC_000913.2
G6820,b1546,1632333,1632909,G6820-MONOMER,,G6820-MONOMER,NC_000913.2
EG10834,b0472,493628,494234,EG10834-MONOMER,,EG10834-MONOMER,NC_000913.2
G6680,b1356,1417788,1418265,G6680-MONOMER,,G6680-MONOMER,NC_000913.2
EG10534,b2411,2526182,2528198,EG10534-MONOMER,,EG10534-MONOMER,NC_000913.2
G6586,b1142,0,312,G6586-MONOMER,,G6586-MONOMER,b1142
G6992,b1808,1889348,1891259,G6992-MONOMER,,G6992-MONOMER,NC_000913.2
G6305,b0549,572306,572597,G6305-MONOMER,,G6305-MONOMER,NC_000913.2
