Transcription-Units,Genes of transcription unit,Direction
TU220H-976,SGL_RS08310,+
TU220H-1587,SGL_RS12855,+
TU220H-2276,SGL_RS17995,-
TU220H-233,SGL_RS02960 // SGL_RS02955,-
TU220H-682,SGL_RS06175,+
TU220H-1648,SGL_RS13310,-
TU220H-2129,SGL_RS16910 // SGL_RS16905,-
TU220H-1748,SGL_RS14075,+
TU220H-2521,SGL_RS17180,-
TU220H-2147,SGL_RS17065,-
TU220H-1449,SGL_RS11835 // SGL_RS11830,-
TU220H-23,SGL_RS00845,-
TU220H-1966,SGL_RS15700,-
TU220H-1671,SGL_RS13470,+
TU220H-2903,SGL_RS02935,-
TU220H-1696,SGL_RS13670 // SGL_RS13665,+
TU220H-962,SGL_RS08205 // SGL_RS08200,-
TU220H-89,SGL_RS18375,+
TU220H-792,SGL_RS06890 // SGL_RS06885,-
TU220H-291,SGL_RS03345,-
TU220H-2644,SGL_RS13165,+
TU220H-2070,SGL_RS16445,-
TU220H-2558,SGL_RS15675,-
TU220H-820,SGL_RS07090,-
TU220H-2907,SGL_RS02765,+
TU220H-581,SGL_RS05435,-
TU220H-1011,SGL_RS08595,-
TU220H-1238,SGL_RS10300,-
TU220H-2057,SGL_RS16330,+
TU220H-618,SGL_RS05690,-
TU220H-1102,SGL_RS09240,-
TU220H-880,SGL_RS07565 // SGL_RS07560,-
TU220H-1069,SGL_RS09015,+
TU220H-391,SGL_RS04100,-
TU220H-1186,SGL_RS09895,+
TU220H-909,SGL_RS07790,-
TU220H-527,SGL_RS05040,+
TU220H-740,SGL_RS06515,-
TU220H-207,SGL_RS02785 // SGL_RS02780,+
TU220H-2026,SGL_RS16150 // SGL_RS16145 // SGL_RS16140 // SGL_RS16135 // SGL_RS16130 // SGL_RS19090,-
TU220H-827,SGL_RS07130,-
TU220H-1771,SGL_RS14255 // SGL_RS14250,-
TU220H-1133,SGL_RS09440,+
TU220H-163,SGL_RS02400,-
TU220H-1017,SGL_RS08635,-
TU220H-1912,SGL_RS15345,+
TU220H-8,SGL_RS00710 // SGL_RS00705 // SGL_RS00700 // SGL_RS00695 // SGL_RS00690,+
TU220H-491,SGL_RS04800,-
TU220H-2791,SGL_RS07855,+
TU220H-625,SGL_RS05735,-
TU220H-1809,SGL_RS14550,+
TU220H-1294,SGL_RS10665,+
TU220H-1755,SGL_RS14120,-
TU220H-2027,SGL_RS16155,-
TU220H-2828,SGL_RS06900,+
TU220H-2180,SGL_RS17305,+
TU220H-681,SGL_RS06170,+
TU220H-2256,SGL_RS17845,+
TU220H-2399,SGL_RS00570,+
TU220H-22,SGL_RS00830 // SGL_RS00825 // SGL_RS00820,-
TU220H-2785,SGL_RS08080,+
TU220H-2134,SGL_RS16945,+
TU220H-1838,SGL_RS14775,+
TU220H-1394,SGL_RS11385,-
TU220H-1744,SGL_RS14015,-
TU220H-2738,SGL_RS10135,-
TU220H-2365,SGL_RS00330,+
TU220H-1424,SGL_RS11625,-
TU220H-1960,SGL_RS15660,-
TU220H-433,SGL_RS04395 // SGL_RS04390,+
TU220H-2087,SGL_RS16565,+
TU220H-88,SGL_RS18370,+
TU220H-2878,SGL_RS04335,-
TU220H-1781,SGL_RS14340 // SGL_RS14335,-
TU220H-381,SGL_RS04050,-
TU220H-564,SGL_RS05295,+
TU220H-1237,SGL_RS10295,-
TU220H-2506,SGL_RS17685,+
TU220H-2319,SGL_RS18320 // SGL_RS18315,+
TU220H-953,SGL_RS08125,+
TU220H-2655,SGL_RS18980,-
TU220H-879,SGL_RS07555,-
TU220H-1068,SGL_RS09010,+
TU220H-2121,SGL_RS16810,+
TU220H-181,SGL_RS02560,-
TU220H-1185,SGL_RS09890,+
TU220H-2635,SGL_RS13285,-
TU220H-1465,SGL_RS18940,+
TU220H-2468,SGL_RS01865,+
TU220H-725,SGL_RS06425,+
TU220H-2489,SGL_RS00135,+
TU220H-2126,SGL_RS16870 // SGL_RS16865 // SGL_RS16860,-
TU220H-1995,SGL_RS15895,+
TU220H-350,SGL_RS03800,-
TU220H-1962,SGL_RS15670,+
TU220H-490,SGL_RS04795 // SGL_RS04790,-
TU220H-148,SGL_RS02285,+
TU220H-2496,SGL_RS18085,-
TU220H-1293,SGL_RS10660 // SGL_RS10655 // SGL_RS10650,+
TU220H-1531,SGL_RS12460,+
TU220H-2532,SGL_RS19495,+
TU220H-2643,SGL_RS13195,-
TU220H-2936,SGL_RS19400,-
TU220H-408,SGL_RS04210,+
TU220H-21,SGL_RS00815 // SGL_RS00810,+
TU220H-2809,SGL_RS07535,+
TU220H-1586,SGL_RS12850,+
TU220H-232,SGL_RS02950 // SGL_RS02945,+
TU220H-1711,SGL_RS13765,-
TU220H-680,SGL_RS06165,+
TU220H-1645,SGL_RS13295,-
TU220H-2021,SGL_RS16055 // SGL_RS16050,-
TU220H-986,SGL_RS08405 // SGL_RS08400 // SGL_RS08395 // SGL_RS08390,+
TU220H-1704,SGL_RS13720 // SGL_RS13715,-
TU220H-1379,SGL_RS11290,-
TU220H-2099,SGL_RS16640,+
TU220H-2449,SGL_RS01720,-
TU220H-1965,SGL_RS15695,-
TU220H-87,SGL_RS18365,+
TU220H-290,SGL_RS03340 // SGL_RS03335,-
TU220H-238,SGL_RS02995,+
TU220H-1868,SGL_RS15000,-
TU220H-819,SGL_RS07085,-
TU220H-1010,SGL_RS08590,+
TU220H-1493,SGL_RS12160,-
TU220H-1331,SGL_RS10955,+
TU220H-1236,SGL_RS10290,+
TU220H-2827,SGL_RS07040,+
TU220H-617,SGL_RS05680 // SGL_RS05675,-
TU220H-1140,SGL_RS09535 // SGL_RS09530 // SGL_RS09525 // SGL_RS09520 // SGL_RS09515 // SGL_RS09510 // SGL_RS09505 // SGL_RS18860,+
TU220H-878,SGL_RS07550,-
TU220H-2857,SGL_RS05345,-
TU220H-1067,SGL_RS09005,+
TU220H-1184,SGL_RS09885,+
TU220H-938,SGL_RS08030,+
TU220H-2577,SGL_RS15040,-
TU220H-555,SGL_RS05240,-
TU220H-2799,SGL_RS07705,-
TU220H-1088,SGL_RS09150,-
TU220H-1967,SGL_RS15705,+
TU220H-2671,SGL_RS12280,-
TU220H-826,SGL_RS07125 // SGL_RS07120,-
TU220H-1685,SGL_RS13555 // SGL_RS13550,-
TU220H-133,SGL_RS02190,+
TU220H-624,SGL_RS05730 // SGL_RS05725,-
TU220H-7,SGL_RS00685,+
TU220H-711,SGL_RS06355,+
TU220H-1475,SGL_RS12030 // SGL_RS12025,+
TU220H-2698,SGL_RS11470,-
TU220H-489,SGL_RS04785,+
TU220H-335,SGL_RS03675 // SGL_RS03670,+
TU220H-1292,SGL_RS10630,-
TU220H-2413,SGL_RS01445 // SGL_RS01440 // SGL_RS01435 // SGL_RS01430,+
TU220H-2025,SGL_RS16115 // SGL_RS16110 // SGL_RS16105,-
TU220H-2836,SGL_RS06685,-
TU220H-1628,SGL_RS13150,-
TU220H-20,SGL_RS00805 // SGL_RS00800,-
TU220H-679,SGL_RS06160 // SGL_RS06155,-
TU220H-2722,SGL_RS10430,+
TU220H-2007,SGL_RS15965 // SGL_RS15960,+
TU220H-2504,SGL_RS17855,+
TU220H-2932,SGL_RS02145,-
TU220H-1736,SGL_RS13945,-
TU220H-2230,SGL_RS17670,+
TU220H-1915,SGL_RS15375 // SGL_RS15370,+
TU220H-1348,SGL_RS11070,+
TU220H-2649,SGL_RS12985,-
TU220H-2186,SGL_RS17355 // SGL_RS17350,+
TU220H-2604,SGL_RS14040,-
TU220H-1123,SGL_RS09385 // SGL_RS09380,+
TU220H-2207,SGL_RS17510,+
TU220H-86,SGL_RS18355,+
TU220H-2716,SGL_RS10715,+
TU220H-289,SGL_RS03330,-
TU220H-1530,SGL_RS12455,+
TU220H-1109,SGL_RS09290,-
TU220H-1235,SGL_RS10285,+
TU220H-2662,SGL_RS12465,-
TU220H-923,SGL_RS07910,+
TU220H-371,SGL_RS03970,-
TU220H-877,SGL_RS07545 // SGL_RS07540,-
TU220H-1066,SGL_RS09000,-
TU220H-2334,SGL_RS00050,+
TU220H-1183,SGL_RS09875,+
TU220H-171,SGL_RS02465,+
TU220H-754,SGL_RS06595,-
TU220H-2549,SGL_RS16100,+
TU220H-1363,SGL_RS11165 // SGL_RS11160,-
TU220H-2579,SGL_RS15030,-
TU220H-2601,SGL_RS14135,-
TU220H-2195,SGL_RS17420,+
TU220H-2925,SGL_RS02330,-
TU220H-1884,SGL_RS15110 // SGL_RS15105,-
TU220H-541,SGL_RS05145 // SGL_RS05140,+
TU220H-2387,SGL_RS00475 // SGL_RS00470,+
TU220H-1787,SGL_RS14385 // SGL_RS14380 // SGL_RS14375,-
TU220H-1988,SGL_RS15840,+
TU220H-2712,SGL_RS10820,+
TU220H-1504,SGL_RS12235,-
TU220H-420,SGL_RS04290,-
TU220H-6,SGL_RS00680 // SGL_RS00675,+
TU220H-488,SGL_RS04780,+
TU220H-2588,SGL_RS14620,+
TU220H-118,SGL_RS02050,-
TU220H-2236,SGL_RS17735,-
TU220H-2877,SGL_RS04360,-
TU220H-1941,SGL_RS15545,-
TU220H-320,SGL_RS03530,+
TU220H-1291,SGL_RS10625,-
TU220H-2056,SGL_RS16325,+
TU220H-2359,SGL_RS18485,-
TU220H-2433,SGL_RS01575,+
TU220H-2024,SGL_RS16095 // SGL_RS16090,-
TU220H-2272,SGL_RS17955,-
TU220H-1450,SGL_RS11850 // SGL_RS11845,-
TU220H-1585,SGL_RS12840,+
TU220H-678,SGL_RS06150,+
TU220H-231,SGL_RS02940,+
TU220H-1769,SGL_RS14240,-
TU220H-2520,SGL_RS17185,+
TU220H-1837,SGL_RS14770,+
TU220H-2221,SGL_RS17600,-
TU220H-1799,SGL_RS14485,-
TU220H-2546,SGL_RS16395,+
TU220H-2448,SGL_RS01715 // SGL_RS01710 // SGL_RS01705 // SGL_RS01700,+
TU220H-2217,SGL_RS17565,-
TU220H-1964,SGL_RS15685,+
TU220H-2080,SGL_RS16520,-
TU220H-961,SGL_RS08185,-
TU220H-85,SGL_RS18350,+
TU220H-791,SGL_RS06860 // SGL_RS06855,+
TU220H-288,SGL_RS03325,+
TU220H-2074,SGL_RS16490,-
TU220H-818,SGL_RS07080,-
TU220H-1009,SGL_RS08585 // SGL_RS08580,+
TU220H-1234,SGL_RS10280,+
TU220H-616,SGL_RS05670,-
TU220H-876,SGL_RS07530,-
TU220H-1065,SGL_RS08995,-
TU220H-390,SGL_RS04095,+
TU220H-2598,SGL_RS14275,-
TU220H-1182,SGL_RS09870,+
TU220H-2581,SGL_RS15010,+
TU220H-2685,SGL_RS11770,+
TU220H-908,SGL_RS07785 // SGL_RS07780,-
TU220H-2585,SGL_RS14745,+
TU220H-526,SGL_RS05035,+
TU220H-739,SGL_RS06510,-
TU220H-188,SGL_RS02615,-
TU220H-364,SGL_RS03905 // SGL_RS03900 // SGL_RS03895,-
TU220H-2241,SGL_RS17775,-
TU220H-1905,SGL_RS15290,+
TU220H-162,SGL_RS02395 // SGL_RS02390,-
TU220H-5,SGL_RS00660 // SGL_RS00655,-
TU220H-487,SGL_RS04775,+
TU220H-1559,SGL_RS12655,+
TU220H-1290,SGL_RS10620,-
TU220H-2430,SGL_RS01555 // SGL_RS01550 // SGL_RS01545,+
TU220H-2155,SGL_RS17155 // SGL_RS17150 // SGL_RS17145 // SGL_RS17140,+
TU220H-2023,SGL_RS16075,+
TU220H-1346,SGL_RS11060,-
TU220H-1706,SGL_RS13730,+
TU220H-2916,SGL_RS02540,+
TU220H-677,SGL_RS06145,+
TU220H-2168,SGL_RS17230,-
TU220H-2379,SGL_RS00420 // SGL_RS00415,-
TU220H-1892,SGL_RS15170,+
TU220H-2820,SGL_RS07200,+
TU220H-2619,SGL_RS13660,-
TU220H-1393,SGL_RS11380,-
TU220H-573,SGL_RS05360,+
TU220H-2899,SGL_RS03220,-
TU220H-84,SGL_RS19295 // SGL_RS18345,+
TU220H-287,SGL_RS03320,+
TU220H-1693,SGL_RS13640,+
TU220H-563,SGL_RS05290,+
TU220H-1233,SGL_RS10275,+
TU220H-2022,SGL_RS16070 // SGL_RS16065 // SGL_RS16060,+
TU220H-1351,SGL_RS11085,-
TU220H-952,SGL_RS08120,+
TU220H-1064,SGL_RS08990,+
TU220H-2120,SGL_RS16805,-
TU220H-1181,SGL_RS09865,-
TU220H-1094,SGL_RS09185,+
TU220H-1447,SGL_RS11820,-
TU220H-2467,SGL_RS01860,+
TU220H-199,SGL_RS02720 // SGL_RS02715,+
TU220H-2886,SGL_RS04025,+
TU220H-1321,SGL_RS10895,+
TU220H-724,SGL_RS06420,+
TU220H-1786,SGL_RS14370,+
TU220H-779,SGL_RS06750 // SGL_RS06745,+
TU220H-2323,SGL_RS00605,-
TU220H-513,SGL_RS04945,+
TU220H-1596,SGL_RS12910,-
TU220H-1993,SGL_RS15885,+
TU220H-349,SGL_RS19170,+
TU220H-4,SGL_RS00645,-
TU220H-1474,SGL_RS12020,+
TU220H-2708,SGL_RS11140,-
TU220H-486,SGL_RS04770,+
TU220H-1910,SGL_RS15320,+
TU220H-147,SGL_RS02280,+
TU220H-2420,SGL_RS01490,+
TU220H-1940,SGL_RS15540,+
TU220H-1289,SGL_RS10615,-
TU220H-2055,SGL_RS16320,-
TU220H-1529,SGL_RS12450,+
