Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
USA300HOU_RS12900-MONOMER	USA300HOU_RS12900	DUF3139 domain-containing protein	
USA300HOU_RS00930-MONOMER	USA300HOU_RS00930	DUF2294 domain-containing protein	
USA300HOU_RS04145-MONOMER	USA300HOU_RS04145	RNase adapter RapZ	CCI-CYTOSOL-GP
USA300HOU_RS10565-MONOMER	USA300HOU_RS10565	staphylokinase	CCI-EXTRACELLULAR-GP
USA300HOU_RS13860-MONOMER	USA300HOU_RS13860	hypothetical protein	
USA300HOU_RS12060-MONOMER	USA300HOU_RS12060	50S ribosomal protein L36	CCI-CYTOSOL-GP
USA300HOU_RS00125-MONOMER	USA300HOU_RS00125	LPXTG-anchored adenosine synthase AdsA	CCI-CW-BAC-POS-GP
USA300HOU_RS14890-MONOMER	USA300HOU_RS14890	protein rep	
USA300HOU_RS03070-MONOMER	USA300HOU_RS03070	heme-dependent peroxidase	
USA300HOU_RS08025-MONOMER	USA300HOU_RS08025	hypothetical protein	
USA300HOU_RS11770-MONOMER	USA300HOU_RS11770	YjiH family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00675-MONOMER	USA300HOU_RS00675	NAD-dependent epimerase/dehydratase family protein	
USA300HOU_RS01510-MONOMER	USA300HOU_RS01510	type VII secretion protein EssC	CCI-PM-BAC-POS-GP
USA300HOU_RS11095-MONOMER	USA300HOU_RS11095	3-isopropylmalate dehydratase small subunit	CCI-CYTOSOL-GP
USA300HOU_RS10420-MONOMER	USA300HOU_RS10420	cysteine hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS03515-MONOMER	USA300HOU_RS03515	dihydroxyacetone kinase subunit DhaK	CCI-CYTOSOL-GP
USA300HOU_RS02740-MONOMER	USA300HOU_RS02740	NupC/NupG family nucleoside CNT transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS13375-MONOMER	USA300HOU_RS13375	staphylopine-dependent metal ABC transporter substrate-binding protein CntA	CCI-CW-BAC-POS-GP
USA300HOU_RS08785-MONOMER	USA300HOU_RS08785	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08110-MONOMER	USA300HOU_RS08110	thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha	CCI-CYTOSOL-GP
USA300HOU_RS00385-MONOMER	USA300HOU_RS00385	ATP-binding cassette domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10110-MONOMER	USA300HOU_RS10110	glutamate-1-semialdehyde 2,1-aminomutase	CCI-CYTOSOL-GP
USA300HOU_RS11450-MONOMER	USA300HOU_RS11450	transcription termination factor Rho	CCI-CYTOSOL-GP
USA300HOU_RS00685-MONOMER	USA300HOU_RS00685	glycosyltransferase family 4 protein	CCI-CYTOSOL-GP
USA300HOU_RS05910-MONOMER	USA300HOU_RS05910	N-acetyltransferase	
USA300HOU_RS05010-MONOMER	USA300HOU_RS05010	enoyl-ACP reductase FabI	CCI-PM-BAC-POS-GP
USA300HOU_RS01860-MONOMER	USA300HOU_RS01860	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04150-MONOMER	USA300HOU_RS04150	YvcK family protein	
USA300HOU_RS05475-MONOMER	USA300HOU_RS05475	UPF0223 family protein	
USA300HOU_RS10595-MONOMER	USA300HOU_RS10595	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS13865-MONOMER	USA300HOU_RS13865	L-glutamate gamma-semialdehyde dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS02745-MONOMER	USA300HOU_RS02745	CtsR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS04360-MONOMER	USA300HOU_RS04360	nitroreductase	CCI-CYTOSOL-GP
USA300HOU_RS10630-MONOMER	USA300HOU_RS10630	phage tail protein	
USA300HOU_RS11775-MONOMER	USA300HOU_RS11775	iron chelate uptake ABC transporter family permease subunit	CCI-PM-BAC-POS-GP
USA300HOU_RS09120-MONOMER	USA300HOU_RS09120	30S ribosomal protein S4	CCI-CYTOSOL-GP
USA300HOU_RS09575-MONOMER	USA300HOU_RS09575	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS11370-MONOMER	USA300HOU_RS11370	F0F1 ATP synthase subunit alpha	CCI-CYTOSOL-GP // CCI-PM-BAC-POS-GP
CPLX2KSB-55	USA300HOU_RS01640 // USA300HOU_RS01645	ABC transporter	
USA300HOU_RS05485-MONOMER	USA300HOU_RS05485	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS16015-MONOMER	USA300HOU_RS16015	hypothetical protein	
USA300HOU_RS02215-MONOMER	USA300HOU_RS02215	tandem-type lipoprotein Lpl5	
USA300HOU_RS07520-MONOMER	USA300HOU_RS07520	demethylmenaquinone methyltransferase	
USA300HOU_RS12220-MONOMER	USA300HOU_RS12220	AEC family transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS06525-MONOMER	USA300HOU_RS06525	DNA mismatch repair protein MutS	CCI-CYTOSOL-GP
USA300HOU_RS11310-MONOMER	USA300HOU_RS11310	thiaminase II	CCI-CYTOSOL-GP
USA300HOU_RS03725-MONOMER	USA300HOU_RS03725	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08270-MONOMER	USA300HOU_RS08270	rhomboid family intramembrane serine protease	CCI-PM-BAC-POS-GP
USA300HOU_RS06140-MONOMER	USA300HOU_RS06140	ribulose-phosphate 3-epimerase	CCI-CYTOSOL-GP
USA300HOU_RS11160-MONOMER	USA300HOU_RS11160	PP2C family protein-serine/threonine phosphatase	CCI-CYTOSOL-GP
USA300HOU_RS08630-MONOMER	USA300HOU_RS08630	tRNA 2-thiouridine(34) synthase MnmA	CCI-CYTOSOL-GP
USA300HOU_RS06265-MONOMER	USA300HOU_RS06265	ADP-forming succinate--CoA ligase subunit beta	CCI-CYTOSOL-GP
USA300HOU_RS04565-MONOMER	USA300HOU_RS04565	DUF72 domain-containing protein	
USA300HOU_RS12905-MONOMER	USA300HOU_RS12905	MarR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS00920-MONOMER	USA300HOU_RS00920	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS13870-MONOMER	USA300HOU_RS13870	sugar O-acetyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS01515-MONOMER	USA300HOU_RS01515	type VII secretion substrate EsaC	CCI-CYTOSOL-GP
USA300HOU_RS02750-MONOMER	USA300HOU_RS02750	UvrB/UvrC motif-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS00130-MONOMER	USA300HOU_RS00130	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	CCI-CYTOSOL-GP
USA300HOU_RS09030-MONOMER	USA300HOU_RS09030	DNA polymerase III subunit alpha	CCI-CYTOSOL-GP
USA300HOU_RS07940-MONOMER	USA300HOU_RS07940	hypothetical protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS08545-MONOMER	USA300HOU_RS08545	divalent metal cation transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS10940-MONOMER	USA300HOU_RS10940	SdrH family protein	
USA300HOU_RS00700-MONOMER	USA300HOU_RS00700	superoxide dismutase	CCI-EXTRACELLULAR-GP
USA300HOU_RS08370-MONOMER	USA300HOU_RS08370	diacylglycerol kinase	CCI-PM-BAC-POS-GP
USA300HOU_RS09285-MONOMER	USA300HOU_RS09285	tRNA (guanosine(46)-N7)-methyltransferase TrmB	CCI-CYTOSOL-GP
USA300HOU_RS14855-MONOMER	USA300HOU_RS14855	IS6 family transposase	CCI-CYTOSOL-GP
USA300HOU_RS05135-MONOMER	USA300HOU_RS05135	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10165-MONOMER	USA300HOU_RS10165	recombination regulator RecX	CCI-CYTOSOL-GP
USA300HOU_RS08160-MONOMER	USA300HOU_RS08160	acetyl-CoA carboxylase biotin carboxyl carrier protein	CCI-CYTOSOL-GP
USA300HOU_RS03520-MONOMER	USA300HOU_RS03520	dihydroxyacetone kinase subunit L	
USA300HOU_RS07355-MONOMER	USA300HOU_RS07355	bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB	CCI-PM-BAC-POS-GP
USA300HOU_RS07910-MONOMER	USA300HOU_RS07910	helix-turn-helix domain-containing protein	
USA300HOU_RS13380-MONOMER	USA300HOU_RS13380	staphylopine dehydrogenase CntM	CCI-CYTOSOL-GP
USA300HOU_RS04845-MONOMER	USA300HOU_RS04845	LeuA family protein	
USA300HOU_RS02755-MONOMER	USA300HOU_RS02755	protein arginine kinase	CCI-CYTOSOL-GP
USA300HOU_RS02365-MONOMER	USA300HOU_RS02365	YibE/F family protein	
USA300HOU_RS04720-MONOMER	USA300HOU_RS04720	Na+/H+ antiporter Mnh1 subunit A	CCI-PM-BAC-POS-GP
USA300HOU_RS10760-MONOMER	USA300HOU_RS10760	DnaD domain-containing protein	
USA300HOU_RS04155-MONOMER	USA300HOU_RS04155	DNA-binding protein WhiA	CCI-CYTOSOL-GP
USA300HOU_RS03235-MONOMER	USA300HOU_RS03235	endonuclease III domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS13875-MONOMER	USA300HOU_RS13875	cell wall inhibition responsive protein CwrA	CCI-PM-BAC-POS-GP
USA300HOU_RS05745-MONOMER	USA300HOU_RS05745	succinate dehydrogenase flavoprotein subunit	CCI-CYTOSOL-GP
USA300HOU_RS00135-MONOMER	USA300HOU_RS00135	DUF3578 domain-containing protein	
USA300HOU_RS08030-MONOMER	USA300HOU_RS08030	SDR family oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS11785-MONOMER	USA300HOU_RS11785	ABC transporter substrate-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS11100-MONOMER	USA300HOU_RS11100	threonine ammonia-lyase IlvA	CCI-CYTOSOL-GP
USA300HOU_RS02760-MONOMER	USA300HOU_RS02760	ATP-dependent Clp protease ATP-binding subunit	CCI-CYTOSOL-GP
CPLX2KSB-54	USA300HOU_RS01455 // USA300HOU_RS01460 // USA300HOU_RS01450	ABC transporter	
USA300HOU_RS08945-MONOMER	USA300HOU_RS08945	dephospho-CoA kinase	CCI-CYTOSOL-GP
USA300HOU_RS05490-MONOMER	USA300HOU_RS05490	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS06810-MONOMER	USA300HOU_RS06810	CAP domain-containing protein	
USA300HOU_RS11470-MONOMER	USA300HOU_RS11470	fructose-bisphosphate aldolase	CCI-CYTOSOL-GP
USA300HOU_RS12225-MONOMER	USA300HOU_RS12225	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS08550-MONOMER	USA300HOU_RS08550	5-oxoprolinase subunit PxpA	CCI-CYTOSOL-GP
USA300HOU_RS10945-MONOMER	USA300HOU_RS10945	nitroreductase family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS11900-MONOMER	USA300HOU_RS11900	DeoR/GlpR family DNA-binding transcription regulator	
USA300HOU_RS00390-MONOMER	USA300HOU_RS00390	copper-translocating P-type ATPase	CCI-PM-BAC-POS-GP
USA300HOU_RS04050-MONOMER	USA300HOU_RS04050	fatty acid kinase binding subunit FakB1	CCI-CYTOSOL-GP
USA300HOU_RS12655-MONOMER	USA300HOU_RS12655	galactose mutarotase	CCI-CYTOSOL-GP
USA300HOU_RS05050-MONOMER	USA300HOU_RS05050	YueH family protein	
USA300HOU_RS12910-MONOMER	USA300HOU_RS12910	Hsp20/alpha crystallin family protein	
USA300HOU_RS00935-MONOMER	USA300HOU_RS00935	NAD-dependent formate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS03240-MONOMER	USA300HOU_RS03240	ABC transporter substrate-binding protein	CCI-CYTOSOL-GP
USA300HOU_RS04610-MONOMER	USA300HOU_RS04610	hypothetical protein	
USA300HOU_RS13880-MONOMER	USA300HOU_RS13880	heavy metal translocating P-type ATPase	CCI-PM-BAC-POS-GP
USA300HOU_RS12065-MONOMER	USA300HOU_RS12065	translation initiation factor IF-1	CCI-CYTOSOL-GP
USA300HOU_RS09580-MONOMER	USA300HOU_RS09580	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS14895-MONOMER	USA300HOU_RS14895	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07335-MONOMER	USA300HOU_RS07335	ribonuclease HI family protein	CCI-CW-BAC-POS-GP
USA300HOU_RS09830-MONOMER	USA300HOU_RS09830	DUF3267 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS06815-MONOMER	USA300HOU_RS06815	transcriptional repressor LexA	CCI-CYTOSOL-GP
USA300HOU_RS05915-MONOMER	USA300HOU_RS05915	bacillithiol biosynthesis cysteine-adding enzyme BshC	CCI-CYTOSOL-GP
USA300HOU_RS13385-MONOMER	USA300HOU_RS13385	D-histidine (S)-2-aminobutanoyltransferase CntL	CCI-CYTOSOL-GP
USA300HOU_RS11320-MONOMER	USA300HOU_RS11320	lytic transglycosylase SceD	CCI-EXTRACELLULAR-GP
USA300HOU_RS11135-MONOMER	USA300HOU_RS11135	SprT family protein	CCI-CYTOSOL-GP
USA300HOU_RS02770-MONOMER	USA300HOU_RS02770	DNA repair protein RadA	CCI-CYTOSOL-GP
USA300HOU_RS01980-MONOMER	USA300HOU_RS01980	helix-turn-helix domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS05015-MONOMER	USA300HOU_RS05015	cell elongation protein CozEa	CCI-PM-BAC-POS-GP
USA300HOU_RS06290-MONOMER	USA300HOU_RS06290	type I DNA topoisomerase	
USA300HOU_RS05495-MONOMER	USA300HOU_RS05495	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS13885-MONOMER	USA300HOU_RS13885	copper chaperone CopZ	CCI-CYTOSOL-GP
USA300HOU_RS02280-MONOMER	USA300HOU_RS02280	YbcC family protein	CCI-CYTOSOL-GP
USA300HOU_RS04365-MONOMER	USA300HOU_RS04365	thioredoxin family protein	CCI-CYTOSOL-GP
USA300HOU_RS04490-MONOMER	USA300HOU_RS04490	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS01670-MONOMER	USA300HOU_RS01670	sodium:solute symporter	CCI-PM-BAC-POS-GP
USA300HOU_RS11810-MONOMER	USA300HOU_RS11810	D-ornithine--citrate ligase SfaD	CCI-CYTOSOL-GP
USA300HOU_RS00690-MONOMER	USA300HOU_RS00690	O-antigen ligase family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS09290-MONOMER	USA300HOU_RS09290	phosphotransferase family protein	
USA300HOU_RS04060-MONOMER	USA300HOU_RS04060	ComF family protein	CCI-CYTOSOL-GP
USA300HOU_RS11375-MONOMER	USA300HOU_RS11375	F0F1 ATP synthase subunit delta	CCI-CYTOSOL-GP
CPLX2KSB-53	USA300HOU_RS12775 // USA300HOU_RS12770	ABC transporter	
USA300HOU_RS03525-MONOMER	USA300HOU_RS03525	PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM	CCI-CYTOSOL-GP
USA300HOU_RS02220-MONOMER	USA300HOU_RS02220	tandem-type lipoprotein Lpl6	
USA300HOU_RS02775-MONOMER	USA300HOU_RS02775	PIN/TRAM domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS11475-MONOMER	USA300HOU_RS11475	DUF2529 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS12230-MONOMER	USA300HOU_RS12230	membrane stabilizing protein MspA	CCI-PM-BAC-POS-GP
USA300HOU_RS06530-MONOMER	USA300HOU_RS06530	DNA mismatch repair endonuclease MutL	CCI-CYTOSOL-GP
USA300HOU_RS09270-MONOMER	USA300HOU_RS09270	M42 family metallopeptidase	CCI-CYTOSOL-GP
USA300HOU_RS09465-MONOMER	USA300HOU_RS09465	fluoride efflux transporter CrcB	CCI-PM-BAC-POS-GP
USA300HOU_RS03730-MONOMER	USA300HOU_RS03730	DASS family sodium-coupled anion symporter	CCI-PM-BAC-POS-GP
USA300HOU_RS11800-MONOMER	USA300HOU_RS11800	staphyloferrin A synthetase SfaB	CCI-CYTOSOL-GP
USA300HOU_RS10730-MONOMER	USA300HOU_RS10730	DUF1024 family protein	CCI-CYTOSOL-GP
USA300HOU_RS05020-MONOMER	USA300HOU_RS05020	alanine:cation symporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS12915-MONOMER	USA300HOU_RS12915	NarK/NasA family nitrate transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS04165-MONOMER	USA300HOU_RS04165	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	CCI-CYTOSOL-GP
USA300HOU_RS05500-MONOMER	USA300HOU_RS05500	spermidine/putrescine ABC transporter substrate-binding protein	
USA300HOU_RS13890-MONOMER	USA300HOU_RS13890	D-lactate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS12070-MONOMER	USA300HOU_RS12070	adenylate kinase	CCI-CYTOSOL-GP
USA300HOU_RS02780-MONOMER	USA300HOU_RS02780	glutamate--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS03075-MONOMER	USA300HOU_RS03075	phosphate acetyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS08035-MONOMER	USA300HOU_RS08035	pyrroline-5-carboxylate reductase	CCI-CYTOSOL-GP
USA300HOU_RS07340-MONOMER	USA300HOU_RS07340	hyperosmolarity resistance protein Ebh	
USA300HOU_RS01865-MONOMER	USA300HOU_RS01865	ABC-2 transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS08310-MONOMER	USA300HOU_RS08310	deoxyribonuclease IV	CCI-CYTOSOL-GP
USA300HOU_RS05505-MONOMER	USA300HOU_RS05505	DUF4064 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS06820-MONOMER	USA300HOU_RS06820	hypothetical protein	
USA300HOU_RS02785-MONOMER	USA300HOU_RS02785	serine O-acetyltransferase	
USA300HOU_RS02550-MONOMER	USA300HOU_RS02550	hypothetical protein	
USA300HOU_RS05920-MONOMER	USA300HOU_RS05920	division/cell wall cluster transcriptional repressor MraZ	CCI-CYTOSOL-GP
USA300HOU_RS13390-MONOMER	USA300HOU_RS13390	histidine racemase CntK	
USA300HOU_RS10305-MONOMER	USA300HOU_RS10305	diacylglycerol kinase	CCI-CYTOSOL-GP
USA300HOU_RS08555-MONOMER	USA300HOU_RS08555	acetyl-CoA carboxylase biotin carboxylase subunit	CCI-CYTOSOL-GP
USA300HOU_RS08115-MONOMER	USA300HOU_RS08115	dihydrolipoyl dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS00425-MONOMER	USA300HOU_RS00425	sulfite exporter TauE/SafE family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS11805-MONOMER	USA300HOU_RS11805	staphyloferrin A export MFS transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS10250-MONOMER	USA300HOU_RS10250	aromatic acid exporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10115-MONOMER	USA300HOU_RS10115	aromatic acid exporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00695-MONOMER	USA300HOU_RS00695	lipopolysaccharide biosynthesis protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03245-MONOMER	USA300HOU_RS03245	iron ABC transporter permease	
USA300HOU_RS13895-MONOMER	USA300HOU_RS13895	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	CCI-CYTOSOL-GP
USA300HOU_RS05750-MONOMER	USA300HOU_RS05750	succinate dehydrogenase iron-sulfur subunit	CCI-CYTOSOL-GP
USA300HOU_RS14915-MONOMER	USA300HOU_RS14915	nucleoid-structuring protein H-NS	
USA300HOU_RS07345-MONOMER	USA300HOU_RS07345	multidrug efflux MFS transporter NorB	CCI-PM-BAC-POS-GP
USA300HOU_RS00395-MONOMER	USA300HOU_RS00395	YdhK family protein	
USA300HOU_RS02790-MONOMER	USA300HOU_RS02790	cysteine--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS04650-MONOMER	USA300HOU_RS04650	NAD(P)/FAD-dependent oxidoreductase	CCI-PM-BAC-POS-GP
CPLX2KSB-52	USA300HOU_RS12665 // USA300HOU_RS12670	ABC transporter	
USA300HOU_RS05175-MONOMER	USA300HOU_RS05175	GNAT family N-acetyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS05230-MONOMER	USA300HOU_RS05230	MarR family transcriptional regulator	
USA300HOU_RS12235-MONOMER	USA300HOU_RS12235	efflux RND transporter permease subunit	CCI-PM-BAC-POS-GP
USA300HOU_RS07770-MONOMER	USA300HOU_RS07770	P27 family phage terminase small subunit	
USA300HOU_RS08040-MONOMER	USA300HOU_RS08040	ribonuclease Z	CCI-CYTOSOL-GP
USA300HOU_RS11840-MONOMER	USA300HOU_RS11840	alkaline shock response membrane anchor protein AmaP	CCI-PM-BAC-POS-GP
USA300HOU_RS00450-MONOMER	USA300HOU_RS00450	universal stress protein	CCI-PM-BAC-POS-GP
USA300HOU_RS12660-MONOMER	USA300HOU_RS12660	YnfA family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS12925-MONOMER	USA300HOU_RS12925	MerR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS10570-MONOMER	USA300HOU_RS10570	CHAP domain-containing protein	
USA300HOU_RS05510-MONOMER	USA300HOU_RS05510	DUF4064 domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS01910-MONOMER	USA300HOU_RS01910	ParB/RepB/Spo0J family partition protein	CCI-CYTOSOL-GP
USA300HOU_RS13900-MONOMER	USA300HOU_RS13900	NAD(P)/FAD-dependent oxidoreductase	
USA300HOU_RS01520-MONOMER	USA300HOU_RS01520	WXG100 family type VII secretion effector EsxB	CCI-EXTRACELLULAR-GP
USA300HOU_RS02795-MONOMER	USA300HOU_RS02795	Mini-ribonuclease 3	CCI-CYTOSOL-GP
USA300HOU_RS09035-MONOMER	USA300HOU_RS09035	pApA hydrolase Pde2	CCI-CYTOSOL-GP
USA300HOU_RS10950-MONOMER	USA300HOU_RS10950	carbon-nitrogen family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS01675-MONOMER	USA300HOU_RS01675	N-acetylneuraminate lyase	CCI-CYTOSOL-GP
USA300HOU_RS03080-MONOMER	USA300HOU_RS03080	lipoate--protein ligase family protein	CCI-CYTOSOL-GP
USA300HOU_RS00400-MONOMER	USA300HOU_RS00400	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS09295-MONOMER	USA300HOU_RS09295	D-amino-acid transaminase	CCI-CYTOSOL-GP
USA300HOU_RS02800-MONOMER	USA300HOU_RS02800	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	CCI-CYTOSOL-GP
USA300HOU_RS14860-MONOMER	USA300HOU_RS14860	ABC-F type ribosomal protection protein Msr(A)	CCI-CYTOSOL-GP
USA300HOU_RS15230-MONOMER	USA300HOU_RS15230	hypothetical protein	
USA300HOU_RS10170-MONOMER	USA300HOU_RS10170	monofunctional peptidoglycan glycosyltransferase SgtB	CCI-PM-BAC-POS-GP
USA300HOU_RS08180-MONOMER	USA300HOU_RS08180	membrane protein	CCI-PM-BAC-POS-GP
USA300HOU_RS02130-MONOMER	USA300HOU_RS02130	superantigen-like protein SSL5	CCI-EXTRACELLULAR-GP
USA300HOU_RS13395-MONOMER	USA300HOU_RS13395	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS09140-MONOMER	USA300HOU_RS09140	alanine--glyoxylate aminotransferase family protein	CCI-CYTOSOL-GP
USA300HOU_RS09470-MONOMER	USA300HOU_RS09470	CrcB family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS07800-MONOMER	USA300HOU_RS07800	virulence-associated E family protein	CCI-CYTOSOL-GP
USA300HOU_RS11830-MONOMER	USA300HOU_RS11830	Asp23/Gls24 family envelope stress response protein	
USA300HOU_RS04850-MONOMER	USA300HOU_RS04850	L-threonylcarbamoyladenylate synthase	CCI-CYTOSOL-GP
USA300HOU_RS08680-MONOMER	USA300HOU_RS08680	histidine--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS04170-MONOMER	USA300HOU_RS04170	TIGR01777 family oxidoreductase	
USA300HOU_RS00940-MONOMER	USA300HOU_RS00940	MFS transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS05515-MONOMER	USA300HOU_RS05515	Nramp family divalent metal transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS03250-MONOMER	USA300HOU_RS03250	HAD family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS10610-MONOMER	USA300HOU_RS10610	phage tail family protein	CCI-CYTOSOL-GP
USA300HOU_RS07855-MONOMER	USA300HOU_RS07855	DUF3310 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS08235-MONOMER	USA300HOU_RS08235	prepilin-type N-terminal cleavage/methylation domain-containing protein	CCI-CW-BAC-POS-GP
USA300HOU_RS13905-MONOMER	USA300HOU_RS13905	phytoene/squalene synthase family protein	CCI-CYTOSOL-GP
USA300HOU_RS05755-MONOMER	USA300HOU_RS05755	glutamate racemase	
USA300HOU_RS02805-MONOMER	USA300HOU_RS02805	NYN domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS14900-MONOMER	USA300HOU_RS14900	hypothetical protein	
USA300HOU_RS02285-MONOMER	USA300HOU_RS02285	DUF2294 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS01680-MONOMER	USA300HOU_RS01680	ROK family protein	CCI-CYTOSOL-GP
USA300HOU_RS09775-MONOMER	USA300HOU_RS09775	alpha/beta hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS10345-MONOMER	USA300HOU_RS10345	DNA helicase PcrA	CCI-CYTOSOL-GP
USA300HOU_RS15970-MONOMER	USA300HOU_RS15970	LPXTG cell wall anchor domain-containing protein	
USA300HOU_RS11140-MONOMER	USA300HOU_RS11140	RNA-binding transcriptional accessory protein	CCI-CYTOSOL-GP
USA300HOU_RS02810-MONOMER	USA300HOU_RS02810	RNA polymerase sigma factor	CCI-CYTOSOL-GP
USA300HOU_RS04070-MONOMER	USA300HOU_RS04070	preprotein translocase subunit SecA	CCI-CYTOSOL-GP
USA300HOU_RS02070-MONOMER	USA300HOU_RS02070	glutamine-hydrolyzing GMP synthase	CCI-CYTOSOL-GP
USA300HOU_RS07825-MONOMER	USA300HOU_RS07825	hypothetical protein	
USA300HOU_RS11380-MONOMER	USA300HOU_RS11380	F0F1 ATP synthase subunit B	CCI-PM-BAC-POS-GP
CPLX2KSB-51	USA300HOU_RS01065 // USA300HOU_RS01055	ABC transporter	
USA300HOU_RS14750-MONOMER	USA300HOU_RS14750	metalloregulator ArsR/SmtB family transcription factor	CCI-CYTOSOL-GP
USA300HOU_RS06825-MONOMER	USA300HOU_RS06825	DUF896 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS02225-MONOMER	USA300HOU_RS02225	tandem-type lipoprotein Lpl7	CCI-CYTOSOL-GP
USA300HOU_RS12240-MONOMER	USA300HOU_RS12240	lipid II:glycine glycyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS06535-MONOMER	USA300HOU_RS06535	glycerol-3-phosphate responsive antiterminator	CCI-CYTOSOL-GP
USA300HOU_RS10495-MONOMER	USA300HOU_RS10495	phenol-soluble modulin export ABC transporter ATP-binding protein PmtA	CCI-PM-BAC-POS-GP
USA300HOU_RS16020-MONOMER	USA300HOU_RS16020	delta-hemolysin	
USA300HOU_RS03735-MONOMER	USA300HOU_RS03735	DNA photolyase family protein	CCI-CYTOSOL-GP
USA300HOU_RS01780-MONOMER	USA300HOU_RS01780	MepB family protein	
USA300HOU_RS11835-MONOMER	USA300HOU_RS11835	DUF2273 domain-containing protein	CCI-PM-BAC-POS-GP
