Transcription-Units	Genes of transcription unit	Direction
TU1R65-3903	STM1506 // STM1505	+
TU1R65-5410	STM4473	-
TU1R65-4271	STM2219 // STM2218 // STM2217 // STM2216	+
TU1R65-3154	STM0118	+
TU1R65-4636	STM2971	+
TU1R65-5778	STM1805	-
TU1R65-3522	STM0836 // STM0835	+
TU1R65-5004	STM3659	-
TU1R65-3887	STM1480 // STM1479	+
TU1R65-5394	STM4444 // STM4443 // STM4442 // STM4441 // STM4440	+
TU1R65-4255	STM2190 // STM2189 // STM2188	-
TU1R65-3138	STM0087	+
TU1R65-4620	STM2935 // STM2934 // STM2933 // STM2932	-
TU1R65-5762	STM1937	+
TU1R65-3506	STM0798	+
TU1R65-4988	STM3634	-
TU1R65-3871	STM1451	-
TU1R65-5378	STM4415	-
TU1R65-4239	STM2161	+
TU1R65-3122	STM0057	-
TU1R65-4604	STM2883 // STM2882 // STM2881	-
TU1R65-5746	STM2141	-
TU1R65-3490	STM0765	+
TU1R65-4972	STM3602	-
TU1R65-3855	STM1427	-
TU1R65-5362	STM4381	-
TU1R65-4223	STM2135 // STM2134 // STM2133 // STM2132	+
TU1R65-3106	STM0027 // STM0026 // STM0025 // STM0024 // STM0023 // STM0022	+
TU1R65-4588	STM2843	-
TU1R65-5730	STM2296	-
TU1R65-3474	STM0726	+
TU1R65-4956	STM3580	+
TU1R65-3839	STM1385 // STM1384 // STM1383	-
TU1R65-5346	STM4346 // STM4345	+
TU1R65-4207	STM2070 // STM2069	-
TU1R65-3090	STM0004 // STM0003 // STM0002	+
TU1R65-4572	STM2817	-
TU1R65-5714	STM2423	+
TU1R65-3458	STM0699	-
TU1R65-4940	STM3550 // STM3549	+
TU1R65-3823	STM1357 // STM1356	-
TU1R65-5330	STM4318 // STM4317	+
TU1R65-4191	STM2012	-
TU1R65-3074	PSLT067	+
TU1R65-4556	STM2782	+
TU1R65-5698	STM2643	+
TU1R65-3442	STM0672	-
TU1R65-4924	STM3521	-
TU1R65-3807	STM1330 // STM1329	+
TU1R65-5314	STM4287	-
TU1R65-4175	STM1991	-
TU1R65-3058	PSLT046	-
TU1R65-4540	STM2758	-
TU1R65-5682	STM2801	-
TU1R65-3426	STM0637	-
TU1R65-4908	STM3492 // STM3491 // STM3490	-
TU1R65-3791	STM1298 // STM1297	+
TU1R65-5298	STM4256	+
TU1R65-4159	STM1955	-
TU1R65-3042	PSLT019	-
TU1R65-4524	STM2725 // STM2724	-
TU1R65-5666	STM2958	+
TU1R65-3410	STM0605 // STM0604	-
TU1R65-4892	STM3461	-
TU1R65-3775	STM1275	+
TU1R65-5282	STM4231	+
TU1R65-4143	STM1930	-
TU1R65-3026	STM4452 // STM4451	-
TU1R65-4508	STM2689	+
TU1R65-5650	STM3114	-
TU1R65-3394	STM0564	+
TU1R65-4876	STM3411	-
TU1R65-3759	STM1252	+
TU1R65-5266	STM4189	+
TU1R65-4127	STM1900 // STM1899 // STM1898	-
TU1R65-4492	STM2668	-
TU1R65-5634	STM3215	+
TU1R65-3378	STM0523 // STM0522	+
TU1R65-4860	STM3381	+
TU1R65-3743	STM1229	-
TU1R65-5250	STM4164 // STM4163 // STM4162 // STM4161 // STM4160 // STM4159	-
TU1R65-4111	STM1875 // STM1874 // STM1873	-
TU1R65-4476	STM2636	-
TU1R65-5618	STM3367	+
TU1R65-3362	STM0497	-
TU1R65-5983	PSLT042	+
TU1R65-4844	STM3358 // STM3357	-
TU1R65-3727	STM1197 // STM1196	+
TU1R65-5234	STM4134 // STM4133	+
TU1R65-4095	STM1851	+
TU1R65-4460	STM2603	-
TU1R65-5602	STM3526	+
TU1R65-3346	STM0474 // STM0473	-
TU1R65-5967	STM0168	+
TU1R65-4828	STM3328	-
TU1R65-3711	STM1164 // STM1163	-
TU1R65-5218	STM4102	-
TU1R65-4079	STM1827 // STM1826	+
TU1R65-4444	STM2567 // STM2566	+
TU1R65-5586	STM3647	-
TU1R65-3330	STM0447	+
TU1R65-5951	STM0335	+
TU1R65-4812	STM3295	-
TU1R65-3695	STM1137 // STM1136	+
TU1R65-5202	STM4080 // STM4079 // STM4078 // STM4077 // STM4076 // STM4075 // STM4074	+
TU1R65-4063	STM1801	+
TU1R65-4428	STM2540 // STM2539 // STM2538 // STM2537	-
TU1R65-5570	STM3765	+
TU1R65-3314	STM0414	-
TU1R65-5935	STM0464	-
TU1R65-4796	STM3267 // STM3266 // STM3265 // STM3264	+
