	cobrame/ecolime fluxes	coralme fluxes
translation_b0945	2.692054603181396e-06	2.5819807536002736e-06
translation_b0948	1.1724898610512667e-09	1.120317050138358e-09
translation_b0954	0.0	0.0
translation_b0957	0.0	0.0
translation_b0963	0.0	0.0
translation_b0967	5.862449305256325e-10	5.601585250691784e-10
translation_b0968	0.0	0.0
translation_b0969	2.7222760690221476e-10	2.5983239850393417e-10
translation_b0972	0.0	0.0
translation_b0973	0.0	0.0
translation_b0974	0.0	0.0
translation_b0978	0.0	0.0
translation_b0979	0.0	0.0
translation_b0980	0.0	0.0
translation_b0996	0.0	0.0
translation_b0997	0.0	0.0
translation_b0998	0.0	0.0
translation_b1002	0.0	0.0
translation_b1006	0.0	0.0
translation_b1007	0.0	0.0
translation_b1008	0.0	0.0
translation_b1009	0.0	0.0
translation_b1010	0.0	0.0
translation_b1011	0.0	0.0
translation_b1012	0.0	0.0
translation_b1014	0.0	0.0
translation_b1015	0.0	0.0
translation_b1033	0.0	0.0
translation_b1054	0.0	0.0
translation_b1059	0.0	0.0
translation_b1062	1.197033593290091e-07	1.148088785285212e-07
translation_b1064	0.0	0.0
translation_b1069	3.124781755675698e-08	3.0160643654277435e-08
translation_b1084	5.7821583604602856e-08	5.5289577729850566e-08
translation_b1086	8.793673957884481e-10	8.402377876037667e-10
translation_b1089	8.231239920996712e-05	8.005466648750905e-05
translation_b1090	0.0	0.0
translation_b1091	5.120258334310547e-12	4.855374445087048e-12
translation_b1092	1.56183055592776e-08	1.5074906283530522e-08
translation_b1093	5.267943325299933e-08	5.084642879312249e-08
translation_b1094	3.0784157108534497e-06	2.9713033198760723e-06
translation_b1095	0.0	0.0
translation_b1096	5.7351880571575534e-09	5.53564942473214e-09
translation_b1098	7.163622474800289e-07	7.027118326261543e-07
translation_b1101	2.722067650002279e-05	2.4435386224916943e-05
translation_b1102	0.0	0.0
translation_b1106	0.0	0.0
translation_b1107	0.0	0.0
translation_b1109	0.0	0.0
translation_b1114	1.9199908981276924e-09	1.8431214640313406e-09
translation_b1116	1.549863487399897e-06	1.4957233579306438e-06
translation_b1117	7.749317436999485e-07	7.478616789653219e-07
translation_b1118	7.749317436999485e-07	7.478616789653219e-07
translation_b1119	0.0	0.0
translation_b1123	0.0	0.0
translation_b1124	0.0	0.0
translation_b1125	0.0	0.0
translation_b1126	0.0	0.0
translation_b1131	1.2588830428247858e-05	1.2094850405733776e-05
translation_b1133	2.7222760690221476e-10	2.5983239850393417e-10
translation_b1134	0.0	0.0
translation_b1135	2.9312246526281626e-10	2.800792625345892e-10
translation_b1136	8.203995259047209e-07	8.269855172767028e-07
translation_b1185	0.0	0.0
translation_b1186	0.0	0.0
translation_b1189	0.0	0.0
translation_b1190	0.0	0.0
translation_b1192	0.0	0.0
translation_b1193	0.0	0.0
translation_b1197	0.0	0.0
translation_b1198	0.0	0.0
translation_b1199	0.0	0.0
translation_b1200	0.0	0.0
translation_b1206	1.8057854587812664e-08	1.7495319808022667e-08
translation_b1207	6.386496238526499e-06	6.13434123485097e-06
translation_b1208	9.586911071186364e-05	9.250464250415273e-05
translation_b1209	7.749317436999485e-07	7.478616789653219e-07
translation_b1210	1.032290283627992e-11	9.872758096753288e-12
translation_b1211	8.420966856484729e-11	8.024029112708271e-11
translation_b1215	3.2671522065192847e-08	3.1534814643017e-08
translation_b1216	0.0	0.0
translation_b1223	0.0	0.0
translation_b1224	0.0	0.0
translation_b1225	0.0	0.0
translation_b1226	0.0	0.0
translation_b1227	0.0	0.0
translation_b1232	0.0	0.0
translation_b1236	0.0	0.0
translation_b1238	7.904088469290212e-12	7.449149601042373e-12
translation_b1241	0.0	0.0
translation_b1243	0.0	0.0
translation_b1244	0.0	0.0
translation_b1245	0.0	0.0
translation_b1246	0.0	0.0
translation_b1247	0.0	0.0
translation_b1249	0.0	0.0
translation_b1250	0.0	0.0
translation_b1252	0.0	0.0
translation_b1260	2.685079214359438e-07	2.5980224971562504e-07
translation_b1261	2.685079214359438e-07	2.5980224971562504e-07
translation_b1262	1.972327638892313e-05	1.908380039665881e-05
translation_b1263	6.084663073149838e-05	5.887383682060345e-05
translation_b1264	5.424286225470529e-06	5.248417837888306e-06
translation_b1269	2.9312246526281626e-10	2.800792625345892e-10
translation_b1270	0.0	0.0
translation_b1276	3.075078224312922e-06	3.099764292519946e-06
translation_b1277	1.3337181066364682e-05	1.284218234248196e-05
translation_b1278	0.0	0.0
translation_b1281	2.1194921793394213e-05	2.032829500558217e-05
translation_b1286	0.0	0.0
translation_b1288	9.889673209168122e-12	9.378058379043868e-12
translation_b1291	0.0	0.0
translation_b1296	0.0	0.0
translation_b1297	1.459255324885993e-06	1.4047781783765565e-06
translation_b1298	0.0	0.0
translation_b1300	0.0	0.0
translation_b1301	0.0	0.0
translation_b1302	0.0	0.0
translation_b1308	0.0	0.0
translation_b1319	0.0	0.0
translation_b1325	0.0	0.0
translation_b1326	0.0	0.0
translation_b1329	0.0	0.0
translation_b1344	1.0554189467797034e-10	1.0078148936688244e-10
translation_b1363	0.0	0.0
translation_b1377	0.0004314535856419	0.0004192605228988
translation_b1378	2.2613885889861037e-07	2.214389004096095e-07
translation_b1380	0.0	0.0
translation_b1385	0.0	0.0
translation_b1386	0.0	0.0
translation_b1387	0.0	0.0
translation_b1388	0.0	0.0
translation_b1389	0.0	0.0
translation_b1390	0.0	0.0
translation_b1391	0.0	0.0
translation_b1392	0.0	0.0
translation_b1393	0.0	0.0
translation_b1394	0.0	0.0
translation_b1395	0.0	0.0
translation_b1397	0.0	0.0
translation_b1398	0.0	0.0
translation_b1415	4.4647885390047805e-09	4.309449639867929e-09
translation_b1440	0.0	0.0
translation_b1441	0.0	0.0
translation_b1442	0.0	0.0
translation_b1443	0.0	0.0
translation_b1444	0.0	0.0
translation_b1453	0.0	0.0
translation_b1463	0.0	0.0
translation_b1465	0.0	0.0
translation_b1466	0.0	0.0
translation_b1467	0.0	0.0
translation_b1468	0.0	0.0
translation_b1469	0.0	0.0
translation_b1473	0.0	0.0
translation_b1474	0.0	0.0
translation_b1475	0.0	0.0
translation_b1476	0.0	0.0
translation_b1478	0.0	0.0
translation_b1479	0.0	0.0
translation_b1480	8.231239920996712e-05	8.005466648750905e-05
translation_b1483	0.0	0.0
translation_b1484	0.0	0.0
translation_b1485	0.0	0.0
translation_b1486	0.0	0.0
translation_b1487	0.0	0.0
translation_b1488	0.0	0.0
translation_b1489	0.0	0.0
translation_b1492	0.0	0.0
translation_b1493	0.0	0.0
translation_b1519	0.0	0.0
translation_b1521	0.0	0.0
translation_b1524	0.0	0.0
translation_b1525	0.0	0.0
translation_b1528	0.0	0.0
translation_b1533	0.0	0.0
translation_b1539	0.0	0.0
translation_b1584	0.0	0.0
translation_b1587	0.0	0.0
translation_b1588	0.0	0.0
translation_b1589	0.0	0.0
translation_b1590	0.0	0.0
translation_b1591	0.0	0.0
translation_b1592	0.0	0.0
translation_b1599	0.0	0.0
translation_b1600	0.0	0.0
translation_b1602	0.0	0.0
translation_b1603	0.0	0.0
translation_b1605	0.0	0.0
translation_b1606	0.0	0.0
translation_b1611	0.0	0.0
translation_b1612	6.770337039072453e-06	6.82655539712079e-06
translation_b1613	0.0	0.0
translation_b1621	0.0	0.0
translation_b1622	8.869682843083035e-07	8.605895087263346e-07
translation_b1623	0.0	0.0
translation_b1634	0.0	0.0
translation_b1636	0.0	0.0
translation_b1637	8.845761197243074e-07	8.560572503918511e-07
translation_b1638	0.0	0.0
translation_b1640	0.0	0.0
translation_b1651	0.0	0.0
translation_b1652	1.2269337019012393e-08	0.0
translation_b1654	1.0308932414870632e-09	9.86767946517256e-10
translation_b1661	0.0	0.0
translation_b1662	7.838118589765025e-09	7.547213136785923e-09
translation_b1676	0.0	0.0
translation_b1677	0.0029973685026168	0.0029447646896839
translation_b1679	0.0	0.0
translation_b1680	0.0	0.0
translation_b1681	0.0	0.0
translation_b1682	0.0	0.0
translation_b1683	0.0	0.0
translation_b1684	0.0	0.0
translation_b1692	3.318895859805724e-06	3.2156516263070965e-06
translation_b1693	2.9071567233570658e-05	2.8167208735317117e-05
translation_b1701	0.0	0.0
translation_b1702	0.0	0.0
translation_b1704	0.0	0.0
translation_b1709	0.0	0.0
translation_b1710	0.0	0.0
translation_b1711	0.0	0.0
translation_b1713	1.1345902775858138e-06	1.10079853869872e-06
translation_b1714	1.1345902775858138e-06	1.10079853869872e-06
translation_b1716	8.231239920996712e-05	8.005466648750905e-05
translation_b1717	8.231239920996712e-05	8.005466648750905e-05
translation_b1718	7.136944799159025e-08	6.889195567402706e-08
translation_b1719	1.7016174169590529e-06	1.6481323924299566e-06
translation_b1723	4.163766201082848e-05	3.6275314991311816e-05
translation_b1732	0.0	0.0
translation_b1734	0.0	0.0
translation_b1740	8.91742809555762e-05	8.60544610881129e-05
translation_b1744	0.0	0.0
translation_b1745	0.0	0.0
translation_b1746	0.0	0.0
translation_b1747	0.0	0.0
translation_b1748	0.0	0.0
translation_b1759	0.0	0.0
translation_b1761	3.393287458191184e-06	3.2773738018395324e-06
translation_b1764	0.0	0.0
translation_b1767	0.0	0.0
translation_b1768	0.0	0.0
translation_b1773	0.0	0.0
translation_b1778	0.0	0.0
translation_b1779	4.999556874113759e-05	4.6153692309457534e-05
translation_b1781	0.0	0.0
translation_b1800	0.0	0.0
translation_b1801	0.0	0.0
translation_b1804	0.0	0.0
translation_b1805	0.0	0.0
translation_b1812	2.4901985760597403e-09	2.403559600426753e-09
translation_b1814	0.0	0.0
translation_b1817	0.0	0.0
translation_b1818	0.0	0.0
translation_b1819	0.0	0.0
translation_b1822	5.862449305256325e-10	5.601585250691784e-10
translation_b1835	2.9312246526281626e-10	2.800792625345892e-10
translation_b1849	1.442127231430442e-06	1.384223987771517e-06
translation_b1850	4.7141827005062686e-05	5.635114554600097e-05
translation_b1851	1.4810270959681824e-06	1.770350848589544e-06
translation_b1852	3.886098847782468e-06	3.97462826374941e-06
translation_b1854	0.0	0.0
translation_b1855	0.0	0.0
translation_b1857	0.0	0.0
translation_b1858	0.0	0.0
translation_b1859	0.0	0.0
translation_b1865	0.0	0.0
translation_b1866	1.914229851581742e-06	1.8450587795662303e-06
translation_b1870	3.5322970640790106e-10	3.372460996243427e-10
translation_b1871	3.5322970640790106e-10	3.372460996243427e-10
translation_b1872	0.0	0.0
translation_b1873	0.0	0.0
translation_b1876	9.316463232310132e-07	9.003566740415586e-07
translation_b1896	0.0	0.0
translation_b1897	0.0	0.0
translation_b4460	0.0	0.0
translation_b1900	0.0	0.0
translation_b1901	0.0	0.0
translation_b1907	0.0	0.0
translation_b1912	3.4185284115648064e-08	3.2991117195134734e-08
translation_b1919	0.0	0.0
translation_b1922	1.4044674914438077e-08	1.3451072002964161e-08
translation_b1927	0.0	0.0
translation_b1981	0.0	0.0
translation_b1982	0.0	0.0
translation_b1991	0.0	0.0
translation_b1992	0.0	0.0
translation_b1993	0.0	0.0
translation_b2010	0.0	0.0
translation_b2019	9.542756738289758e-05	9.2000115326482e-05
translation_b2020	7.921935945612505e-05	7.63740542270149e-05
translation_b2021	4.8051971992807095e-05	4.63260993258372e-05
translation_b2022	2.29234613514162e-05	2.2100124165906478e-05
translation_b2023	5.065566958556051e-05	4.883628045460322e-05
translation_b2024	4.290915158643696e-05	4.136799252855304e-05
translation_b2025	5.065566958556051e-05	4.883628045460322e-05
translation_b2026	5.730510581700292e-05	5.524689027025726e-05
translation_b2027	0.0	0.0
translation_b2028	0.0	0.0
translation_b2029	1.0377248998551838e-05	6.691564824129591e-06
translation_b2032	0.0	0.0
translation_b2033	0.0	0.0
translation_b2034	0.0	0.0
translation_b2035	0.0	0.0
translation_b2036	0.0	0.0
translation_b2037	0.0	0.0
translation_b2038	0.0	0.0
translation_b2039	0.0	0.0
translation_b2040	0.0	0.0
translation_b2041	0.0	0.0
translation_b2045	0.0	0.0
translation_b2048	0.0	0.0
translation_b2049	0.0	0.0
translation_b2051	0.0	0.0
translation_b2052	0.0	0.0
translation_b2053	0.0	0.0
translation_b2065	0.0	0.0
translation_b2066	0.0	0.0
translation_b2091	0.0	0.0
translation_b2092	0.0	0.0
translation_b2093	0.0	0.0
translation_b2094	0.0	0.0
translation_b2095	0.0	0.0
translation_b2096	0.0	0.0
translation_b2097	0.0	0.0
translation_b2103	1.236873630954952e-06	1.141194285021897e-06
translation_b2104	0.0	0.0
translation_b2114	1.00635647299841e-06	9.75794684471788e-07
translation_b2128	0.0	0.0
translation_b2129	0.0	0.0
translation_b2130	0.0	0.0
translation_b2131	0.0	0.0
translation_b2132	0.0	0.0
translation_b2133	0.0	0.0
translation_b2134	0.0	0.0
translation_b2140	4.754866681815005e-09	4.542248400108641e-09
translation_b2143	0.0	0.0
translation_b2146	0.0	0.0
translation_b2147	0.0	0.0
translation_b2148	0.0	0.0
translation_b2149	0.0	0.0
translation_b2150	0.0	0.0
translation_b2153	0.0001514519145743	0.0001459307263699
translation_b2154	0.0	0.0
translation_b2155	0.0	0.0
translation_b2156	0.0	0.0
translation_b2162	0.0	0.0
translation_b2167	0.0	0.0
translation_b2168	0.0	0.0
translation_b2169	0.0	0.0
translation_b2170	0.0	0.0
translation_b2174	0.0	0.0
translation_b2183	2.9312246526281626e-10	2.800792625345892e-10
translation_b2185	8.231239920996712e-05	8.005466648750905e-05
translation_b2197	0.0	0.0
translation_b2198	0.0	0.0
translation_b2199	0.0	0.0
translation_b2200	0.0	0.0
translation_b2201	0.0	0.0
translation_b2202	0.0	0.0
translation_b2203	0.0	0.0
translation_b2204	0.0	0.0
translation_b2205	0.0	0.0
translation_b2206	0.0	0.0
translation_b2207	0.0	0.0
translation_b2210	0.0	0.0
translation_b2215	0.0	0.0
translation_b2221	0.0	0.0
translation_b2222	0.0	0.0
translation_b2223	0.0	0.0
translation_b2224	0.0	0.0
translation_b2232	1.1354384515818356e-09	1.0959342830046403e-09
translation_b2234	0.0	0.0
translation_b2235	0.0	0.0
translation_b2239	0.0	0.0
translation_b2240	0.0	0.0
translation_b2241	0.0	0.0
translation_b2242	0.0	0.0
translation_b2243	0.0	0.0
translation_b2251	2.547389077024523e-07	2.498852095195741e-07
translation_b2253	0.0	0.0
translation_b2254	0.0	0.0
translation_b2255	0.0	0.0
translation_b2256	0.0	0.0
translation_b2257	0.0	0.0
translation_b4544	0.0	0.0
translation_b2258	0.0	0.0
translation_b2260	0.0	0.0
translation_b2261	0.0	0.0
translation_b2262	0.0	0.0
translation_b2263	0.0	0.0
translation_b2264	0.0	0.0
translation_b2265	0.0	0.0
translation_b2268	0.0	0.0
translation_b2276	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2277	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2278	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2279	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2280	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2281	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2282	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2283	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2284	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2285	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2286	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2287	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2288	2.8204977133725776e-05	2.7370543040628677e-05
translation_b2290	4.152903081230752e-06	4.01067995006077e-06
translation_b2291	0.0	0.0
translation_b2296	0.0	0.0
translation_b2297	0.0	0.0
translation_b2303	0.0	0.0
translation_b2306	0.0	0.0
translation_b2307	0.0	0.0
translation_b2308	0.0	0.0
translation_b2309	0.0	0.0
translation_b2310	0.0	0.0
translation_b2311	1.1354384515818356e-09	1.0959342830046403e-09
translation_b2312	3.434795996109289e-06	3.297167172604525e-06
translation_b2315	3.508939993801474e-09	3.3868569721728872e-09
translation_b2316	1.089235392429431e-06	1.0513380583016244e-06
translation_b2318	2.2868572460683287e-09	2.18571147772074e-09
translation_b2320	1.2004752540216478e-06	1.1393633246336128e-06
translation_b2323	5.089569181125101e-07	4.912491578883698e-07
translation_b2324	2.7342159090579443e-10	2.6096462053516445e-10
translation_b2328	0.0	0.0
translation_b2329	4.905897281710528e-05	4.753284597893793e-05
translation_b2341	1.690059297091961e-05	1.6312542530755248e-05
translation_b2342	1.2340148557232702e-05	1.1910777244447373e-05
translation_b2344	0.0	0.0
translation_b2366	0.0	0.0
translation_b2373	0.0	0.0
translation_b2374	0.0	0.0
translation_b2378	0.0	0.0
translation_b2379	0.0	0.0
translation_b2388	1.1334202097123044e-05	1.5324226781958573e-05
translation_b2392	0.0	0.0
translation_b2393	0.0	0.0
translation_b2400	9.929622577053744e-07	9.60942186116266e-07
translation_b2406	0.0	0.0
translation_b2407	0.0	2.0385677624412406e-06
translation_b2411	0.0	0.0
translation_b2414	1.6859175320155648e-06	1.633398156416176e-06
translation_b2415	1.3610338250011396e-05	1.2217693112458471e-05
translation_b2416	2.722067650002279e-05	2.4435386224916943e-05
translation_b2417	1.3610338250011396e-05	1.2217693112458471e-05
translation_b2418	0.0	0.0
translation_b2421	0.0	0.0
translation_b2422	0.0	0.0
translation_b2423	0.0	0.0
translation_b2424	0.0	0.0
translation_b2425	0.0	0.0
translation_b2428	0.0	0.0
translation_b2429	0.0	0.0
translation_b2435	0.0	0.0
translation_b2436	1.536229761666391e-11	1.473568190479079e-11
translation_b2440	0.0	0.0
translation_b2441	0.0	0.0
translation_b2458	0.0	0.0
translation_b2463	0.0	0.0
translation_b2464	0.0	0.0
translation_b2465	1.475370917264377e-06	1.429470545339851e-06
translation_b2467	0.0	0.0
translation_b2470	0.0	0.0
translation_b2472	1.0869395353444138e-05	1.048023652253796e-05
translation_b2474	6.148068121074391e-11	5.894553706696029e-11
translation_b2476	1.5653779857415234e-07	1.5026602147637917e-07
translation_b2477	3.730841357040885e-06	3.561239867886512e-06
translation_b2478	3.025065145315846e-07	2.916758217737477e-07
translation_b2480	0.0	0.0
translation_b2481	0.0	0.0
translation_b2482	0.0	0.0
translation_b2483	0.0	0.0
translation_b2484	0.0	0.0
translation_b2485	0.0	0.0
translation_b2486	0.0	0.0
translation_b2487	0.0	0.0
translation_b2488	0.0	0.0
translation_b2489	0.0	0.0
translation_b2490	0.0	0.0
translation_b2492	0.0	0.0
translation_b2497	0.0	0.0
translation_b2498	0.0	0.0
translation_b2499	3.733378565299248e-05	3.583785838330292e-05
translation_b2500	8.641819389095565e-07	8.297414946918629e-07
translation_b2501	5.61101975890942e-10	5.352743436389433e-10
translation_b2502	0.0	0.0
translation_b2507	1.836461199762965e-05	1.7623861152078215e-05
translation_b2508	0.0	0.0
translation_b2512	3.730841357040885e-06	3.561239867886512e-06
translation_b2514	6.953749360137782e-07	6.703992993106318e-07
translation_b2515	1.4152398437926489e-08	1.3655728611183548e-08
translation_b2517	2.9312246526281626e-10	8.099712729477248e-10
translation_b2518	0.0	0.0
translation_b2519	3.124781755675698e-08	3.0160643654277435e-08
translation_b2521	0.0	0.0
translation_b2523	0.0	0.0
translation_b2526	6.280778043308884e-10	6.057418143474207e-10
translation_b2527	6.280778043308884e-10	6.057418143474207e-10
translation_b2528	0.0	0.0
translation_b2529	9.934051142416136e-09	9.574749585887176e-09
translation_b2530	1.5271772544799762e-08	1.4646081120593376e-08
translation_b2532	1.0591354656676215e-10	4.5351328872375636e-10
translation_b2533	0.0	0.0
translation_b2536	0.0	0.0
translation_b2538	0.0	0.0
translation_b2539	0.0	0.0
translation_b2540	0.0	0.0
translation_b2541	0.0	0.0
translation_b2542	0.0	0.0
translation_b2551	4.962948333735821e-06	4.781522982742108e-06
translation_b2552	0.0	0.0
translation_b2557	3.215499436912762e-06	3.086657606136256e-06
translation_b2558	0.0	0.0
translation_b2559	2.5271629250276284e-10	2.4141238353760446e-10
translation_b2563	0.0	0.0
translation_b2564	9.603802032173184e-06	9.114906597068904e-06
translation_b2566	5.862449305256325e-10	5.601585250691784e-10
translation_b2567	1.2269337019012393e-08	1.1721164866375838e-08
translation_b2573	6.5292862776289164e-09	6.227844854887407e-09
translation_b2574	9.795424399656876e-09	9.452725144615972e-09
translation_b2575	9.065640883546269e-11	8.666924515062094e-11
translation_b2578	0.0	0.0
translation_b2579	0.0	0.0
translation_b2582	0.0	0.0
translation_b2585	1.975192660167833e-07	1.906474146867146e-07
translation_b2587	0.0	0.0
translation_b2594	8.793673957884481e-10	8.402377876037667e-10
translation_b2595	3.730841357040885e-06	3.561239867886512e-06
translation_b2599	3.070417164157254e-05	2.9785282309129707e-05
translation_b2600	2.8196543483719083e-06	2.731940522983676e-06
translation_b2601	2.8196543483719083e-06	2.731940522983676e-06
translation_b2606	8.231239920996712e-05	8.005466648750905e-05
translation_b2607	1.8746074441966606e-10	1.7898152336145486e-10
translation_b2608	2.9312246526281626e-10	2.800792625345892e-10
translation_b2609	8.231239920996712e-05	8.005466648750905e-05
translation_b2610	5.128437798365019e-06	5.212800368708904e-06
translation_b2614	3.1974896180383998e-09	2.9504388091883893e-09
translation_b2615	4.708321191051258e-09	4.54450724232222e-09
translation_b2617	3.730841357040885e-06	3.561239867886512e-06
translation_b2661	0.0	0.0
translation_b2662	0.0	0.0
translation_b2663	0.0	0.0
translation_b2675	0.0	0.0
translation_b2676	0.0	0.0
translation_b2677	0.0	0.0
translation_b2678	0.0	0.0
translation_b2679	0.0	0.0
translation_b2682	0.0	0.0
translation_b2683	0.0	0.0
translation_b2687	9.388955950763787e-05	8.97109496908578e-05
translation_b2688	0.0	0.0
translation_b2690	1.3377651606806837e-06	1.2912216423150653e-06
translation_b2697	7.108842820577283e-06	6.865735692683432e-06
translation_b2701	0.0	0.0
translation_b2702	0.0	0.0
translation_b2703	0.0	0.0
translation_b2704	0.0	0.0
translation_b2705	0.0	0.0
translation_b2708	0.0	0.0
translation_b2710	0.0	0.0
translation_b2711	0.0	0.0
translation_b2715	0.0	0.0
translation_b2719	0.0	0.0
translation_b2720	0.0	0.0
translation_b2721	0.0	0.0
translation_b2722	0.0	0.0
translation_b2723	0.0	0.0
translation_b2724	0.0	0.0
translation_b2738	0.0	0.0
translation_b2741	1.4287609811842144e-08	1.371484551984406e-08
translation_b2744	7.679298993247783e-05	7.412164206963028e-05
translation_b2745	1.4138070953909312e-10	1.3518815147702255e-10
translation_b2746	3.0511751190316778e-05	2.9440959815710837e-05
translation_b2747	9.586911071186364e-05	9.250464250415273e-05
translation_b2750	2.733657545628163e-05	2.648499176566477e-05
translation_b2751	2.3196856608707923e-06	2.247423263581324e-06
translation_b2752	2.3196856608707923e-06	2.247423263581324e-06
translation_b2762	1.9728648385962675e-06	1.9114065362194065e-06
translation_b2763	1.2792655421901594e-05	1.2394141104173864e-05
translation_b2764	2.5585310843803188e-05	2.478828220834773e-05
translation_b2765	1.4921376603021202e-09	1.423454275791759e-09
translation_b2779	3.179549722242217e-05	2.920439948476725e-05
translation_b2780	2.7247982530661206e-05	2.6125551860872177e-05
translation_b2781	0.0	0.0
translation_b2784	0.0	0.0
translation_b2785	2.9312246526281626e-10	2.800792625345892e-10
translation_b2787	0.0	0.0
translation_b2788	0.0	0.0
translation_b2789	0.0	0.0
translation_b2791	3.197567193968629e-10	3.052859399016546e-10
translation_b2794	4.48246221499393e-06	4.276133614050195e-06
translation_b2796	0.0	0.0
translation_b2797	0.0	0.0
translation_b2799	0.0	0.0
translation_b2800	0.0	0.0
translation_b2801	0.0	0.0
translation_b2802	0.0	0.0
translation_b2803	0.0	0.0
translation_b2806	2.9312246526281626e-10	2.800792625345892e-10
