Gene Name,Left-End-Position,Right-End-Position,Product,Accession-1,replicon
SYNPCC7942_2254,2323398,2324757,SYNPCC7942_2254-MONOMER,SYNPCC7942_RS11460,NC_007604.1
SYNPCC7942_0316,314431,314623,SYNPCC7942_0316-MONOMER,SYNPCC7942_RS01610,NC_007604.1
SYNPCC7942_1166,1199436,1200762,SYNPCC7942_1166-MONOMER,SYNPCC7942_RS05980,NC_007604.1
SYNPCC7942_2182,2261243,2261429,SYNPCC7942_2182-MONOMER,SYNPCC7942_RS11090,NC_007604.1
SYNPCC7942_0259,255473,255806,SYNPCC7942_0259-MONOMER,SYNPCC7942_RS01320,NC_007604.1
SYNPCC7942_1143,1168604,1169201,SYNPCC7942_1143-MONOMER,SYNPCC7942_RS05850,NC_007604.1
SYNPCC7942_2155,2238732,2239107,SYNPCC7942_2155-MONOMER,SYNPCC7942_RS10950,NC_007604.1
SYNPCC7942_0222,222531,223398,SYNPCC7942_0222-MONOMER,SYNPCC7942_RS01130,NC_007604.1
SYNPCC7942_1097,0,126,SYNPCC7942_1097-MONOMER,SYNPCC7942_1097,SYNPCC7942_1097
SYNPCC7942_2116,2197289,2198150,SYNPCC7942_2116-MONOMER,SYNPCC7942_RS10730,NC_007604.1
SYNPCC7942_0182,180155,180881,SYNPCC7942_0182-MONOMER,SYNPCC7942_RS00925,NC_007604.1
SYNPCC7942_1063,1073493,1073742,SYNPCC7942_1063-MONOMER,SYNPCC7942_RS05455,NC_007604.1
SYNPCC7942_2054,2132255,2133197,SYNPCC7942_2054-MONOMER,SYNPCC7942_RS10420,NC_007604.1
SYNPCC7942_0153,156025,156265,SYNPCC7942_0153-MONOMER,SYNPCC7942_RS00775,NC_007604.1
SYNPCC7942_1024,1038105,1039053,SYNPCC7942_1024-MONOMER,SYNPCC7942_RS05260,NC_007604.1
SYNPCC7942_2018,2085583,2085829,SYNPCC7942_2018-MONOMER,SYNPCC7942_RS10240,NC_007604.1
SYNPCC7942_0114,113326,113698,SYNPCC7942_0114-MONOMER,SYNPCC7942_RS00580,NC_007604.1
SYNPCC7942_0980,988652,989273,SYNPCC7942_0980-MONOMER,SYNPCC7942_RS05035,NC_007604.1
SYNPCC7942_1975,2045409,2045763,SYNPCC7942_1975-MONOMER,SYNPCC7942_RS10015,NC_007604.1
SYNPCC7942_0066,65657,67172,SYNPCC7942_0066-MONOMER,SYNPCC7942_RS00325,NC_007604.1
SYNPCC7942_0921,927091,927394,SYNPCC7942_0921-MONOMER,SYNPCC7942_RS04740,NC_007604.1
SYNPCC7942_1930,2004304,2005048,SYNPCC7942_1930-MONOMER,SYNPCC7942_RS09795,NC_007604.1
SYNPCC7942_0029,30011,30833,SYNPCC7942_0029-MONOMER,SYNPCC7942_RS00150,NC_007604.1
SYNPCC7942_0889,894635,896453,SYNPCC7942_0889-MONOMER,SYNPCC7942_RS04580,NC_007604.1
SYNPCC7942_1888,1960850,1961891,SYNPCC7942_1888-MONOMER,SYNPCC7942_RS09575,NC_007604.1
HTX97_RS00035,0,189,HTX97_RS00035-MONOMER,HTX97_RS00035,HTX97_RS00035
SYNPCC7942_0854,850232,852629,SYNPCC7942_0854-MONOMER,SYNPCC7942_RS04405,NC_007604.1
SYNPCC7942_1836,1903657,1903990,SYNPCC7942_1836-MONOMER,SYNPCC7942_RS09315,NC_007604.1
SYNPCC7942_0823,817170,818214,SYNPCC7942_0823-MONOMER,SYNPCC7942_RS04255,NC_007604.1
SYNPCC7942_1798,1867863,1868490,SYNPCC7942_1798-MONOMER,SYNPCC7942_RS09135,NC_007604.1
SYNPCC7942_0778,769573,770038,SYNPCC7942_0778-MONOMER,SYNPCC7942_RS04035,NC_007604.1
SYNPCC7942_1764,1831927,1832230,SYNPCC7942_1764-MONOMER,SYNPCC7942_RS08965,NC_007604.1
SYNPCC7942_0754,0,249,SYNPCC7942_0754-MONOMER,SYNPCC7942_RS03905,SYNPCC7942_RS03905
SYNPCC7942_1728,1800371,1800887,SYNPCC7942_1728-MONOMER,SYNPCC7942_RS08795,NC_007604.1
SYNPCC7942_0729,723805,724411,SYNPCC7942_0729-MONOMER,SYNPCC7942_RS03770,NC_007604.1
SYNPCC7942_0693,686246,687032,SYNPCC7942_0693-MONOMER,SYNPCC7942_RS03555,NC_007604.1
SYNPCC7942_1642,1709179,1710250,SYNPCC7942_1642-MONOMER,SYNPCC7942_RS08375,NC_007604.1
SYNPCC7942_B2636,0,288,SYNPCC7942_B2636-MONOMER,SYNPCC7942_RS13515,SYNPCC7942_RS13515
SYNPCC7942_0658,653557,653770,SYNPCC7942_0658-MONOMER,SYNPCC7942_RS03370,NC_007604.1
SYNPCC7942_1601,0,174,SYNPCC7942_1601-MONOMER,SYNPCC7942_1601,SYNPCC7942_1601
SYNPCC7942_2605,2687377,2687881,SYNPCC7942_2605-MONOMER,SYNPCC7942_RS13270,NC_007604.1
SYNPCC7942_0610,597976,599776,SYNPCC7942_0610-MONOMER,SYNPCC7942_RS03130,NC_007604.1
SYNPCC7942_1556,1612869,1613448,SYNPCC7942_1556-MONOMER,SYNPCC7942_RS07935,NC_007604.1
SYNPCC7942_2554,2633188,2633647,SYNPCC7942_2554-MONOMER,SYNPCC7942_RS12980,NC_007604.1
SYNPCC7942_0567,548018,549368,SYNPCC7942_0567-MONOMER,SYNPCC7942_RS02885,NC_007604.1
SYNPCC7942_1498,1548206,1548410,SYNPCC7942_1498-MONOMER,SYNPCC7942_RS07655,NC_007604.1
SYNPCC7942_2507,0,261,SYNPCC7942_2507-MONOMER,SYNPCC7942_RS12720,SYNPCC7942_RS12720
SYNPCC7942_0539,523603,524353,SYNPCC7942_0539-MONOMER,SYNPCC7942_RS02740,NC_007604.1
SYNPCC7942_1458,1510961,1511528,SYNPCC7942_1458-MONOMER,SYNPCC7942_RS07460,NC_007604.1
SYNPCC7942_2470,2551696,2552464,SYNPCC7942_2470-MONOMER,SYNPCC7942_RS12555,NC_007604.1
SYNPCC7942_0500,488469,488823,SYNPCC7942_0500-MONOMER,SYNPCC7942_RS02540,NC_007604.1
SYNPCC7942_1405,1456259,1456787,SYNPCC7942_1405-MONOMER,SYNPCC7942_RS07190,NC_007604.1
SYNPCC7942_2413,0,249,SYNPCC7942_2413-MONOMER,SYNPCC7942_2413,SYNPCC7942_2413
SYNPCC7942_0462,449369,449957,SYNPCC7942_0462-MONOMER,SYNPCC7942_RS02355,NC_007604.1
SYNPCC7942_1363,0,288,SYNPCC7942_1363-MONOMER,SYNPCC7942_1363,SYNPCC7942_1363
SYNPCC7942_2380,2447343,2447772,SYNPCC7942_2380-MONOMER,SYNPCC7942_RS12095,NC_007604.1
SYNPCC7942_0421,411547,411946,SYNPCC7942_0421-MONOMER,SYNPCC7942_RS02150,NC_007604.1
SYNPCC7942_1327,1360807,1361101,SYNPCC7942_1327-MONOMER,SYNPCC7942_RS06785,NC_007604.1
SYNPCC7942_2327,2394294,2394768,SYNPCC7942_2327-MONOMER,SYNPCC7942_RS11830,NC_007604.1
SYNPCC7942_0389,0,252,SYNPCC7942_0389-MONOMER,SYNPCC7942_0389,SYNPCC7942_0389
SYNPCC7942_1271,1295437,1296175,SYNPCC7942_1271-MONOMER,SYNPCC7942_RS06510,NC_007604.1
SYNPCC7942_2281,2350335,2351154,SYNPCC7942_2281-MONOMER,SYNPCC7942_RS11595,NC_007604.1
SYNPCC7942_2493,2574060,2574822,SYNPCC7942_2493-MONOMER,SYNPCC7942_RS12650,NC_007604.1
SYNPCC7942_0360,353102,354299,SYNPCC7942_0360-MONOMER,SYNPCC7942_RS01835,NC_007604.1
SYNPCC7942_1206,1233977,1234211,SYNPCC7942_1206-MONOMER,SYNPCC7942_RS06175,NC_007604.1
SYNPCC7942_0695,688333,688840,SYNPCC7942_0695-MONOMER,SYNPCC7942_RS03565,NC_007604.1
SYNPCC7942_2241,0,873,SYNPCC7942_2241-MONOMER,SYNPCC7942_2241,SYNPCC7942_2241
SYNPCC7942_0305,303814,304045,SYNPCC7942_0305-MONOMER,SYNPCC7942_RS01555,NC_007604.1
SYNPCC7942_1892,1964968,1965778,SYNPCC7942_1892-MONOMER,SYNPCC7942_RS09595,NC_007604.1
SYNPCC7942_1163,1195316,1196492,SYNPCC7942_1163-MONOMER,SYNPCC7942_RS05960,NC_007604.1
SYNPCC7942_2178,2258053,2258395,SYNPCC7942_2178-MONOMER,SYNPCC7942_RS11070,NC_007604.1
SYNPCC7942_0227,224628,225255,SYNPCC7942_0227-MONOMER,SYNPCC7942_RS01155,NC_007604.1
SYNPCC7942_0252,247908,248136,SYNPCC7942_0252-MONOMER,SYNPCC7942_RS01285,NC_007604.1
SYNPCC7942_1139,1162564,1164235,SYNPCC7942_1139-MONOMER,SYNPCC7942_RS05830,NC_007604.1
SYNPCC7942_1318,1347916,1348768,SYNPCC7942_1318-MONOMER,SYNPCC7942_RS06740,NC_007604.1
SYNPCC7942_2152,2236383,2237643,SYNPCC7942_2152-MONOMER,SYNPCC7942_RS10935,NC_007604.1
SYNPCC7942_0215,217423,217813,SYNPCC7942_0215-MONOMER,SYNPCC7942_RS01090,NC_007604.1
SYNPCC7942_2462,2542825,2544106,SYNPCC7942_2462-MONOMER,SYNPCC7942_RS12515,NC_007604.1
SYNPCC7942_1091,1108371,1109535,SYNPCC7942_1091-MONOMER,SYNPCC7942_RS05600,NC_007604.1
SYNPCC7942_2108,2188717,2189086,SYNPCC7942_2108-MONOMER,SYNPCC7942_RS10685,NC_007604.1
SYNPCC7942_0666,663140,663761,SYNPCC7942_0666-MONOMER,SYNPCC7942_RS03410,NC_007604.1
SYNPCC7942_0175,173985,174198,SYNPCC7942_0175-MONOMER,SYNPCC7942_RS00890,NC_007604.1
SYNPCC7942_1059,1068900,1069833,SYNPCC7942_1059-MONOMER,SYNPCC7942_RS05430,NC_007604.1
SYNPCC7942_1865,1935471,1936392,SYNPCC7942_1865-MONOMER,SYNPCC7942_RS09465,NC_007604.1
SYNPCC7942_2044,2112976,2113990,SYNPCC7942_2044-MONOMER,SYNPCC7942_RS10370,NC_007604.1
SYNPCC7942_0146,147159,147855,SYNPCC7942_0146-MONOMER,SYNPCC7942_RS00740,NC_007604.1
SYNPCC7942_0196,196093,197575,SYNPCC7942_0196-MONOMER,SYNPCC7942_RS00995,NC_007604.1
SYNPCC7942_1018,1032576,1033212,SYNPCC7942_1018-MONOMER,SYNPCC7942_RS05235,NC_007604.1
SYNPCC7942_2013,2082725,2083253,SYNPCC7942_2013-MONOMER,SYNPCC7942_RS10210,NC_007604.1
SYNPCC7942_1295,1320369,1321758,SYNPCC7942_1295-MONOMER,SYNPCC7942_RS06625,NC_007604.1
SYNPCC7942_0102,102673,103237,SYNPCC7942_0102-MONOMER,SYNPCC7942_RS00520,NC_007604.1
SYNPCC7942_0968,975151,975358,SYNPCC7942_0968-MONOMER,SYNPCC7942_RS04975,NC_007604.1
SYNPCC7942_2441,2517855,2518650,SYNPCC7942_2441-MONOMER,SYNPCC7942_RS12405,NC_007604.1
SYNPCC7942_1960,2032189,2032696,SYNPCC7942_1960-MONOMER,SYNPCC7942_RS09945,NC_007604.1
SYNPCC7942_0059,60866,61112,SYNPCC7942_0059-MONOMER,SYNPCC7942_RS00295,NC_007604.1
SYNPCC7942_0639,630676,631969,SYNPCC7942_0639-MONOMER,SYNPCC7942_RS03280,NC_007604.1
SYNPCC7942_0916,0,129,SYNPCC7942_0916-MONOMER,SYNPCC7942_0916,SYNPCC7942_0916
SYNPCC7942_1924,2000204,2000732,SYNPCC7942_1924-MONOMER,SYNPCC7942_RS09765,NC_007604.1
SYNPCC7942_1847,1913855,1914755,SYNPCC7942_1847-MONOMER,SYNPCC7942_RS09370,NC_007604.1
SYNPCC7942_0022,21879,23049,SYNPCC7942_0022-MONOMER,SYNPCC7942_RS00115,NC_007604.1
SYNPCC7942_0873,873107,874196,SYNPCC7942_0873-MONOMER,SYNPCC7942_RS04500,NC_007604.1
SYNPCC7942_0171,170928,171915,SYNPCC7942_0171-MONOMER,SYNPCC7942_RS00870,NC_007604.1
SYNPCC7942_1876,1948202,1948610,SYNPCC7942_1876-MONOMER,SYNPCC7942_RS09515,NC_007604.1
HTX97_RS00010,0,588,HTX97_RS00010-MONOMER,ST32046_p3,ST32046_p3
SYNPCC7942_1274,1298629,1299157,SYNPCC7942_1274-MONOMER,SYNPCC7942_RS06525,NC_007604.1
SYNPCC7942_0846,840262,841078,SYNPCC7942_0846-MONOMER,SYNPCC7942_RS04370,NC_007604.1
SYNPCC7942_1833,1901771,1902530,SYNPCC7942_1833-MONOMER,SYNPCC7942_RS09300,NC_007604.1
SYNPCC7942_2418,2490632,2491517,SYNPCC7942_2418-MONOMER,SYNPCC7942_RS12285,NC_007604.1
SYNPCC7942_0809,803099,804815,SYNPCC7942_0809-MONOMER,SYNPCC7942_RS04185,NC_007604.1
SYNPCC7942_1791,1861830,1863066,SYNPCC7942_1791-MONOMER,SYNPCC7942_RS09100,NC_007604.1
SYNPCC7942_0137,138114,139278,SYNPCC7942_0137-MONOMER,SYNPCC7942_RS00695,NC_007604.1
SYNPCC7942_0771,763639,764854,SYNPCC7942_0771-MONOMER,SYNPCC7942_RS04000,NC_007604.1
SYNPCC7942_1758,1825181,1826219,SYNPCC7942_1758-MONOMER,SYNPCC7942_RS08935,NC_007604.1
SYNPCC7942_1250,1273780,1274260,SYNPCC7942_1250-MONOMER,SYNPCC7942_RS06405,NC_007604.1
SYNPCC7942_0749,743323,743614,SYNPCC7942_0749-MONOMER,SYNPCC7942_RS03880,NC_007604.1
SYNPCC7942_1712,1780852,1781218,SYNPCC7942_1712-MONOMER,SYNPCC7942_RS08710,NC_007604.1
SYNPCC7942_2386,2455997,2457101,SYNPCC7942_2386-MONOMER,SYNPCC7942_RS12125,NC_007604.1
SYNPCC7942_0726,720067,720430,SYNPCC7942_0726-MONOMER,SYNPCC7942_RS03755,NC_007604.1
SYNPCC7942_1673,1743188,1743854,SYNPCC7942_1673-MONOMER,SYNPCC7942_RS08525,NC_007604.1
SYNPCC7942_0110,109389,109947,SYNPCC7942_0110-MONOMER,SYNPCC7942_RS00560,NC_007604.1
SYNPCC7942_B2657,0,216,SYNPCC7942_B2657-MONOMER,SYNPCC7942_RS13500,SYNPCC7942_RS13500
SYNPCC7942_0690,684867,685155,SYNPCC7942_0690-MONOMER,SYNPCC7942_RS03540,NC_007604.1
SYNPCC7942_1229,1250192,1251023,SYNPCC7942_1229-MONOMER,SYNPCC7942_RS06300,NC_007604.1
SYNPCC7942_1638,1706684,1706951,SYNPCC7942_1638-MONOMER,SYNPCC7942_RS08355,NC_007604.1
SYNPCC7942_B2633,0,3000,SYNPCC7942_B2633-MONOMER,SYNPCC7942_RS13490,SYNPCC7942_RS13490
SYNPCC7942_2360,2426822,2427857,SYNPCC7942_2360-MONOMER,SYNPCC7942_RS11990,NC_007604.1
SYNPCC7942_0650,644173,644659,SYNPCC7942_0650-MONOMER,SYNPCC7942_RS03330,NC_007604.1
SYNPCC7942_1593,1660024,1660720,SYNPCC7942_1593-MONOMER,SYNPCC7942_RS08135,NC_007604.1
SYNPCC7942_1803,1873350,1873782,SYNPCC7942_1803-MONOMER,SYNPCC7942_RS09160,NC_007604.1
SYNPCC7942_2597,2679933,2680413,SYNPCC7942_2597-MONOMER,SYNPCC7942_RS13230,NC_007604.1
SYNPCC7942_0602,590845,591454,SYNPCC7942_0602-MONOMER,SYNPCC7942_RS03090,NC_007604.1
SYNPCC7942_0086,82870,84955,SYNPCC7942_0086-MONOMER,SYNPCC7942_RS00425,NC_007604.1
SYNPCC7942_1547,1603034,1603415,SYNPCC7942_1547-MONOMER,SYNPCC7942_RS07890,NC_007604.1
SYNPCC7942_2547,2627004,2627325,SYNPCC7942_2547-MONOMER,SYNPCC7942_RS12940,NC_007604.1
SYNPCC7942_1211,1235480,1235825,SYNPCC7942_1211-MONOMER,SYNPCC7942_RS06200,NC_007604.1
SYNPCC7942_0558,539682,540297,SYNPCC7942_0558-MONOMER,SYNPCC7942_RS02840,NC_007604.1
SYNPCC7942_1494,1545381,1546095,SYNPCC7942_1494-MONOMER,SYNPCC7942_RS07635,NC_007604.1
SYNPCC7942_2337,2404596,2405550,SYNPCC7942_2337-MONOMER,SYNPCC7942_RS11875,NC_007604.1
SYNPCC7942_2500,2581095,2581716,SYNPCC7942_2500-MONOMER,SYNPCC7942_RS12685,NC_007604.1
SYNPCC7942_0527,511397,512207,SYNPCC7942_0527-MONOMER,SYNPCC7942_RS02680,NC_007604.1
SYNPCC7942_1774,1839384,1839558,SYNPCC7942_1774-MONOMER,SYNPCC7942_RS09015,NC_007604.1
SYNPCC7942_1445,1498701,1499817,SYNPCC7942_1445-MONOMER,SYNPCC7942_RS07395,NC_007604.1
SYNPCC7942_2461,2541303,2542737,SYNPCC7942_2461-MONOMER,SYNPCC7942_RS12510,NC_007604.1
SYNPCC7942_0062,62468,63242,SYNPCC7942_0062-MONOMER,SYNPCC7942_RS00310,NC_007604.1
SYNPCC7942_0496,483633,484323,SYNPCC7942_0496-MONOMER,SYNPCC7942_RS02525,NC_007604.1
SYNPCC7942_1399,1450086,1451322,SYNPCC7942_1399-MONOMER,SYNPCC7942_RS07160,NC_007604.1
SYNPCC7942_1184,1214277,1215141,SYNPCC7942_1184-MONOMER,SYNPCC7942_RS06065,NC_007604.1
SYNPCC7942_2408,2481008,2481395,SYNPCC7942_2408-MONOMER,SYNPCC7942_RS12240,NC_007604.1
SYNPCC7942_0452,0,480,SYNPCC7942_0452-MONOMER,SYNPCC7942_0452,SYNPCC7942_0452
SYNPCC7942_2316,2385394,2385808,SYNPCC7942_2316-MONOMER,SYNPCC7942_RS11775,NC_007604.1
SYNPCC7942_1358,1397086,1397878,SYNPCC7942_1358-MONOMER,SYNPCC7942_RS06940,NC_007604.1
SYNPCC7942_2372,2439286,2440336,SYNPCC7942_2372-MONOMER,SYNPCC7942_RS12055,NC_007604.1
SYNPCC7942_1740,1810182,1811088,SYNPCC7942_1740-MONOMER,SYNPCC7942_RS08855,NC_007604.1
SYNPCC7942_0416,406388,406772,SYNPCC7942_0416-MONOMER,SYNPCC7942_RS02125,NC_007604.1
SYNPCC7942_1311,1338221,1338578,SYNPCC7942_1311-MONOMER,SYNPCC7942_RS06705,NC_007604.1
SYNPCC7942_0034,0,114,SYNPCC7942_0034-MONOMER,SYNPCC7942_0034,SYNPCC7942_0034
SYNPCC7942_2318,2388748,2389375,SYNPCC7942_2318-MONOMER,SYNPCC7942_RS11785,NC_007604.1
SYNPCC7942_0383,375761,376448,SYNPCC7942_0383-MONOMER,SYNPCC7942_RS01955,NC_007604.1
SYNPCC7942_1152,0,1008,SYNPCC7942_1152-MONOMER,SYNPCC7942_RS05905,SYNPCC7942_RS05905
SYNPCC7942_1265,1289544,1290258,SYNPCC7942_1265-MONOMER,SYNPCC7942_RS06480,NC_007604.1
SYNPCC7942_2276,2343881,2344334,SYNPCC7942_2276-MONOMER,SYNPCC7942_RS11570,NC_007604.1
SYNPCC7942_2291,2360279,2361251,SYNPCC7942_2291-MONOMER,SYNPCC7942_RS11645,NC_007604.1
SYNPCC7942_0349,341882,342443,SYNPCC7942_0349-MONOMER,SYNPCC7942_RS01775,NC_007604.1
SYNPCC7942_1200,1228047,1229061,SYNPCC7942_1200-MONOMER,SYNPCC7942_RS06145,NC_007604.1
SYNPCC7942_1718,1789027,1790305,SYNPCC7942_1718-MONOMER,SYNPCC7942_RS08740,NC_007604.1
SYNPCC7942_2233,0,318,SYNPCC7942_2233-MONOMER,SYNPCC7942_RS11340,SYNPCC7942_RS11340
SYNPCC7942_0296,292749,294765,SYNPCC7942_0296-MONOMER,SYNPCC7942_RS01510,NC_007604.1
SYNPCC7942_0001,109,1237,SYNPCC7942_0001-MONOMER,SYNPCC7942_RS00005,NC_007604.1
SYNPCC7942_1160,1193396,1194299,SYNPCC7942_1160-MONOMER,SYNPCC7942_RS05945,NC_007604.1
SYNPCC7942_2172,2252960,2253221,SYNPCC7942_2172-MONOMER,SYNPCC7942_RS11040,NC_007604.1
SYNPCC7942_1124,1141287,1143300,SYNPCC7942_1124-MONOMER,SYNPCC7942_RS05755,NC_007604.1
SYNPCC7942_0238,233142,234324,SYNPCC7942_0238-MONOMER,SYNPCC7942_RS01210,NC_007604.1
SYNPCC7942_1129,1148539,1149388,SYNPCC7942_1129-MONOMER,SYNPCC7942_RS05780,NC_007604.1
SYNPCC7942_2263,2331233,2332541,SYNPCC7942_2263-MONOMER,SYNPCC7942_RS11500,NC_007604.1
SYNPCC7942_2145,2229022,2229910,SYNPCC7942_2145-MONOMER,SYNPCC7942_RS10895,NC_007604.1
SYNPCC7942_0210,212495,212897,SYNPCC7942_0210-MONOMER,SYNPCC7942_RS01065,NC_007604.1
SYNPCC7942_0628,621276,622137,SYNPCC7942_0628-MONOMER,SYNPCC7942_RS03225,NC_007604.1
SYNPCC7942_1084,0,444,SYNPCC7942_1084-MONOMER,SYNPCC7942_1084,SYNPCC7942_1084
SYNPCC7942_2095,2176854,2177238,SYNPCC7942_2095-MONOMER,SYNPCC7942_RS10620,NC_007604.1
SYNPCC7942_1694,1759929,1762506,SYNPCC7942_1694-MONOMER,SYNPCC7942_RS08625,NC_007604.1
SYNPCC7942_0168,167064,167748,SYNPCC7942_0168-MONOMER,SYNPCC7942_RS00855,NC_007604.1
SYNPCC7942_1042,1055644,1055980,SYNPCC7942_1042-MONOMER,SYNPCC7942_RS05345,NC_007604.1
SYNPCC7942_1101,1118660,1119818,SYNPCC7942_1101-MONOMER,SYNPCC7942_RS05645,NC_007604.1
SYNPCC7942_2037,2106518,2107163,SYNPCC7942_2037-MONOMER,SYNPCC7942_RS10335,NC_007604.1
SYNPCC7942_0140,0,399,SYNPCC7942_0140-MONOMER,SYNPCC7942_RS00710,SYNPCC7942_RS00710
SYNPCC7942_2236,2301379,2303044,SYNPCC7942_2236-MONOMER,SYNPCC7942_RS11355,NC_007604.1
SYNPCC7942_1000,1008138,1011369,SYNPCC7942_1000-MONOMER,SYNPCC7942_RS05130,NC_007604.1
SYNPCC7942_2006,2074597,2075284,SYNPCC7942_2006-MONOMER,SYNPCC7942_RS10175,NC_007604.1
SYNPCC7942_0603,591458,592751,SYNPCC7942_0603-MONOMER,SYNPCC7942_RS03095,NC_007604.1
SYNPCC7942_0096,93763,94285,SYNPCC7942_0096-MONOMER,SYNPCC7942_RS00490,NC_007604.1
SYNPCC7942_0956,963925,965068,SYNPCC7942_0956-MONOMER,SYNPCC7942_RS04915,NC_007604.1
SYNPCC7942_1668,1737878,1739552,SYNPCC7942_1668-MONOMER,SYNPCC7942_RS08505,NC_007604.1
SYNPCC7942_1952,2025398,2025740,SYNPCC7942_1952-MONOMER,SYNPCC7942_RS09910,NC_007604.1
SYNPCC7942_0053,55203,56352,SYNPCC7942_0053-MONOMER,SYNPCC7942_RS00265,NC_007604.1
SYNPCC7942_1072,1083770,1084322,SYNPCC7942_1072-MONOMER,SYNPCC7942_RS05500,NC_007604.1
SYNPCC7942_0908,917279,917987,SYNPCC7942_0908-MONOMER,SYNPCC7942_RS04670,NC_007604.1
SYNPCC7942_1913,1989974,1990358,SYNPCC7942_1913-MONOMER,SYNPCC7942_RS09710,NC_007604.1
SYNPCC7942_2219,2292927,2293329,SYNPCC7942_2219-MONOMER,SYNPCC7942_RS11270,NC_007604.1
SYNPCC7942_0014,13066,13411,SYNPCC7942_0014-MONOMER,SYNPCC7942_RS00070,NC_007604.1
SYNPCC7942_0870,871885,872113,SYNPCC7942_0870-MONOMER,SYNPCC7942_RS04485,NC_007604.1
SYNPCC7942_0579,559631,560765,SYNPCC7942_0579-MONOMER,SYNPCC7942_RS02945,NC_007604.1
SYNPCC7942_1868,1937821,1938253,SYNPCC7942_1868-MONOMER,SYNPCC7942_RS09480,NC_007604.1
SYNPCC7942_0840,834990,835473,SYNPCC7942_0840-MONOMER,SYNPCC7942_RS04345,NC_007604.1
SYNPCC7942_1637,1705425,1706484,SYNPCC7942_1637-MONOMER,SYNPCC7942_RS08350,NC_007604.1
SYNPCC7942_1827,1897286,1897913,SYNPCC7942_1827-MONOMER,SYNPCC7942_RS09270,NC_007604.1
SYNPCC7942_0805,798348,799095,SYNPCC7942_0805-MONOMER,SYNPCC7942_RS04165,NC_007604.1
SYNPCC7942_1048,1060890,1061382,SYNPCC7942_1048-MONOMER,SYNPCC7942_RS05375,NC_007604.1
SYNPCC7942_1783,1849302,1852170,SYNPCC7942_1783-MONOMER,SYNPCC7942_RS09060,NC_007604.1
SYNPCC7942_0768,760485,761178,SYNPCC7942_0768-MONOMER,SYNPCC7942_RS03985,NC_007604.1
SYNPCC7942_2203,2283182,2284289,SYNPCC7942_2203-MONOMER,SYNPCC7942_RS11195,NC_007604.1
SYNPCC7942_1755,1822493,1824275,SYNPCC7942_1755-MONOMER,SYNPCC7942_RS08925,NC_007604.1
SYNPCC7942_0745,739614,740778,SYNPCC7942_0745-MONOMER,SYNPCC7942_RS03860,NC_007604.1
SYNPCC7942_0552,534066,535185,SYNPCC7942_0552-MONOMER,SYNPCC7942_RS02810,NC_007604.1
SYNPCC7942_1704,1772023,1772833,SYNPCC7942_1704-MONOMER,SYNPCC7942_RS08675,NC_007604.1
SYNPCC7942_0722,715942,717025,SYNPCC7942_0722-MONOMER,SYNPCC7942_RS03730,NC_007604.1
SYNPCC7942_1611,1680388,1680682,SYNPCC7942_1611-MONOMER,SYNPCC7942_RS08220,NC_007604.1
SYNPCC7942_0719,714327,714831,SYNPCC7942_0719-MONOMER,SYNPCC7942_RS03705,NC_007604.1
SYNPCC7942_1664,1733789,1733984,SYNPCC7942_1664-MONOMER,SYNPCC7942_RS08485,NC_007604.1
SYNPCC7942_1016,1030952,1031435,SYNPCC7942_1016-MONOMER,SYNPCC7942_RS05220,NC_007604.1
SYNPCC7942_B2654,0,351,SYNPCC7942_B2654-MONOMER,SYNPCC7942_RS13360,SYNPCC7942_RS13360
SYNPCC7942_0686,680977,682138,SYNPCC7942_0686-MONOMER,SYNPCC7942_RS03520,NC_007604.1
SYNPCC7942_2171,2252195,2252726,SYNPCC7942_2171-MONOMER,SYNPCC7942_RS11035,NC_007604.1
SYNPCC7942_1632,1700262,1700772,SYNPCC7942_1632-MONOMER,SYNPCC7942_RS08325,NC_007604.1
SYNPCC7942_B2627,0,1062,SYNPCC7942_B2627-MONOMER,SYNPCC7942_RS13440,SYNPCC7942_RS13440
SYNPCC7942_0513,498900,499629,SYNPCC7942_0513-MONOMER,SYNPCC7942_RS02605,NC_007604.1
SYNPCC7942_0646,640764,640992,SYNPCC7942_0646-MONOMER,SYNPCC7942_RS03315,NC_007604.1
SYNPCC7942_1583,1648209,1648746,SYNPCC7942_1583-MONOMER,SYNPCC7942_RS08085,NC_007604.1
SYNPCC7942_0995,1003808,1004204,SYNPCC7942_0995-MONOMER,SYNPCC7942_RS05110,NC_007604.1
SYNPCC7942_2593,2676042,2676561,SYNPCC7942_2593-MONOMER,SYNPCC7942_RS13205,NC_007604.1
SYNPCC7942_0594,581204,582881,SYNPCC7942_0594-MONOMER,SYNPCC7942_RS03045,NC_007604.1
SYNPCC7942_2136,2215465,2216287,SYNPCC7942_2136-MONOMER,SYNPCC7942_RS10835,NC_007604.1
SYNPCC7942_1538,1597000,1597366,SYNPCC7942_1538-MONOMER,SYNPCC7942_RS07860,NC_007604.1
SYNPCC7942_2539,2621101,2621647,SYNPCC7942_2539-MONOMER,SYNPCC7942_RS12890,NC_007604.1
SYNPCC7942_0486,472318,473554,SYNPCC7942_0486-MONOMER,SYNPCC7942_RS02475,NC_007604.1
SYNPCC7942_0551,533569,533941,SYNPCC7942_0551-MONOMER,SYNPCC7942_RS02805,NC_007604.1
